Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
16:04:53:150,1.5601,1.2682,9.3368,52.9204,-0.3343,0.4876,0.0213,-97.8659
16:04:53:171,1.1518,1.4086,9.8724,53.0264,-0.4461,0.4748,-0.1246,-97.8659
16:04:53:191,0.8746,1.4863,10.1296,52.8926,-0.4631,0.3801,-0.198,-97.8659
16:04:53:210,0.8164,1.4927,10.1191,52.9792,-0.3407,0.3652,-0.1682,-97.8659
16:04:53:231,0.9041,1.5476,10.1104,53.0848,-0.1916,0.4397,-0.1427,-97.8659
16:04:53:250,0.9058,1.6728,10.0214,52.9683,-0.0277,0.51,-0.198,-97.8659
16:04:53:272,0.5502,1.9331,9.8696,53.0743,0.1331,0.3854,-0.2545,-97.8659
16:04:53:291,0.1384,2.0649,9.4392,53.1142,0.1895,0.1469,-0.247,-97.8659
16:04:53:310,-0.0637,2.0049,9.0402,53.2878,0.1171,0.1437,-0.1278,-97.8659
16:04:53:331,-0.3598,2.0416,8.8732,53.2951,0.0202,0.1884,0.0468,-97.8659
16:04:53:351,-0.2394,2.2519,9.0848,53.1953,-0.0394,0.2619,0.1938,-97.8659
16:04:53:370,0.0255,2.5772,9.2541,53.1426,0.0138,0.2853,0.2768,-97.8659
16:04:53:392,0.2328,2.6647,9.4079,52.962,0.1544,0.3386,0.3354,-97.8659
16:04:53:410,0.3542,2.765,9.4184,52.9275,0.346,0.379,0.3833,-97.8659
16:04:53:431,0.2412,2.7169,9.0919,53.037,0.5462,0.5004,0.4163,-97.8659
16:04:53:451,0.1659,2.7956,9.3364,52.9545,0.6718,0.7612,0.4354,-97.8659
16:04:53:471,0.4158,2.2587,10.3167,52.6243,0.2523,-0.116,0.0681,-97.8659
16:04:53:491,1.1784,2.9041,9.4247,52.6159,-0.2044,-0.0756,-0.1065,-97.8659
16:04:53:511,0.2834,3.0452,9.6637,52.5719,-0.0479,0.0969,-0.0245,-97.8659
16:04:53:531,-0.3361,2.4112,10.019,52.6798,-0.0713,0.2257,0.2172,-97.8659
16:04:53:550,-0.3198,2.7283,11.0445,52.7127,-0.2726,0.1938,0.3098,-97.8659
16:04:53:571,-0.9935,2.8566,11.3108,52.6445,-0.0032,0.2875,0.2906,-97.8659
16:04:53:591,-1.0411,2.9672,10.9213,52.528,0.2364,0.4035,0.4099,-97.8659
16:04:53:611,-0.9422,2.8457,10.632,52.1164,0.1821,0.5536,0.577,-97.8659
16:04:53:631,-1.4232,2.3352,10.9578,52.0468,-0.017,0.5462,0.6739,-97.8659
16:04:53:651,-1.7344,1.8695,11.4451,51.8274,-0.0224,0.395,0.659,-97.958
16:04:53:671,-1.1518,1.4332,11.4346,51.7644,0.1129,-0.1554,0.6196,-98.0686
16:04:53:691,-1.441,0.744,11.05,51.6751,0.2534,-1.0391,0.4748,-98.1945
16:04:53:710,-1.1207,0.6718,10.7981,51.4452,0.3748,-1.6683,0.4631,-98.3303
16:04:53:731,-0.3167,0.5299,10.5004,51.1721,0.5675,-1.8355,0.4014,-98.4745
16:04:53:752,-0.3899,0.4136,9.6117,50.9676,0.7591,-1.745,0.2747,-98.6218
16:04:53:771,-0.9788,0.2216,8.4401,50.6571,0.7602,-1.3436,0.2438,-98.7766
16:04:53:792,-0.8615,0.712,7.5178,50.4096,0.4695,-0.1618,0.3503,-98.9375
16:04:53:810,-0.2404,0.7984,7.3567,50.1504,0.164,0.4642,0.4418,-99.1125
16:04:53:832,0.5601,0.7379,7.3165,49.7511,-0.2097,0.8794,0.2779,-99.3065
16:04:53:851,0.8444,1.0664,7.5385,49.68,-0.4397,0.9262,0.0767,-99.5128
16:04:53:871,0.3518,1.6349,7.5592,49.4103,-0.4716,0.7761,-0.0735,-99.7194
16:04:53:894,-0.2609,1.9321,7.5755,49.3979,-0.4237,0.7154,-0.1256,-99.9223
16:04:53:912,-0.5334,1.8288,7.6252,49.1186,-0.3279,0.5909,-0.0948,-100.1115
16:04:53:931,-0.4465,1.6887,7.7527,49.2187,-0.2619,0.4599,-0.0192,-100.2884
16:04:53:951,-0.1518,1.6872,8.1215,49.2485,-0.214,0.3024,-0.0075,-100.458
16:04:53:971,0.0523,1.6506,8.5627,49.1785,-0.1501,0.1352,-0.049,-100.6216
16:04:53:991,0.0241,2.1355,9.5116,49.0625,-0.0341,-0.1672,-0.1203,-100.7776
16:04:54:011,-0.2503,2.0824,10.452,49.0309,0.1735,-0.4514,-0.0809,-100.9219
16:04:54:031,-0.4193,1.6598,10.9327,48.8565,0.4716,-0.56,0.016,-101.0531
16:04:54:051,-0.3622,1.9186,11.5379,49.0308,0.7676,-0.7101,0.2097,-101.1733
16:04:54:071,0.0088,2.6873,11.5972,48.6224,0.9326,-0.9486,0.3237,-101.2898
16:04:54:091,0.38,3.1568,11.2408,48.6242,0.7697,-0.889,0.2726,-101.4127
16:04:54:111,0.9295,3.2786,11.0184,48.1963,0.4663,-0.7878,0.1427,-101.5474
16:04:54:131,1.7813,3.8145,11.3048,47.6702,0.1884,-0.5611,-0.0383,-101.6909
16:04:54:151,2.1231,3.4458,11.3853,47.6886,0.017,-0.362,-0.3173,-101.8346
