Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
20:15:52:725,0.0096,1.5187,9.855,65.9024,0.484,-0.6096,-0.1802,191.5265
20:15:52:746,0.2539,2.1272,9.419,65.9987,0.3764,-0.2485,-0.0375,192.6585
20:15:52:772,0.3785,2.5823,9.1843,65.8412,0.3029,-0.1132,0.0009,193.6568
20:15:52:793,0.3449,2.8746,9.2082,66.8584,0.1868,-0.0951,-0.0129,194.2783
20:15:52:810,0.4024,3.071,9.4957,64.3689,0.0728,-0.0866,-0.0406,194.9536
20:15:52:825,0.2348,3.1668,9.4238,64.8942,-0.0188,0.0039,-0.096,195.5
20:15:52:846,-0.206,3.0854,9.0884,66.3539,-0.0817,0.07,-0.1014,196.0329
20:15:52:876,-0.4408,3.1908,8.7148,65.236,-0.1456,0.0615,-0.0481,196.4605
20:15:52:886,-0.0192,3.3058,8.8393,64.4431,-0.2543,0.0178,0.0126,196.5131
20:15:52:907,0.5126,3.2195,9.2849,65.1667,-0.3214,0.0966,-0.0204,196.4103
20:15:52:933,0.5462,2.8458,9.5436,64.6133,-0.316,0.2362,-0.1578,196.5533
20:15:52:948,-0.2539,2.4482,9.51,65.9676,-0.2788,0.2053,-0.2228,196.9753
20:15:52:974,-0.6612,2.0793,9.8694,65.105,-0.2191,0.0327,-0.1461,197.4561
20:15:52:988,-1.0875,1.8541,10.3964,64.9134,-0.103,-0.11,-0.0577,197.5303
20:15:53:006,-1.3606,1.672,10.5018,65.2678,0.1005,-0.1537,0.051,197.3433
20:15:53:033,-1.4229,1.7152,10.1952,66.6021,0.288,-0.11,0.1873,196.886
20:15:53:052,-1.2121,2.0218,9.7065,65.2523,0.403,-0.0589,0.297,196.2579
20:15:53:072,-1.2648,2.3092,9.0645,65.3536,0.4169,-0.0568,0.345,195.4832
20:15:53:088,-1.0396,2.4865,8.8633,64.5985,0.3796,-0.2144,0.394,194.7114
20:15:53:108,-0.1198,2.6877,9.2082,64.4252,0.3679,-0.3178,0.427,193.9173
20:15:53:132,0.412,2.7931,9.51,65.1132,0.3615,-0.2485,0.3684,193.2382
