Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
18:27:03:561,296,-73.0,297,,298,
18:27:05:591,296,-70.0,297,,298,
18:27:07:565,296,-63.0,297,,298,
18:27:09:561,296,-68.0,297,,298,
18:27:11:561,296,-58.0,297,,298,
18:27:13:561,296,-64.0,297,,298,
18:27:15:561,296,-68.0,297,,298,
18:27:17:562,296,-67.0,297,,298,
18:27:19:561,296,-67.0,297,,298,
18:27:21:561,296,-62.0,297,,298,
18:27:23:563,296,-77.0,297,,298,
18:27:25:561,296,-64.0,297,,298,
18:27:27:565,296,-70.0,297,,298,
18:27:29:561,296,-72.0,297,,298,
18:27:31:561,296,-75.0,297,,298,
18:27:33:561,296,-74.0,297,,298,
18:27:35:562,296,-81.0,297,,298,
18:27:37:561,296,-74.0,297,,298,-94.0
18:27:39:562,296,-79.0,297,,298,-90.0
18:27:41:563,296,-78.0,297,,298,-90.0
18:27:43:563,296,-81.0,297,,298,-93.0
18:27:45:565,296,-62.0,297,,298,
18:27:47:561,296,-76.0,297,,298,-96.0
18:27:49:561,296,-83.0,297,,298,-89.0
18:27:51:561,296,-73.0,297,,298,-88.0
18:27:53:561,296,-84.0,297,,298,-87.0
18:27:55:561,296,-82.0,297,,298,-88.0
18:27:57:561,296,-86.0,297,,298,-87.0
18:27:59:561,296,-87.0,297,,298,-88.0
18:28:01:561,296,-82.0,297,,298,-96.0
18:28:03:561,296,-85.0,297,,298,-92.0
18:28:05:561,296,-81.0,297,,298,-91.0
18:28:07:561,296,-67.0,297,,298,-84.0
18:28:09:561,296,-81.0,297,,298,
18:28:11:561,296,-70.0,297,,298,-83.0
18:28:13:572,296,-84.0,297,,298,-83.0
18:28:15:563,296,-80.0,297,,298,-72.0
18:28:17:564,296,-82.0,297,,298,-79.0
18:28:19:561,296,-85.0,297,,298,-77.0
18:28:21:561,296,-78.0,297,,298,-80.0
18:28:23:561,296,-88.0,297,,298,-82.0
18:28:25:561,296,-87.0,297,,298,-80.0
18:28:27:561,296,-80.0,297,,298,-82.0
18:28:29:561,296,-84.0,297,,298,-82.0
18:28:31:561,296,-84.0,297,,298,-81.0
18:28:33:561,296,-88.0,297,,298,-85.0
18:28:35:561,296,-87.0,297,,298,-94.0
18:28:37:561,296,-86.0,297,,298,-92.0
18:28:39:561,296,-87.0,297,,298,-98.0
18:28:41:562,296,-94.0,297,,298,-96.0
18:28:43:563,296,-84.0,297,,298,-94.0
18:28:45:564,296,-92.0,297,,298,-98.0
18:28:47:561,296,-88.0,297,,298,-99.0
18:28:49:561,296,-94.0,297,,298,-104.0
18:28:51:561,296,-97.0,297,,298,-107.0
18:28:53:561,296,-98.0,297,,298,-102.0
18:28:55:561,296,-90.0,297,,298,-103.0
18:28:57:561,296,-96.0,297,-106.0,298,-103.0
18:28:59:561,296,-96.0,297,-100.0,298,-110.0
18:29:01:561,296,-88.0,297,-107.0,298,-107.0
18:29:03:561,296,-93.0,297,-106.0,298,-106.0
18:29:05:564,296,-90.0,297,-106.0,298,-105.0
18:29:07:561,296,-87.0,297,-106.0,298,-111.0
18:29:09:561,296,-94.0,297,-103.0,298,-110.0
18:29:11:561,296,-88.0,297,-98.0,298,-116.0
18:29:13:561,296,-84.0,297,-95.0,298,-111.0
18:29:15:561,296,-81.0,297,-109.0,298,-140.0
18:29:17:575,296,-82.0,297,-98.0,298,-105.0
18:29:19:561,296,-86.0,297,-99.0,298,-109.0
18:29:21:563,296,-79.0,297,-98.0,298,-124.0
18:29:23:565,296,-81.0,297,-94.0,298,-97.0
18:29:25:561,296,-75.0,297,-94.0,298,
18:29:27:561,296,-73.0,297,-106.0,298,-102.0
18:29:29:562,296,-76.0,297,-93.0,298,-104.0
18:29:31:561,296,-82.0,297,-88.0,298,-105.0
18:29:33:561,296,-80.0,297,-96.0,298,-105.0
18:29:35:561,296,-83.0,297,-102.0,298,-140.0
18:29:37:563,296,-83.0,297,-98.0,298,-112.0
18:29:39:563,296,-88.0,297,-88.0,298,-111.0
18:29:41:564,296,-89.0,297,-89.0,298,
18:29:43:561,296,-88.0,297,-90.0,298,
18:29:45:561,296,-91.0,297,-87.0,298,
18:29:47:561,296,-88.0,297,-80.0,298,
18:29:49:561,296,-90.0,297,-84.0,298,
18:29:51:561,296,-97.0,297,-85.0,298,
18:29:53:561,296,-100.0,297,-80.0,298,
18:29:55:561,296,-89.0,297,-81.0,298,
18:29:57:561,296,-95.0,297,-77.0,298,
18:29:59:561,296,-103.0,297,-86.0,298,
18:30:01:561,296,-116.0,297,-85.0,298,
18:30:03:562,296,-106.0,297,-83.0,298,
18:30:05:561,296,-104.0,297,-85.0,298,
18:30:07:561,296,-104.0,297,-88.0,298,
18:30:09:561,296,-109.0,297,-93.0,298,
18:30:11:563,296,-121.0,297,-88.0,298,
18:30:13:561,296,-140.0,297,-81.0,298,
18:30:15:561,296,-115.0,297,-87.0,298,
18:30:17:563,296,-140.0,297,-79.0,298,
18:30:19:561,296,-90.0,297,-80.0,298,
18:30:21:561,296,,297,-75.0,298,
18:30:23:561,296,,297,-76.0,298,
18:30:25:561,296,,297,-79.0,298,
18:30:27:566,296,,297,-81.0,298,
18:30:29:613,296,,297,-78.0,298,
18:30:31:561,296,,297,-79.0,298,
18:30:33:562,296,,297,-78.0,298,
18:30:35:561,296,,297,-84.0,298,
18:30:37:561,296,,297,-80.0,298,
18:30:39:561,296,,297,-79.0,298,
18:30:41:561,296,,297,-84.0,298,
18:30:43:561,296,,297,-86.0,298,
18:30:45:561,296,,297,-87.0,298,
18:30:47:561,296,,297,-83.0,298,
18:30:49:561,296,,297,-88.0,298,
18:30:51:563,296,,297,-82.0,298,
18:30:53:561,296,,297,-87.0,298,
18:30:55:561,296,,297,-88.0,298,
18:30:57:561,296,,297,-88.0,298,
18:30:59:561,296,,297,-88.0,298,
18:31:01:561,296,,297,-84.0,298,
18:31:03:561,296,,297,-81.0,298,
18:31:05:561,296,,297,-84.0,298,
18:31:07:561,296,,297,-85.0,298,
18:31:09:561,296,,297,-78.0,298,
18:31:11:561,296,,297,-76.0,298,
18:31:13:561,296,,297,-80.0,298,
18:31:15:561,296,,297,-82.0,298,
18:31:17:561,296,,297,-77.0,298,
18:31:19:561,296,,297,-80.0,298,
18:31:21:561,296,,297,-76.0,298,
