Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
19:11:45:319,296,,297,-82.0,298,
19:11:47:358,296,,297,-79.0,298,
19:11:49:321,296,,297,-77.0,298,
19:11:51:321,296,,297,-86.0,298,
19:11:53:321,296,,297,-82.0,298,
19:11:55:321,296,,297,-86.0,298,
19:11:57:321,296,,297,-85.0,298,
19:11:59:321,296,,297,-83.0,298,
19:12:01:321,296,,297,-81.0,298,
19:12:03:321,296,,297,-90.0,298,
19:12:05:323,296,,297,-88.0,298,
19:12:07:321,296,,297,-90.0,298,
19:12:09:321,296,,297,-89.0,298,
19:12:11:321,296,,297,-93.0,298,
19:12:13:321,296,,297,-85.0,298,
19:12:15:321,296,,297,-89.0,298,
19:12:17:321,296,,297,-84.0,298,
19:12:19:321,296,,297,-76.0,298,
19:12:21:321,296,,297,-77.0,298,
19:12:23:321,296,,297,-88.0,298,
19:12:25:321,296,,297,-83.0,298,
19:12:27:321,296,,297,-85.0,298,
19:12:29:321,296,,297,-85.0,298,
19:12:31:321,296,,297,-88.0,298,
19:12:33:321,296,,297,-82.0,298,
19:12:35:321,296,,297,-84.0,298,
19:12:37:321,296,,297,-77.0,298,
19:12:39:321,296,,297,-84.0,298,
19:12:41:322,296,,297,-80.0,298,
19:12:43:321,296,,297,-81.0,298,
19:12:45:321,296,,297,-84.0,298,
19:12:47:321,296,,297,-84.0,298,
19:12:49:321,296,,297,-82.0,298,
19:12:51:321,296,,297,-81.0,298,
19:12:53:321,296,,297,-83.0,298,
19:12:55:334,296,,297,-79.0,298,
19:12:57:321,296,,297,-80.0,298,
19:12:59:321,296,,297,-80.0,298,
19:13:01:321,296,,297,-83.0,298,
19:13:03:321,296,,297,-84.0,298,
19:13:05:321,296,,297,-87.0,298,
19:13:07:323,296,,297,-87.0,298,
19:13:09:321,296,-93.0,297,-87.0,298,
19:13:11:321,296,-92.0,297,-91.0,298,
19:13:13:321,296,-89.0,297,-85.0,298,
19:13:15:321,296,-88.0,297,-80.0,298,
19:13:17:324,296,-86.0,297,-88.0,298,
19:13:19:321,296,-83.0,297,-89.0,298,
19:13:21:321,296,-84.0,297,-88.0,298,
19:13:23:321,296,-87.0,297,-89.0,298,
19:13:25:321,296,-92.0,297,-88.0,298,
19:13:27:321,296,-79.0,297,-95.0,298,
19:13:29:321,296,-80.0,297,-97.0,298,
19:13:31:321,296,-80.0,297,-96.0,298,
19:13:33:321,296,-75.0,297,-95.0,298,-132.0
19:13:35:321,296,-77.0,297,-101.0,298,-140.0
19:13:37:321,296,-78.0,297,-90.0,298,-106.0
19:13:39:323,296,-81.0,297,-93.0,298,-140.0
19:13:41:321,296,-74.0,297,-102.0,298,-140.0
19:13:43:321,296,-66.0,297,-81.0,298,-140.0
19:13:45:324,296,-68.0,297,-140.0,298,-90.0
19:13:47:324,296,-83.0,297,-101.0,298,-140.0
19:13:49:321,296,-82.0,297,-96.0,298,-104.0
19:13:51:321,296,-84.0,297,-101.0,298,-140.0
19:13:53:321,296,-80.0,297,-140.0,298,-102.0
19:13:55:321,296,-85.0,297,-97.0,298,-140.0
19:13:57:321,296,-86.0,297,-109.0,298,-105.0
19:13:59:321,296,-85.0,297,,298,-140.0
19:14:01:321,296,-90.0,297,,298,-107.0
19:14:03:321,296,-90.0,297,,298,-100.0
