Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
18:56:45:978,296,-72.0,297,,298,
18:56:48:004,296,-64.0,297,,298,
18:56:49:979,296,-65.0,297,,298,
18:56:51:980,296,-57.0,297,,298,
18:56:53:980,296,-60.0,297,,298,
18:56:55:979,296,-66.0,297,,298,
18:56:57:981,296,-62.0,297,,298,
18:56:59:980,296,-63.0,297,,298,
18:57:01:980,296,-63.0,297,,298,
18:57:03:983,296,-63.0,297,,298,
18:57:05:980,296,-64.0,297,,298,
18:57:07:979,296,-64.0,297,,298,
18:57:09:979,296,-67.0,297,,298,
18:57:11:980,296,-72.0,297,,298,
18:57:13:980,296,-74.0,297,,298,
18:57:15:980,296,-74.0,297,,298,
18:57:17:980,296,-74.0,297,,298,
18:57:19:982,296,-82.0,297,,298,
18:57:21:979,296,-74.0,297,,298,-96.0
18:57:23:980,296,-70.0,297,,298,-90.0
18:57:25:981,296,-70.0,297,,298,-92.0
18:57:27:982,296,-74.0,297,,298,-140.0
18:57:29:981,296,-66.0,297,,298,-88.0
18:57:31:980,296,-77.0,297,,298,-100.0
18:57:33:980,296,-74.0,297,,298,-92.0
18:57:35:979,296,-77.0,297,,298,-96.0
18:57:37:980,296,-76.0,297,,298,-90.0
18:57:39:980,296,-79.0,297,,298,-91.0
18:57:41:979,296,-86.0,297,,298,-84.0
18:57:43:980,296,-81.0,297,,298,-81.0
18:57:45:980,296,-84.0,297,,298,-91.0
18:57:47:979,296,-81.0,297,,298,-90.0
18:57:49:980,296,-84.0,297,,298,-91.0
18:57:51:979,296,-78.0,297,,298,-92.0
18:57:53:982,296,-78.0,297,,298,-86.0
18:57:55:980,296,-69.0,297,,298,-90.0
18:57:57:979,296,-70.0,297,,298,-79.0
18:57:59:983,296,-77.0,297,,298,-86.0
18:58:02:026,296,-74.0,297,,298,-77.0
18:58:03:980,296,-83.0,297,,298,-68.0
18:58:05:980,296,-78.0,297,,298,-78.0
18:58:07:980,296,-82.0,297,,298,-80.0
18:58:09:980,296,-81.0,297,,298,-75.0
18:58:11:981,296,-75.0,297,,298,-86.0
18:58:13:980,296,-79.0,297,,298,-91.0
18:58:15:981,296,-79.0,297,,298,-86.0
18:58:17:979,296,-86.0,297,,298,-83.0
18:58:19:981,296,-88.0,297,,298,-86.0
18:58:21:979,296,-92.0,297,,298,-92.0
18:58:23:980,296,-92.0,297,,298,-89.0
18:58:25:980,296,-85.0,297,,298,-94.0
18:58:27:980,296,-82.0,297,,298,-99.0
18:58:29:980,296,-90.0,297,,298,-96.0
18:58:31:980,296,-90.0,297,,298,-98.0
18:58:33:980,296,-97.0,297,,298,-99.0
18:58:35:981,296,-98.0,297,,298,-102.0
18:58:37:980,296,-100.0,297,,298,-103.0
18:58:39:980,296,-97.0,297,-107.0,298,-104.0
18:58:41:981,296,-101.0,297,-101.0,298,-107.0
18:58:43:981,296,-95.0,297,-101.0,298,-105.0
18:58:45:980,296,-90.0,297,-107.0,298,-103.0
18:58:47:980,296,-90.0,297,-105.0,298,-108.0
18:58:49:980,296,-85.0,297,-107.0,298,-106.0
18:58:51:980,296,-84.0,297,-107.0,298,-99.0
18:58:54:000,296,-88.0,297,,298,-113.0
18:58:55:999,296,-86.0,297,,298,
18:58:58:001,296,-85.0,297,,298,-104.0
18:58:59:999,296,-86.0,297,,298,-140.0
18:59:02:000,296,-79.0,297,,298,-103.0
18:59:04:001,296,-82.0,297,,298,-111.0
18:59:06:003,296,-90.0,297,,298,-111.0
18:59:08:038,296,-84.0,297,,298,-140.0
18:59:10:006,296,-88.0,297,,298,-140.0
18:59:12:001,296,-82.0,297,,298,-140.0
18:59:14:001,296,-78.0,297,,298,-140.0
18:59:16:001,296,-87.0,297,,298,-140.0
18:59:18:001,296,-82.0,297,,298,-140.0
18:59:20:002,296,-87.0,297,,298,
18:59:22:001,296,-86.0,297,,298,
18:59:24:001,296,-86.0,297,,298,
18:59:26:002,296,-86.0,297,,298,
18:59:28:003,296,-92.0,297,,298,
18:59:30:003,296,-90.0,297,,298,
18:59:32:001,296,-94.0,297,,298,
18:59:34:004,296,-90.0,297,,298,
18:59:36:001,296,-89.0,297,,298,
18:59:38:001,296,-89.0,297,,298,
18:59:40:003,296,-87.0,297,,298,
18:59:42:001,296,-86.0,297,-76.0,298,
18:59:44:001,296,-85.0,297,-78.0,298,
18:59:46:001,296,-102.0,297,-82.0,298,
18:59:48:002,296,-140.0,297,-83.0,298,
18:59:50:002,296,-110.0,297,-85.0,298,
18:59:52:001,296,-117.0,297,-88.0,298,
18:59:54:001,296,-140.0,297,-92.0,298,
18:59:56:002,296,-106.0,297,-89.0,298,
18:59:58:004,296,-140.0,297,-85.0,298,
19:00:00:007,296,-140.0,297,-79.0,298,
19:00:02:002,296,-140.0,297,-87.0,298,
19:00:04:001,296,-140.0,297,-83.0,298,
19:00:06:003,296,-140.0,297,-79.0,298,
19:00:08:001,296,-140.0,297,-82.0,298,
19:00:10:001,296,-108.0,297,-87.0,298,
19:00:12:001,296,-120.0,297,-86.0,298,
19:00:14:002,296,-98.0,297,-81.0,298,
19:00:16:003,296,,297,-83.0,298,
19:00:18:001,296,,297,-84.0,298,
19:00:20:003,296,,297,-81.0,298,
19:00:22:042,296,,297,-80.0,298,
19:00:24:001,296,,297,-89.0,298,
19:00:26:001,296,,297,-77.0,298,
