Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
18:32:04:078,296,,297,-73.0,298,
18:32:06:134,296,,297,-76.0,298,
18:32:08:081,296,,297,-77.0,298,
18:32:10:081,296,,297,-83.0,298,
18:32:12:081,296,,297,-82.0,298,
18:32:14:084,296,,297,-86.0,298,
18:32:16:081,296,,297,-78.0,298,
18:32:18:081,296,,297,-83.0,298,
18:32:20:081,296,,297,-91.0,298,
18:32:22:081,296,,297,-89.0,298,
18:32:24:081,296,,297,-88.0,298,
18:32:26:081,296,,297,-88.0,298,
18:32:28:100,296,,297,-83.0,298,
18:32:30:100,296,,297,-83.0,298,
18:32:32:100,296,,297,-82.0,298,
18:32:34:100,296,,297,-80.0,298,
18:32:36:099,296,,297,-77.0,298,
18:32:38:101,296,,297,-88.0,298,
18:32:40:101,296,,297,-85.0,298,
18:32:42:101,296,,297,-91.0,298,
18:32:44:101,296,,297,-84.0,298,
18:32:46:102,296,,297,-88.0,298,
18:32:48:102,296,,297,-79.0,298,
18:32:50:102,296,,297,-78.0,298,
18:32:52:103,296,,297,-76.0,298,
18:32:54:104,296,,297,-77.0,298,
18:32:56:101,296,,297,-80.0,298,
18:32:58:101,296,,297,-80.0,298,
18:33:00:102,296,,297,-85.0,298,
18:33:02:101,296,,297,-76.0,298,
18:33:04:102,296,,297,-83.0,298,
18:33:06:101,296,,297,-85.0,298,
18:33:08:102,296,,297,-85.0,298,
18:33:10:102,296,,297,-83.0,298,
18:33:12:102,296,,297,-90.0,298,
18:33:14:102,296,,297,-85.0,298,
18:33:16:105,296,,297,-83.0,298,
18:33:18:149,296,,297,-77.0,298,
18:33:20:102,296,,297,-81.0,298,
18:33:22:102,296,,297,-84.0,298,
18:33:24:102,296,,297,-90.0,298,
18:33:26:102,296,,297,-82.0,298,
18:33:28:102,296,,297,-91.0,298,
18:33:30:101,296,,297,-83.0,298,
18:33:32:102,296,,297,-91.0,298,
18:33:34:104,296,,297,-87.0,298,
18:33:36:102,296,,297,-87.0,298,
18:33:38:102,296,,297,-86.0,298,
18:33:40:102,296,,297,-80.0,298,
18:33:42:102,296,,297,-92.0,298,
18:33:44:101,296,-92.0,297,-94.0,298,
18:33:46:102,296,-90.0,297,-95.0,298,
18:33:48:102,296,-83.0,297,-90.0,298,
18:33:50:102,296,-85.0,297,-95.0,298,
18:33:52:102,296,-86.0,297,-94.0,298,
18:33:54:102,296,-79.0,297,-93.0,298,-103.0
18:33:56:102,296,-75.0,297,-96.0,298,-109.0
18:33:58:102,296,-79.0,297,-91.0,298,-89.0
18:34:00:102,296,-73.0,297,-87.0,298,-87.0
18:34:02:101,296,-71.0,297,-94.0,298,-92.0
18:34:04:102,296,-70.0,297,-83.0,298,-83.0
18:34:06:102,296,-67.0,297,-79.0,298,-77.0
18:34:08:102,296,-63.0,297,,298,
18:34:10:103,296,-75.0,297,-86.0,298,-84.0
18:34:12:102,296,-70.0,297,-81.0,298,-81.0
18:34:14:102,296,-85.0,297,-140.0,298,-100.0
18:34:16:103,296,-85.0,297,-109.0,298,-140.0
18:34:18:105,296,-77.0,297,-98.0,298,-110.0
18:34:20:101,296,-81.0,297,-109.0,298,-140.0
18:34:22:101,296,-80.0,297,-140.0,298,-140.0
18:34:24:114,296,-81.0,297,-93.0,298,-105.0
18:34:26:102,296,-86.0,297,-93.0,298,-140.0
18:34:28:102,296,-84.0,297,,298,-140.0
18:34:30:102,296,-87.0,297,,298,-106.0
18:34:32:102,296,-83.0,297,,298,-140.0
18:34:34:101,296,-88.0,297,,298,-110.0
18:34:36:104,296,-90.0,297,,298,
18:34:38:106,296,-90.0,297,,298,
18:34:40:102,296,-96.0,297,,298,
18:34:42:102,296,-96.0,297,-106.0,298,-106.0
18:34:44:101,296,-98.0,297,-101.0,298,-104.0
18:34:46:102,296,-96.0,297,-106.0,298,-102.0
18:34:48:102,296,-91.0,297,-106.0,298,-98.0
18:34:50:102,296,-95.0,297,-110.0,298,-101.0
18:34:52:106,296,-99.0,297,-112.0,298,-103.0
18:34:54:103,296,-90.0,297,-113.0,298,-96.0
18:34:56:105,296,-86.0,297,-113.0,298,-92.0
18:34:58:101,296,-86.0,297,-96.0,298,-92.0
18:35:00:101,296,-88.0,297,-112.0,298,-99.0
18:35:02:102,296,-93.0,297,-117.0,298,-98.0
18:35:04:102,296,-90.0,297,,298,-93.0
18:35:06:102,296,-86.0,297,,298,-87.0
18:35:08:102,296,-89.0,297,,298,-87.0
18:35:10:102,296,-90.0,297,,298,-84.0
18:35:12:102,296,-85.0,297,,298,-84.0
18:35:14:105,296,-83.0,297,,298,-90.0
18:35:16:102,296,-74.0,297,,298,-83.0
18:35:18:102,296,-85.0,297,,298,-91.0
18:35:20:102,296,-83.0,297,,298,-89.0
18:35:22:102,296,-86.0,297,,298,-90.0
18:35:24:101,296,-86.0,297,,298,-89.0
18:35:26:102,296,-78.0,297,,298,
18:35:28:135,296,-86.0,297,,298,
18:35:30:102,296,-77.0,297,,298,
18:35:32:104,296,-77.0,297,,298,
18:35:34:102,296,-86.0,297,,298,
18:35:36:102,296,-74.0,297,,298,
18:35:38:102,296,-80.0,297,,298,
18:35:40:102,296,-76.0,297,,298,
18:35:42:102,296,-76.0,297,,298,
18:35:44:101,296,-77.0,297,,298,
18:35:46:102,296,-85.0,297,,298,
18:35:48:103,296,-83.0,297,,298,
18:35:50:102,296,-81.0,297,,298,
18:35:52:102,296,-81.0,297,,298,
18:35:54:101,296,-78.0,297,,298,
18:35:56:101,296,-80.0,297,,298,
18:35:58:102,296,-76.0,297,,298,
18:36:00:101,296,-76.0,297,,298,
18:36:02:102,296,-71.0,297,,298,
18:36:04:102,296,-70.0,297,,298,
18:36:06:102,296,-71.0,297,,298,
18:36:08:102,296,-83.0,297,,298,
18:36:10:105,296,-71.0,297,,298,
18:36:12:102,296,-66.0,297,,298,
18:36:14:101,296,-69.0,297,,298,
18:36:16:102,296,-66.0,297,,298,
18:36:18:101,296,-66.0,297,,298,
18:36:20:102,296,-69.0,297,,298,
18:36:22:101,296,-67.0,297,,298,
18:36:24:102,296,-71.0,297,,298,
18:36:26:102,296,-66.0,297,,298,
18:36:28:102,296,-56.0,297,,298,
18:36:30:102,296,-59.0,297,,298,
18:36:32:105,296,-66.0,297,,298,
18:36:34:102,296,-73.0,297,,298,
18:36:36:102,296,-66.0,297,,298,
