Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
18:42:40:459,296,,297,-81.0,298,
18:42:42:500,296,,297,-74.0,298,
18:42:44:459,296,,297,-83.0,298,
18:42:46:460,296,,297,-72.0,298,
18:42:48:459,296,,297,-76.0,298,
18:42:50:462,296,,297,-78.0,298,
18:42:52:459,296,,297,-79.0,298,
18:42:54:463,296,,297,-81.0,298,
18:42:56:460,296,,297,-83.0,298,
18:42:58:461,296,,297,-90.0,298,
18:43:00:460,296,,297,-86.0,298,
18:43:02:459,296,,297,-88.0,298,
18:43:04:460,296,,297,-82.0,298,
18:43:06:459,296,,297,-83.0,298,
18:43:08:460,296,,297,-83.0,298,
18:43:10:460,296,,297,-92.0,298,
18:43:12:460,296,,297,-83.0,298,
18:43:14:461,296,,297,-82.0,298,
18:43:16:460,296,,297,-91.0,298,
18:43:18:460,296,,297,-87.0,298,
18:43:20:459,296,,297,-88.0,298,
18:43:22:479,296,,297,-82.0,298,
18:43:24:479,296,,297,-77.0,298,
18:43:26:480,296,,297,-80.0,298,
18:43:28:479,296,,297,-81.0,298,
18:43:30:483,296,,297,-73.0,298,
18:43:32:484,296,,297,-79.0,298,
18:43:34:481,296,,297,-81.0,298,
18:43:36:484,296,,297,-85.0,298,
18:43:38:485,296,,297,-84.0,298,
18:43:40:481,296,,297,-86.0,298,
18:43:42:481,296,,297,-87.0,298,
18:43:44:481,296,,297,-84.0,298,
18:43:46:481,296,,297,-95.0,298,
18:43:48:481,296,,297,-86.0,298,
18:43:50:481,296,,297,-79.0,298,
18:43:52:481,296,,297,-76.0,298,
18:43:54:486,296,,297,-73.0,298,
18:43:56:535,296,,297,-74.0,298,
18:43:58:481,296,,297,-85.0,298,
18:44:00:484,296,,297,-92.0,298,
18:44:02:481,296,,297,-85.0,298,
18:44:04:481,296,,297,-89.0,298,
18:44:06:481,296,,297,-84.0,298,
18:44:08:481,296,,297,-88.0,298,
18:44:10:481,296,-95.0,297,-87.0,298,
18:44:12:481,296,-96.0,297,-88.0,298,
18:44:14:481,296,-87.0,297,-87.0,298,
18:44:16:481,296,-81.0,297,-84.0,298,
18:44:18:481,296,-86.0,297,-82.0,298,
18:44:20:481,296,-84.0,297,-90.0,298,
18:44:22:481,296,-85.0,297,-86.0,298,
18:44:24:481,296,-86.0,297,-94.0,298,
18:44:26:481,296,-77.0,297,-96.0,298,
