Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
13:53:37:567,473,-93.0,477,,480,
13:53:39:556,473,-93.0,477,,480,
13:53:41:554,473,-89.0,477,,480,
13:53:43:587,473,-81.0,477,,480,
13:53:45:555,473,-91.0,477,,480,
13:53:47:556,473,-95.0,477,,480,
13:53:49:555,473,-90.0,477,,480,
13:53:51:559,473,-85.0,477,,480,
13:53:53:556,473,-81.0,477,,480,
13:53:55:554,473,-73.0,477,,480,
13:53:57:555,473,-86.0,477,,480,
13:53:59:554,473,-85.0,477,,480,
13:54:01:556,473,-89.0,477,,480,
13:54:03:557,473,-86.0,477,,480,
13:54:05:557,473,-80.0,477,,480,
13:54:07:560,473,-75.0,477,,480,
13:54:09:555,473,-76.0,477,,480,
13:54:11:555,473,-75.0,477,,480,
13:54:13:555,473,-81.0,477,,480,
13:54:15:553,473,-82.0,477,,480,
13:54:17:556,473,-87.0,477,,480,
13:54:19:555,473,-81.0,477,,480,
13:54:21:555,473,-82.0,477,,480,
13:54:23:553,473,-81.0,477,,480,
13:54:25:557,473,-86.0,477,,480,
13:54:27:555,473,-93.0,477,,480,
13:54:29:555,473,-98.0,477,,480,
13:54:31:554,473,-96.0,477,,480,
13:54:33:554,473,-96.0,477,,480,
13:54:35:554,473,-100.0,477,,480,-99.0
13:54:37:555,473,,477,,480,-97.0
13:54:39:553,473,-107.0,477,,480,-101.0
13:54:41:554,473,-107.0,477,,480,-98.0
13:54:43:595,473,-107.0,477,,480,-94.0
13:54:45:555,473,-107.0,477,,480,-100.0
13:54:47:554,473,-107.0,477,,480,-95.0
13:54:49:556,473,-98.0,477,,480,-105.0
13:54:51:556,473,-98.0,477,,480,-106.0
13:54:53:560,473,-98.0,477,,480,-101.0
13:54:55:555,473,-98.0,477,,480,-103.0
13:54:57:556,473,-100.0,477,,480,-105.0
13:54:59:555,473,-100.0,477,,480,-111.0
13:55:01:553,473,-100.0,477,,480,-113.0
13:55:03:555,473,-100.0,477,,480,-113.0
13:55:05:557,473,-100.0,477,,480,-112.0
13:55:07:558,473,-114.0,477,,480,-115.0
13:55:09:555,473,-114.0,477,,480,-115.0
13:55:11:553,473,-114.0,477,,480,-120.0
13:55:13:555,473,-114.0,477,,480,-118.0
13:55:15:555,473,-108.0,477,,480,-121.0
13:55:17:555,473,-108.0,477,,480,-118.0
13:55:19:556,473,-108.0,477,,480,-120.0
13:55:21:554,473,-108.0,477,,480,-123.0
13:55:23:559,473,-99.0,477,,480,-128.0
13:55:25:555,473,-110.0,477,,480,-124.0
13:55:27:556,473,-110.0,477,,480,-125.0
13:55:29:554,473,-110.0,477,,480,-127.0
13:55:31:554,473,-110.0,477,,480,-123.0
13:55:33:554,473,-90.0,477,,480,-125.0
13:55:35:554,473,-96.0,477,,480,-123.0
13:55:37:557,473,-83.0,477,-95.0,480,-127.0
13:55:39:555,473,-94.0,477,-108.0,480,-127.0
13:55:41:605,473,-83.0,477,-106.0,480,-127.0
13:55:43:553,473,-94.0,477,-100.0,480,-127.0
13:55:45:557,473,-93.0,477,-98.0,480,-127.0
13:55:47:555,473,-99.0,477,-103.0,480,-127.0
13:55:49:554,473,-100.0,477,-97.0,480,-129.0
13:55:51:557,473,-103.0,477,-104.0,480,-132.0
