Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
20:18:28:602,473,,477,-88.0,480,
20:18:30:582,473,,477,-89.0,480,
20:18:32:623,473,,477,-88.0,480,
20:18:34:575,473,,477,-93.0,480,
20:18:36:576,473,,477,-93.0,480,
20:18:38:575,473,,477,-92.0,480,
20:18:40:575,473,,477,-93.0,480,
20:18:42:574,473,,477,-90.0,480,
20:18:44:574,473,,477,-95.0,480,
20:18:46:576,473,,477,-96.0,480,
20:18:48:575,473,,477,-92.0,480,
20:18:50:575,473,,477,-96.0,480,
20:18:52:576,473,,477,-92.0,480,
20:18:54:575,473,,477,-87.0,480,
20:18:56:576,473,,477,-91.0,480,
20:18:58:575,473,,477,-92.0,480,
20:19:00:575,473,-99.0,477,-86.0,480,
20:19:02:574,473,-101.0,477,-90.0,480,
20:19:04:573,473,-96.0,477,-87.0,480,
20:19:06:575,473,-95.0,477,-83.0,480,
20:19:08:576,473,-98.0,477,-90.0,480,
20:19:10:575,473,-97.0,477,-86.0,480,
20:19:12:575,473,-98.0,477,-89.0,480,
20:19:14:575,473,-98.0,477,-86.0,480,
20:19:16:575,473,-95.0,477,-88.0,480,
20:19:18:575,473,-100.0,477,-84.0,480,
20:19:20:573,473,-98.0,477,-89.0,480,
20:19:22:573,473,-103.0,477,-85.0,480,
20:19:24:578,473,-106.0,477,-83.0,480,
20:19:26:578,473,-107.0,477,-88.0,480,
20:19:28:573,473,-106.0,477,-89.0,480,
20:19:30:574,473,-110.0,477,-89.0,480,
20:19:32:574,473,-105.0,477,-89.0,480,
20:19:34:576,473,-99.0,477,-84.0,480,
20:19:36:578,473,-104.0,477,-85.0,480,
20:19:38:626,473,-104.0,477,-78.0,480,
20:19:40:574,473,-104.0,477,-84.0,480,
20:19:42:578,473,-103.0,477,-88.0,480,
20:19:44:574,473,-108.0,477,-92.0,480,
20:19:46:575,473,-102.0,477,-87.0,480,
20:19:48:577,473,-108.0,477,-87.0,480,
20:19:50:575,473,-99.0,477,-86.0,480,
20:19:52:574,473,-100.0,477,-90.0,480,
20:19:54:575,473,-95.0,477,-95.0,480,
20:19:56:576,473,-97.0,477,-96.0,480,
20:19:58:575,473,-98.0,477,-92.0,480,
20:20:00:575,473,-97.0,477,-94.0,480,
20:20:02:573,473,-100.0,477,-94.0,480,
20:20:04:573,473,-98.0,477,-90.0,480,
20:20:06:573,473,-100.0,477,-98.0,480,
20:20:08:577,473,-95.0,477,-96.0,480,
20:20:10:575,473,-91.0,477,-103.0,480,
20:20:12:574,473,-89.0,477,-101.0,480,
20:20:14:575,473,-86.0,477,-101.0,480,
20:20:16:573,473,-86.0,477,-102.0,480,
20:20:18:574,473,-85.0,477,-102.0,480,
20:20:20:573,473,-79.0,477,-98.0,480,
20:20:22:574,473,-86.0,477,-98.0,480,
20:20:24:574,473,-91.0,477,-104.0,480,
20:20:26:573,473,-99.0,477,-105.0,480,
20:20:28:576,473,-99.0,477,-100.0,480,
20:20:30:579,473,-96.0,477,-97.0,480,
20:20:32:579,473,-98.0,477,-95.0,480,
20:20:34:578,473,-101.0,477,-92.0,480,
20:20:36:576,473,-105.0,477,-99.0,480,
20:20:38:577,473,-106.0,477,-96.0,480,
20:20:40:575,473,-102.0,477,-98.0,480,
20:20:42:596,473,-108.0,477,-93.0,480,
20:20:44:577,473,-101.0,477,-96.0,480,
20:20:46:575,473,-106.0,477,-101.0,480,
20:20:48:574,473,-114.0,477,-100.0,480,-124.0
20:20:50:575,473,-104.0,477,-101.0,480,-120.0
20:20:52:576,473,-102.0,477,-104.0,480,-121.0
20:20:54:575,473,-101.0,477,-103.0,480,-116.0
20:20:56:574,473,-100.0,477,-99.0,480,-118.0
20:20:58:575,473,-97.0,477,-102.0,480,-112.0
20:21:00:574,473,-102.0,477,-100.0,480,-117.0
20:21:02:574,473,-94.0,477,-104.0,480,-109.0
20:21:04:573,473,-97.0,477,,480,
20:21:06:573,473,-96.0,477,,480,
20:21:08:574,473,-90.0,477,,480,
20:21:10:576,473,-96.0,477,,480,
20:21:12:574,473,-94.0,477,,480,
20:21:14:574,473,-89.0,477,,480,
20:21:16:573,473,-97.0,477,,480,
20:21:18:575,473,-99.0,477,,480,
20:21:20:575,473,-93.0,477,,480,
20:21:22:574,473,-97.0,477,,480,
20:21:24:573,473,-97.0,477,,480,
20:21:26:574,473,-89.0,477,,480,
20:21:28:574,473,-86.0,477,,480,
20:21:30:575,473,-81.0,477,,480,
20:21:32:580,473,-86.0,477,,480,
20:21:34:575,473,-80.0,477,,480,
20:21:36:574,473,-81.0,477,,480,
20:21:38:576,473,-84.0,477,,480,
20:21:40:575,473,-81.0,477,,480,
20:21:42:573,473,-79.0,477,,480,
20:21:44:575,473,-81.0,477,,480,
20:21:46:578,473,-82.0,477,,480,
20:21:48:636,473,-77.0,477,,480,
20:21:50:576,473,-75.0,477,,480,
20:21:52:575,473,-77.0,477,,480,
20:21:54:575,473,-76.0,477,,480,
20:21:56:573,473,-86.0,477,,480,
20:21:58:574,473,-85.0,477,,480,
20:22:00:575,473,-83.0,477,,480,
20:22:02:575,473,-77.0,477,,480,
20:22:04:576,473,-77.0,477,,480,
20:22:06:573,473,-83.0,477,,480,
20:22:08:573,473,-86.0,477,,480,
20:22:10:574,473,-86.0,477,,480,
20:22:12:576,473,-90.0,477,,480,
20:22:14:575,473,-91.0,477,,480,
20:22:16:573,473,-89.0,477,,480,
20:22:18:576,473,-90.0,477,,480,
