Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
18:47:17:640,473,-81.0,477,,480,
18:47:19:747,473,-83.0,477,,480,
18:47:21:753,473,-82.0,477,,480,
18:47:23:758,473,-76.0,477,,480,
18:47:25:747,473,-76.0,477,,480,
18:47:27:747,473,-80.0,477,,480,
18:47:29:751,473,-80.0,477,,480,
18:47:31:752,473,-81.0,477,,480,
18:47:33:751,473,-76.0,477,,480,
18:47:35:752,473,-67.0,477,,480,
18:47:37:751,473,-65.0,477,,480,
18:47:39:751,473,-75.0,477,,480,
18:47:41:748,473,-76.0,477,,480,
18:47:43:752,473,-75.0,477,,480,
18:47:45:748,473,-76.0,477,,480,
18:47:47:752,473,-69.0,477,,480,
18:47:49:751,473,-71.0,477,,480,
18:47:51:749,473,-62.0,477,,480,
18:47:53:748,473,-71.0,477,,480,
18:47:55:747,473,-73.0,477,,480,
18:47:57:748,473,-78.0,477,,480,
18:47:59:747,473,-82.0,477,,480,
18:48:01:750,473,-78.0,477,,480,
18:48:03:749,473,-75.0,477,,480,
18:48:05:750,473,-77.0,477,,480,
18:48:07:753,473,-68.0,477,,480,
18:48:09:748,473,-59.0,477,,480,
18:48:11:748,473,-69.0,477,,480,
18:48:13:748,473,-68.0,477,,480,
18:48:15:747,473,-72.0,477,,480,
18:48:17:747,473,-72.0,477,,480,
18:48:19:747,473,-77.0,477,,480,
18:48:21:747,473,-75.0,477,,480,
18:48:23:749,473,-82.0,477,,480,
18:48:25:749,473,-80.0,477,,480,
18:48:27:748,473,-86.0,477,,480,
18:48:29:749,473,-91.0,477,,480,
18:48:31:757,473,-89.0,477,,480,
18:48:33:748,473,-87.0,477,,480,
18:48:35:748,473,-86.0,477,,480,
18:48:37:748,473,-89.0,477,,480,
18:48:39:748,473,-91.0,477,,480,
18:48:41:749,473,-86.0,477,,480,
18:48:43:747,473,-91.0,477,,480,
18:48:45:748,473,-89.0,477,-105.0,480,
18:48:47:749,473,-88.0,477,-102.0,480,-129.0
18:48:49:749,473,-92.0,477,-101.0,480,-128.0
18:48:51:748,473,-90.0,477,-98.0,480,-130.0
18:48:53:748,473,-94.0,477,-101.0,480,-128.0
18:48:55:748,473,-96.0,477,-97.0,480,
18:48:57:748,473,-93.0,477,-98.0,480,-108.0
18:48:59:747,473,-93.0,477,-96.0,480,
18:49:01:748,473,-93.0,477,-96.0,480,
18:49:03:747,473,-93.0,477,-94.0,480,
18:49:05:747,473,-99.0,477,-92.0,480,
18:49:07:747,473,-101.0,477,-92.0,480,
18:49:09:748,473,-102.0,477,-92.0,480,
18:49:11:747,473,-100.0,477,-92.0,480,
18:49:13:747,473,-102.0,477,-92.0,480,
18:49:15:747,473,-96.0,477,-93.0,480,
18:49:17:747,473,-97.0,477,-91.0,480,
18:49:19:748,473,-103.0,477,-87.0,480,
18:49:21:748,473,-110.0,477,-96.0,480,
18:49:23:747,473,-104.0,477,-94.0,480,
18:49:25:747,473,-101.0,477,-91.0,480,
18:49:27:747,473,-99.0,477,-94.0,480,
18:49:29:747,473,-100.0,477,-98.0,480,
18:49:31:748,473,-94.0,477,-95.0,480,
18:49:33:748,473,-91.0,477,-97.0,480,
18:49:35:747,473,-82.0,477,-97.0,480,
18:49:37:748,473,-87.0,477,-98.0,480,
18:49:39:747,473,-90.0,477,-104.0,480,
18:49:41:769,473,-93.0,477,-100.0,480,
18:49:43:748,473,-89.0,477,-104.0,480,
18:49:45:747,473,-77.0,477,-89.0,480,
18:49:47:751,473,-85.0,477,-105.0,480,
18:49:49:752,473,-76.0,477,-89.0,480,
18:49:51:747,473,-77.0,477,-97.0,480,
18:49:53:749,473,-81.0,477,-92.0,480,
18:49:55:750,473,-85.0,477,-90.0,480,
18:49:57:750,473,-92.0,477,-88.0,480,
18:49:59:750,473,-91.0,477,-91.0,480,
18:50:01:749,473,-90.0,477,-89.0,480,
18:50:03:748,473,-92.0,477,-88.0,480,
18:50:05:750,473,-90.0,477,-87.0,480,
18:50:07:748,473,-86.0,477,-76.0,480,
18:50:09:748,473,-98.0,477,-82.0,480,
18:50:11:747,473,-94.0,477,-79.0,480,
18:50:13:748,473,-94.0,477,-83.0,480,
18:50:15:749,473,-93.0,477,-74.0,480,
18:50:17:748,473,-93.0,477,-67.0,480,
18:50:19:748,473,-93.0,477,-73.0,480,
18:50:21:747,473,-93.0,477,-76.0,480,
18:50:23:748,473,-93.0,477,-79.0,480,
18:50:25:748,473,-93.0,477,-77.0,480,
18:50:27:748,473,-93.0,477,-69.0,480,
18:50:29:748,473,-93.0,477,-69.0,480,
18:50:31:748,473,-93.0,477,-73.0,480,
18:50:33:747,473,-93.0,477,-74.0,480,
18:50:35:748,473,-93.0,477,-77.0,480,
18:50:37:747,473,-93.0,477,-78.0,480,
18:50:39:749,473,-93.0,477,-79.0,480,
18:50:41:749,473,-93.0,477,-80.0,480,
18:50:43:749,473,-99.0,477,-76.0,480,
18:50:45:757,473,-99.0,477,-71.0,480,
18:50:47:748,473,-99.0,477,-78.0,480,
18:50:49:748,473,-99.0,477,-78.0,480,
18:50:51:748,473,-99.0,477,-80.0,480,
18:50:53:748,473,-99.0,477,-80.0,480,
18:50:55:749,473,-99.0,477,-81.0,480,
18:50:57:747,473,-89.0,477,-79.0,480,
18:50:59:747,473,-91.0,477,-83.0,480,
18:51:01:750,473,-92.0,477,-84.0,480,
18:51:03:748,473,-92.0,477,-84.0,480,
18:51:05:748,473,-91.0,477,-83.0,480,
18:51:07:747,473,-88.0,477,-83.0,480,
18:51:09:748,473,-87.0,477,-83.0,480,
18:51:11:747,473,-86.0,477,-86.0,480,
18:51:13:748,473,-92.0,477,-88.0,480,
18:51:15:747,473,-96.0,477,-86.0,480,
18:51:17:747,473,-96.0,477,-84.0,480,
18:51:19:747,473,-101.0,477,-87.0,480,
18:51:21:747,473,-105.0,477,-90.0,480,
18:51:23:751,473,-105.0,477,-90.0,480,
18:51:25:753,473,-110.0,477,-90.0,480,
18:51:27:752,473,-102.0,477,-88.0,480,
18:51:29:751,473,-111.0,477,-92.0,480,
18:51:31:749,473,-103.0,477,-86.0,480,
18:51:33:749,473,-103.0,477,-80.0,480,
18:51:35:749,473,,477,-83.0,480,
18:51:37:747,473,,477,-79.0,480,
18:51:39:748,473,,477,-80.0,480,
18:51:41:747,473,,477,-80.0,480,
18:51:43:750,473,,477,-78.0,480,
18:51:45:747,473,,477,-82.0,480,
