Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
19:17:13:033,473,,477,-90.0,480,-132
19:17:15:028,473,,477,-90.0,480,-132
19:17:17:027,473,,477,-89.0,480,-132
19:17:19:030,473,,477,-92.0,480,-132
19:17:21:057,473,,477,-94.0,480,-132
19:17:23:028,473,,477,-90.0,480,-132
19:17:25:027,473,,477,-88.0,480,-132
19:17:27:038,473,,477,-97.0,480,-132
19:17:29:030,473,,477,-98.0,480,-132
19:17:31:028,473,,477,-95.0,480,-132
19:17:33:031,473,,477,-95.0,480,-132
19:17:35:032,473,,477,-95.0,480,-132
19:17:37:033,473,,477,-90.0,480,-132
19:17:39:033,473,,477,-91.0,480,-132
19:17:41:031,473,,477,-93.0,480,-132
19:17:43:027,473,,477,-92.0,480,-132
19:17:45:027,473,-95.0,477,-89.0,480,-132
19:17:47:027,473,-96.0,477,-90.0,480,-132
19:17:49:028,473,-97.0,477,-83.0,480,-132
19:17:51:027,473,-98.0,477,-87.0,480,-132
19:17:53:027,473,-96.0,477,-86.0,480,-132
19:17:55:028,473,-97.0,477,-82.0,480,-132
19:17:57:027,473,-95.0,477,-86.0,480,-132
19:17:59:028,473,-93.0,477,-81.0,480,-132
19:18:01:027,473,-98.0,477,-83.0,480,-132
19:18:03:028,473,-95.0,477,-84.0,480,-132
19:18:05:026,473,-104.0,477,-85.0,480,-132
19:18:07:030,473,-104.0,477,-83.0,480,-132
19:18:09:030,473,-103.0,477,-84.0,480,-132
19:18:11:029,473,-103.0,477,-88.0,480,-132
19:18:13:027,473,-101.0,477,-92.0,480,-132
19:18:15:028,473,-111.0,477,-90.0,480,-132
19:18:17:029,473,-108.0,477,-85.0,480,-132
19:18:19:028,473,-99.0,477,-79.0,480,-132
19:18:21:029,473,-92.0,477,-79.0,480,-132
19:18:23:046,473,-92.0,477,-82.0,480,-132
19:18:25:027,473,-111.0,477,-89.0,480,-132
19:18:27:030,473,-108.0,477,-93.0,480,-132
19:18:29:030,473,-96.0,477,-88.0,480,-132
19:18:31:028,473,-102.0,477,-93.0,480,-132
19:18:33:031,473,-106.0,477,-89.0,480,-132
19:18:35:028,473,-102.0,477,-93.0,480,-132
19:18:37:030,473,-105.0,477,-95.0,480,-132
19:18:39:031,473,-100.0,477,-101.0,480,-132
19:18:41:031,473,-102.0,477,-96.0,480,-135
19:18:43:033,473,-99.0,477,-92.0,480,-135
19:18:45:027,473,-99.0,477,-93.0,480,-135
19:18:47:028,473,-91.0,477,-90.0,480,-135
19:18:49:029,473,-94.0,477,-100.0,480,-131
19:18:51:029,473,-91.0,477,-102.0,480,-131
19:18:53:035,473,-96.0,477,-100.0,480,-131
19:18:55:028,473,-86.0,477,-103.0,480,-131
19:18:57:028,473,-85.0,477,-106.0,480,-131
19:18:59:027,473,-88.0,477,-105.0,480,-131
19:19:01:029,473,-96.0,477,-106.0,480,-131
19:19:03:028,473,-98.0,477,-107.0,480,-131
19:19:05:027,473,-98.0,477,-99.0,480,-131
19:19:07:029,473,-102.0,477,-113.0,480,-131
19:19:09:028,473,-102.0,477,-97.0,480,-131
19:19:11:029,473,-101.0,477,-94.0,480,-131
19:19:13:027,473,-104.0,477,-96.0,480,-131
19:19:15:028,473,-108.0,477,-98.0,480,-131
19:19:17:029,473,-105.0,477,-99.0,480,-131
19:19:19:030,473,-106.0,477,-95.0,480,-131
19:19:21:031,473,-107.0,477,-98.0,480,-127
19:19:23:028,473,-114.0,477,-101.0,480,-127
19:19:25:027,473,-108.0,477,-102.0,480,-127
19:19:27:027,473,-108.0,477,-104.0,480,-127
19:19:29:056,473,-100.0,477,-105.0,480,-132
19:19:31:031,473,-95.0,477,-103.0,480,-132
19:19:33:030,473,-94.0,477,-104.0,480,-132
19:19:35:029,473,-101.0,477,-104.0,480,-132
19:19:37:028,473,-101.0,477,-98.0,480,-132
19:19:39:027,473,-99.0,477,-109.0,480,-132
19:19:41:028,473,-92.0,477,-105.0,480,-132
19:19:43:029,473,-94.0,477,-110.0,480,-132
19:19:45:027,473,-93.0,477,-113.0,480,-132
19:19:47:027,473,-95.0,477,-114.0,480,-132
19:19:49:026,473,-97.0,477,-119.0,480,-132
19:19:51:029,473,-96.0,477,-116.0,480,-132
19:19:53:027,473,-97.0,477,-121.0,480,-132
19:19:55:028,473,-100.0,477,-117.0,480,-132
19:19:57:027,473,-93.0,477,-114.0,480,-132
19:19:59:027,473,-93.0,477,-113.0,480,-132
19:20:01:028,473,-92.0,477,-107.0,480,-132
19:20:03:028,473,-90.0,477,-114.0,480,-132
19:20:05:027,473,-84.0,477,-105.0,480,-132
19:20:07:028,473,-87.0,477,-111.0,480,-132
