Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
18:52:02:380,473,,477,-85.0,480,
18:52:04:367,473,,477,-84.0,480,
18:52:06:367,473,,477,-82.0,480,
18:52:08:369,473,,477,-82.0,480,
18:52:10:396,473,,477,-80.0,480,
18:52:12:368,473,,477,-88.0,480,
18:52:14:373,473,,477,-85.0,480,
18:52:16:373,473,,477,-89.0,480,
18:52:18:367,473,,477,-90.0,480,
18:52:20:367,473,,477,-90.0,480,
18:52:22:370,473,,477,-87.0,480,
18:52:24:372,473,,477,-90.0,480,
18:52:26:372,473,,477,-88.0,480,
18:52:28:367,473,,477,-90.0,480,
18:52:30:369,473,,477,-86.0,480,
18:52:32:374,473,,477,-87.0,480,
18:52:34:370,473,,477,-89.0,480,
18:52:36:370,473,,477,-81.0,480,
18:52:38:367,473,,477,-83.0,480,
18:52:40:367,473,,477,-82.0,480,
18:52:42:370,473,,477,-81.0,480,
18:52:44:367,473,,477,-82.0,480,
18:52:46:370,473,-88.0,477,-79.0,480,
18:52:48:368,473,-88.0,477,-81.0,480,
18:52:50:367,473,-95.0,477,-82.0,480,
18:52:52:369,473,-95.0,477,-82.0,480,
18:52:54:370,473,-91.0,477,-76.0,480,
18:52:56:369,473,-91.0,477,-72.0,480,
18:52:58:368,473,-91.0,477,-79.0,480,
18:53:00:370,473,-91.0,477,-71.0,480,
18:53:02:368,473,-91.0,477,-74.0,480,
18:53:04:368,473,-91.0,477,-76.0,480,
18:53:06:368,473,-96.0,477,-81.0,480,
18:53:08:369,473,-97.0,477,-74.0,480,
18:53:10:367,473,-97.0,477,-74.0,480,
18:53:12:367,473,-97.0,477,-79.0,480,
18:53:14:368,473,-97.0,477,-79.0,480,
18:53:16:378,473,-97.0,477,-78.0,480,
18:53:18:368,473,-97.0,477,-74.0,480,
18:53:20:369,473,-89.0,477,-68.0,480,
18:53:22:369,473,-103.0,477,-75.0,480,
18:53:24:369,473,-102.0,477,-73.0,480,
18:53:26:368,473,-104.0,477,-79.0,480,
18:53:28:368,473,-105.0,477,-78.0,480,
18:53:30:368,473,,477,-74.0,480,
18:53:32:368,473,,477,-78.0,480,
18:53:34:368,473,,477,-77.0,480,
18:53:36:368,473,,477,-84.0,480,
18:53:38:368,473,,477,-82.0,480,
18:53:40:369,473,,477,-82.0,480,
18:53:42:369,473,-94.0,477,-87.0,480,
18:53:44:368,473,-105.0,477,-84.0,480,
18:53:46:367,473,-98.0,477,-88.0,480,
18:53:48:367,473,-93.0,477,-90.0,480,
18:53:50:372,473,-100.0,477,-87.0,480,
18:53:52:372,473,-101.0,477,-82.0,480,
18:53:54:375,473,-90.0,477,-86.0,480,
18:53:56:370,473,-92.0,477,-90.0,480,
18:53:58:371,473,-92.0,477,-93.0,480,
18:54:00:369,473,-85.0,477,-95.0,480,
18:54:02:371,473,-79.0,477,-96.0,480,
18:54:04:371,473,-81.0,477,-96.0,480,
18:54:06:368,473,-65.0,477,-96.0,480,
18:54:08:368,473,-65.0,477,-90.0,480,
18:54:10:368,473,-73.0,477,-95.0,480,
18:54:12:369,473,-83.0,477,-97.0,480,
18:54:14:368,473,-86.0,477,-101.0,480,
18:54:16:369,473,-90.0,477,-112.0,480,
18:54:18:368,473,-84.0,477,-98.0,480,
18:54:20:368,473,-88.0,477,-98.0,480,
18:54:22:367,473,-92.0,477,-94.0,480,
18:54:24:373,473,-92.0,477,-100.0,480,
18:54:26:435,473,-91.0,477,-94.0,480,
18:54:28:369,473,-95.0,477,-95.0,480,
18:54:30:369,473,-95.0,477,-89.0,480,
18:54:32:369,473,-94.0,477,-90.0,480,
18:54:34:369,473,-93.0,477,-86.0,480,
18:54:36:368,473,-101.0,477,-89.0,480,
18:54:38:368,473,-102.0,477,-92.0,480,
18:54:40:368,473,,477,-93.0,480,
18:54:42:367,473,-106.0,477,-93.0,480,
18:54:44:368,473,-100.0,477,-94.0,480,
18:54:46:369,473,-95.0,477,-93.0,480,
18:54:48:369,473,-91.0,477,-98.0,480,
18:54:50:368,473,-98.0,477,-100.0,480,
18:54:52:369,473,-92.0,477,-99.0,480,
18:54:54:369,473,-95.0,477,-93.0,480,
18:54:56:367,473,-93.0,477,-100.0,480,
18:54:58:368,473,-95.0,477,-101.0,480,-102.0
18:55:00:368,473,-93.0,477,-101.0,480,
18:55:02:368,473,-95.0,477,-103.0,480,
18:55:04:367,473,-93.0,477,-102.0,480,
18:55:06:368,473,-89.0,477,,480,
18:55:08:371,473,-95.0,477,-107.0,480,
18:55:10:368,473,-94.0,477,-108.0,480,
18:55:12:371,473,-97.0,477,,480,
18:55:14:374,473,-93.0,477,,480,
18:55:16:372,473,-90.0,477,,480,
18:55:18:371,473,-89.0,477,,480,
18:55:20:372,473,-88.0,477,,480,
18:55:22:371,473,-86.0,477,,480,
18:55:24:368,473,-92.0,477,,480,
18:55:26:371,473,-83.0,477,,480,
18:55:28:370,473,-80.0,477,,480,
18:55:30:370,473,-77.0,477,,480,
18:55:32:372,473,-80.0,477,,480,
18:55:34:370,473,-80.0,477,,480,
18:55:36:368,473,-79.0,477,,480,
18:55:38:370,473,-69.0,477,,480,
18:55:40:377,473,-75.0,477,,480,
18:55:42:367,473,-71.0,477,,480,
18:55:44:368,473,-68.0,477,,480,
