Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
17:15:18:987,-3.4991,3.242,9.251,45.0262,-0.7477,-0.6871,0.3514,135.5015
17:15:19:000,-2.822,3.11,9.849,45.0152,-0.4338,-0.571,0.3684,135.5015
17:15:19:020,-2.2301,3.053,9.797,44.8216,-0.1911,-0.3752,0.2971,135.691
17:15:19:040,-2.106,3.1001,9.6221,44.6481,-0.073,-0.2497,0.2152,135.9978
17:15:19:060,-2.151,3.1481,9.354,44.6227,-0.023,-0.1528,0.1822,136.4152
17:15:19:079,-2.199,3.167,8.906,44.6464,-0.0209,-0.0187,0.1694,136.9354
17:15:19:099,-2.441,3.266,8.6951,44.8722,-0.0624,0.0271,0.1939,137.5492
17:15:19:118,-2.505,3.3251,8.463,45.1569,-0.0847,-0.0102,0.2491,138.2464
17:15:19:139,-2.3351,3.414,8.166,45.376,-0.0921,-0.0337,0.2779,139.0154
17:15:19:163,-2.1439,3.474,7.932,45.4622,-0.1134,-0.0102,0.2577,139.8438
17:15:19:178,-2.182,3.591,7.853,45.4917,-0.188,-0.0315,0.1822,140.7207
17:15:19:201,-2.405,3.6731,8.027,45.5757,-0.3007,-0.106,0.1151,141.6395
17:15:19:218,-2.553,3.665,8.588,45.6008,-0.3699,-0.2145,0.1066,142.5951
17:15:19:238,-2.501,3.584,9.023,45.6708,-0.3231,-0.1932,0.1481,143.5809
17:15:19:258,-2.4791,3.62,9.3011,45.7511,-0.2124,-0.1273,0.2322,144.5884
17:15:19:279,-2.369,3.749,9.26,45.7684,-0.1049,-0.0613,0.2971,145.6098
17:15:19:298,-2.13,3.881,9.2531,45.5791,-0.0688,-0.0506,0.3162,146.6383
17:15:19:317,-1.955,3.936,9.39,45.3766,-0.0826,-0.1411,0.2864,147.6673
17:15:19:337,-1.869,3.929,9.572,45.3047,-0.0858,-0.2454,0.2397,148.6922
17:15:19:358,-1.754,3.905,9.5531,45.2206,-0.0784,-0.2879,0.2311,149.7123
17:15:19:379,-1.6391,3.912,9.471,45.283,-0.1081,-0.2145,0.2652,150.7258
17:15:19:397,-1.454,3.9071,9.6791,45.5119,-0.1783,-0.1805,0.2864,151.7303
