Time,Meg,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3,Cell_ID_4,Cell_RSSI_4,Cell_ID_5,Cell_RSSI_5
2025-11-20 17:08:27.598,51.092,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.599,51.1729,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.615,51.1237,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.635,51.4137,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.655,51.3157,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.675,51.291,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.695,51.2799,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.715,51.1626,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.735,51.1649,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.755,51.0791,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.777,51.0943,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.796,51.2443,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.816,51.3639,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.835,51.2286,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.856,51.2873,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.876,51.2836,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.896,51.129,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.916,51.4729,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.936,51.9737,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.956,51.7533,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.976,51.792,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:27.996,51.6459,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.016,51.6903,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.036,51.7187,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.056,51.9027,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.076,52.1226,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.096,52.3106,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.116,52.492,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.136,52.7256,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.156,52.8065,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.176,53.2214,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.196,53.5967,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.216,53.8394,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.236,54.1043,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.256,54.0404,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.276,54.196,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.296,54.173,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.316,54.4001,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.336,54.5358,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.356,54.4368,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.376,54.7872,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.397,54.4918,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.416,54.4734,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.436,54.4686,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.457,54.851,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.477,54.757,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.497,54.7726,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.517,55.27,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.536,55.5445,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.557,55.763,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.578,55.9425,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.597,55.9609,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.617,55.8931,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.637,56.0421,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.657,56.0246,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.678,56.2597,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.697,56.3932,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.717,56.4872,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.737,56.5892,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.757,56.4925,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.777,56.6402,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.797,56.7662,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.816,56.7444,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.836,56.8225,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.856,56.7495,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.876,56.6581,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.897,56.7839,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.918,56.7415,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.937,56.7961,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.957,56.8974,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.978,56.5704,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:28.997,56.5634,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.017,56.6805,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.038,56.7469,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.058,56.9444,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.077,57.0759,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.097,57.0942,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.117,57.1347,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.137,57.2005,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.158,57.0904,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.177,57.2947,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.197,57.0545,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.218,57.001,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.238,56.6183,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.258,56.6046,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.277,56.3634,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.297,56.3526,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.316,56.1803,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.337,55.9631,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.357,55.7908,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.377,55.5343,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.397,55.4669,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.419,55.3097,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.436,55.3018,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.457,55.2153,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.477,55.0955,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.497,55.2755,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.517,55.4405,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.537,55.3277,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.558,55.3319,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.586,55.0981,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.596,54.8878,471.0,,322.0,,40.0,,46.0,,48.0,
2025-11-20 17:08:29.616,54.7296,471.0,,322.0,,40.0,,46.0,,48.0,
