Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
15:58:02:613,-0.4164,6.9918,8.0231,38.2739,0.4225,-1.5331,-0.2508,57.1842
15:58:02:619,-0.4164,6.9918,8.0231,37.4807,0.4225,-1.5331,-0.2508,57.1842
15:58:02:623,-0.4307,7.1115,5.5202,37.5269,0.4225,-1.5331,-0.2508,57.1842
15:58:02:627,-0.134,6.8435,6.4774,38.1043,-0.1052,0.005,0.1242,57.1842
15:58:02:631,-0.0239,6.8195,7.0325,36.6998,-0.1822,0.0026,0.1022,57.1842
15:58:02:634,-0.1412,6.9033,6.9631,36.3393,-0.1297,0.0368,0.0521,57.1842
15:58:02:638,-0.1029,6.9296,7.0277,33.4685,-0.0637,0.0966,0.0155,57.1842
15:58:02:642,-0.1842,7.0445,6.5635,35.3109,0.0035,0.1162,-0.0297,57.1842
15:58:02:645,-0.3398,7.1474,6.2836,34.7438,-0.0124,0.1284,-0.0554,57.1842
15:58:02:649,-0.3637,7.0636,6.4798,34.0589,-0.1297,0.1199,-0.037,57.1842
15:58:02:652,-0.3446,6.9583,6.9631,35.0663,-0.2066,0.06,-0.0114,57.1842
15:58:02:655,-0.3206,7.0469,6.932,34.7438,-0.1908,-0.0011,-0.0077,57.1842
15:58:02:659,-0.2656,6.9009,7.0397,33.8076,-0.1272,-0.0316,-0.0077,57.1842
15:58:02:662,-0.3661,6.9344,7.4752,34.8401,-0.0845,0.0062,0.0045,57.1842
15:58:02:666,-0.1699,6.9918,6.9918,35.541,-0.049,0.0124,0.0155,57.1842
15:58:02:688,-0.2441,7.1354,6.3147,34.2023,-0.049,0.0258,-0.0285,57.1842
15:58:02:702,0.1005,6.987,6.1711,35.5318,-0.1297,0.0466,-0.0334,57.1842
15:58:02:722,-0.2991,7.0851,6.4606,35.3145,-0.2335,0.0246,-0.0309,57.1842
15:58:02:742,-0.3613,6.8195,7.267,34.5776,-0.2604,0.0356,-0.0358,57.1842
15:58:02:763,-0.1364,6.9918,6.999,32.8752,-0.1529,0.0368,-0.0163,57.1842
15:58:02:782,-0.2704,7.0301,6.3218,35.3145,-0.0258,0.0246,0.002,57.1842
15:58:02:803,-0.3781,6.8889,6.4463,34.1957,-0.0503,0.049,0.0265,57.1842
15:58:02:823,-0.4786,6.7765,7.2287,33.23,-0.1309,0.0844,0.0582,57.1842
15:58:02:844,-0.4092,6.6473,7.389,36.0349,-0.0979,0.0686,0.0424,57.1842
15:58:02:863,-0.7083,6.786,7.3627,33.9498,0.0316,0.126,0.013,57.1842
15:58:02:883,-0.6197,6.8243,7.3316,36.1,0.1477,0.1651,0.0729,57.1842
15:58:02:903,-0.4092,6.6664,6.9081,34.7239,0.2197,0.1089,0.1254,57.1842
15:58:02:923,-0.4164,6.7262,6.8148,34.7473,0.1819,0.0478,0.09,57.1842
15:58:02:943,-0.4187,6.987,6.7119,34.9635,0.0401,0.0124,0.0033,57.1842
15:58:02:963,-0.4355,6.9846,6.5731,34.042,0.0389,0.0673,0.0106,57.1842
