Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
12:32:01:401,-1.853,3.1478,8.9197,55.1401,-0.5918,0.7493,-0.5167,173.4531
12:32:01:418,-2.2205,3.0353,8.1009,54.6447,-0.5002,0.6082,-0.4238,173.4531
12:32:01:435,-2.6563,2.7264,7.1648,54.2775,-0.6384,0.0537,-0.3226,173.4531
12:32:01:450,-3.3219,2.1698,7.4138,54.5596,-0.8868,-0.668,-0.1204,168.8281
12:32:01:470,-4.4423,3.2507,10.4305,54.8893,-0.8591,-0.1788,0.2844,169.1094
12:32:01:490,-3.2907,2.7803,11.3415,55.3398,-0.5132,-0.4246,0.6167,169.3438
12:32:01:519,-1.6543,2.7061,12.7361,54.6326,0.0426,-0.1298,0.5041,169.2344
12:32:01:536,-0.9899,3.222,12.013,53.4305,0.4503,-0.0499,0.1949,168.625
12:32:01:550,-1.0294,3.7236,10.4688,54.3274,0.5446,-0.3018,-0.0936,167.75
12:32:01:576,-1.2293,3.641,10.2772,54.8329,0.5728,-0.3066,-0.2797,167.5781
12:32:01:589,-1.616,3.4076,10.0713,55.3942,0.5718,-0.1447,-0.4033,167.8125
12:32:01:618,-1.8267,3.2208,8.9101,52.9726,0.539,-0.2805,-0.4403,168.2188
12:32:01:635,-2.2229,3.1657,8.6623,54.5245,0.4887,-0.5271,-0.4115,168.7656
12:32:01:647,-2.5521,2.663,9.3722,54.3618,0.3984,-0.2576,-0.3591,169.375
12:32:01:674,-2.3654,2.4379,9.1711,52.9158,0.408,-0.2944,-0.2027,169.6875
12:32:01:687,-2.4528,2.4056,9.1974,54.4142,0.4591,-0.3668,-0.0733,170.2344
12:32:01:707,-2.3163,2.6785,8.8323,54.8253,0.4823,-0.3037,0.0018,170.6562
12:32:01:732,-1.9272,3.0269,7.9956,54.1244,0.3481,-0.1301,0.0316,170.9062
12:32:01:746,-1.6998,3.4746,7.5012,54.1765,0.1411,0.0308,0.0218,171.0469
12:32:01:768,-1.5537,3.6889,7.5909,53.853,0.0013,-0.0246,-0.0227,171.1094
12:32:01:786,-0.5434,3.4949,7.5299,54.5097,-0.0884,-0.06,-0.1838,171.1094
12:32:01:806,-0.9157,3.738,7.6292,55.2459,-0.2045,0.014,-0.3519,171.1094
12:32:01:831,-1.5549,3.9163,8.2625,54.5857,-0.1886,-0.0092,-0.33,171.3438
12:32:01:845,-2.3438,3.8265,9.1879,54.8123,0.0615,-0.0965,-0.2057,171.7188
12:32:01:867,-1.9368,3.4758,9.0275,54.1266,0.2003,-0.2763,-0.1255,172.0625
12:32:01:887,-0.2022,3.1382,8.7282,54.0075,0.1217,-0.2195,-0.2904,172.3281
12:32:01:906,0.0109,3.3417,8.9592,53.4576,-0.0021,0.0851,-0.5362,172.5469
12:32:01:923,-1.3239,4.1725,9.5602,53.8194,0.0296,0.3349,-0.688,172.9375
12:32:01:945,-2.9531,4.6035,9.3303,53.5337,0.0559,0.2665,-0.7844,173.5
12:32:01:965,-3.2189,3.9486,9.0143,54.6133,0.1007,-0.2281,-0.705,174.2188
12:32:01:982,-2.7939,3.1705,9.061,55.1924,0.281,-1.2244,-0.4467,175.0781
12:32:02:004,-1.258,2.9946,9.7122,55.1924,0.6402,-2.2231,-0.3814,175.8906
