Claim_Path,Claim_Time,Claim_Trace,Label_Time,Label_Trace,Attack_Type,Matched_File_Name,Detected_Global_Node_Seq,Reachable_Global_Node_Path,Detected_Region_Candidates,Reach_Flag,S_seq,S_whole,S_topo,Topo_Decision
交叉_小米MAX3_电信卡/20230923_2048,292.613,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",274.319,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20230923_2048_merged.csv,"[2, 2, 11, 9, 6, 11, 18]","[2, 1, 0, 11, 0, 9, 8, 7, 6, 7, 8, 9, 0, 11, 12, 31, 18]","[['c4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['e3', 'e4'], ['e4'], ['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4', 'e4'], ['d3', 'd4'], ['b4']]",1,0.411765,0.666667,0.839216,reachable_scored
交叉_小米MAX3_电信卡/20230920_2048,296.622,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",288.92,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20230920_2048_merged.csv,"[34, 2, 8, 18, 2]","[34, 35, 4, 3, 2, 1, 0, 9, 8, 9, 0, 11, 12, 31, 18, 31, 12, 11, 0, 1, 2]","[['c5'], ['c6'], ['d4'], ['c4'], ['c4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4', 'e4'], ['d3', 'd4'], ['b4'], ['d3', 'd4'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['c4']]",1,0.333333,0.5,0.7166669999999999,reachable_scored
交叉_小米MAX3_电信卡/20230923_2048,292.613,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",275.622,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20230923_2048_merged.csv,"[2, 2, 11, 9, 6, 11, 18]","[2, 1, 0, 11, 0, 9, 8, 7, 6, 7, 8, 9, 0, 11, 12, 31, 18]","[['c4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['e3', 'e4'], ['e4'], ['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4', 'e4'], ['d3', 'd4'], ['b4']]",1,0.411765,0.666667,0.839216,reachable_scored
交叉_小米MAX3_电信卡/20230920_2054,296.427,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",279.288,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20230920_2054_merged.csv,"[4, 8, 33, 18]","[4, 11, 0, 9, 8, 9, 0, 11, 4, 35, 34, 33, 18]","[['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['c6'], ['c5'], ['c5'], ['b4']]",1,0.384615,0.428571,0.706593,reachable_scored
交叉_小米MAX3_电信卡/20230923_2043,291.817,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",312.816,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20230923_2043_merged.csv,"[14, 18, 18, 34, 18, 4, 18, 0]","[14, 13, 18, 33, 34, 33, 18, 31, 12, 11, 4, 11, 12, 31, 18, 31, 12, 11, 0]","[['b2'], ['b3', 'b4'], ['b4'], ['c5'], ['c5'], ['c5'], ['b4'], ['d3', 'd4'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['d3', 'd4'], ['b4'], ['d3', 'd4'], ['d4', 'e4'], ['d4'], ['d4']]",1,0.315789,0.375,0.6453949999999999,reachable_scored
交叉_小米MAX3_电信卡/20230923_2117,293.007,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",313.561,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20230923_2117_merged.csv,"[4, 34, 2, 8, 4, 0, 18]","[4, 35, 34, 35, 4, 3, 2, 1, 0, 9, 8, 9, 0, 11, 4, 11, 0, 11, 12, 31, 18]","[['d4'], ['c6'], ['c5'], ['c6'], ['d4'], ['c4'], ['c4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['d3', 'd4'], ['b4']]",1,0.285714,0.5,0.6928570000000001,reachable_scored
交叉_小米MAX3_电信卡/20230923_2106,289.883,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",309.605,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20230923_2106_merged.csv,"[35, 2, 18, 0, 18]","[35, 4, 3, 2, 1, 0, 11, 12, 31, 18, 31, 12, 11, 0, 11, 12, 31, 18]","[['c6'], ['d4'], ['c4'], ['c4'], ['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['d3', 'd4'], ['b4'], ['d3', 'd4'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['d3', 'd4'], ['b4']]",1,0.277778,0.428571,0.6531750000000001,reachable_scored
交叉_小米MAX3_电信卡/20240523_1959,274.384,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",313.443,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20240523_1959_merged.csv,"[6, 7, 5, 0]","[6, 7, 8, 9, 0, 11, 4, 5, 4, 11, 0]","[['e4'], ['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4']]",1,0.454545,0.75,0.9022729999999999,reachable_scored
交叉_小米MAX3_电信卡/20230923_2117,293.007,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",314.36,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20230923_2117_merged.csv,"[4, 34, 2, 8, 4, 0, 18]","[4, 35, 34, 35, 4, 3, 2, 1, 0, 9, 8, 9, 0, 11, 4, 11, 0, 11, 12, 31, 18]","[['d4'], ['c6'], ['c5'], ['c6'], ['d4'], ['c4'], ['c4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['d3', 'd4'], ['b4']]",1,0.285714,0.5,0.6928570000000001,reachable_scored
交叉_小米MAX3_电信卡/20230920_2054,296.427,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",309.332,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20230920_2054_merged.csv,"[4, 8, 33, 18]","[4, 11, 0, 9, 8, 9, 0, 11, 4, 35, 34, 33, 18]","[['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['c6'], ['c5'], ['c5'], ['b4']]",1,0.384615,0.428571,0.706593,reachable_scored
交叉_小米MAX3_电信卡/20240523_1959,274.384,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",309.684,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20240523_1959_merged.csv,"[6, 7, 5, 0]","[6, 7, 8, 9, 0, 11, 4, 5, 4, 11, 0]","[['e4'], ['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4']]",1,0.454545,0.75,0.9022729999999999,reachable_scored
交叉_小米MAX3_电信卡/20240523_1959,274.384,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",310.022,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",replay_attack,20240523_1959_merged.csv,"[6, 7, 5, 0]","[6, 7, 8, 9, 0, 11, 4, 5, 4, 11, 0]","[['e4'], ['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4']]",1,0.454545,0.75,0.9022729999999999,reachable_scored
