Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
17:25:02:365,1.9361,4.323,9.147,58.2752,-0.0796,-0.0535,-0.0527,-0.0881
17:25:02:372,2.046,4.311,9.1781,58.2752,-0.0113,-0.0876,-0.0344,-0.0738
17:25:02:381,2.1941,4.3091,8.967,42.2935,0.073,-0.117,-0.0246,-0.087
17:25:02:391,2.3,4.325,8.6651,42.0965,0.1427,-0.117,-0.0258,-0.0942
17:25:02:400,2.333,4.3609,8.4469,42.0753,0.1793,-0.0791,-0.0319,-0.1118
17:25:02:411,2.3741,4.373,8.273,42.2952,0.1915,-0.0265,-0.0368,-0.1162
17:25:02:421,2.3839,4.443,8.074,42.3089,0.183,0.0003,-0.0331,-0.1132
17:25:02:430,2.4941,4.529,7.949,41.8058,0.1513,0.0187,-0.0234,-0.1236
17:25:02:441,2.5631,4.55,7.89,41.8151,0.1,0.0455,-0.0111,-0.1282
17:25:02:452,2.597,4.428,7.854,41.5309,0.0437,0.065,0.001,-0.1251
17:25:02:461,2.69,4.313,7.94,41.7288,-0.01,0.0748,0.001,-0.1247
17:25:02:471,2.7911,4.275,8.103,42.0371,-0.0503,0.0712,-0.0271,-0.1243
17:25:02:481,2.807,4.33,8.244,42.0499,-0.0698,0.032,-0.0784,-0.1241
17:25:02:491,2.81,4.4711,8.3351,41.8419,-0.0723,-0.0363,-0.1272,-0.1241
17:25:02:500,2.81,4.608,8.337,41.7072,-0.0663,-0.1096,-0.1639,-0.1244
17:25:02:511,2.783,4.73,8.2991,42.1617,-0.0553,-0.1781,-0.1859,-0.125
17:25:02:521,2.697,4.8071,8.1791,42.1562,-0.0418,-0.2354,-0.1871,-0.1258
17:25:02:530,2.681,4.8191,8.024,42.2814,-0.0333,-0.2794,-0.1627,-0.1269
17:25:02:540,2.657,4.697,7.832,42.1521,-0.0271,-0.3026,-0.1236,-0.1281
17:25:02:550,2.7041,4.512,7.643,42.2889,-0.0258,-0.3026,-0.0784,-0.1295
17:25:02:561,2.786,4.2941,7.466,42.3345,-0.0283,-0.2879,-0.0356,-0.1308
17:25:02:570,2.846,4.074,7.286,42.5258,-0.0381,-0.2599,-0.01,-0.132
17:25:02:581,2.91,3.878,7.236,42.722,-0.0553,-0.2111,0.001,-0.133
17:25:02:591,2.994,3.689,7.169,42.6064,-0.0748,-0.1463,-0.0076,-0.1337
17:25:02:601,3.009,3.564,7.092,42.7485,-0.0991,-0.0962,-0.0418,-0.1342
