Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
16:57:47:694,-0.0633,3.5392,6.2107,74.7626,0.7381,-0.6184,-1.0186,-0.2487
16:57:47:713,-0.6332,3.6362,6.3029,74.5723,0.512,-0.2948,-1.0175,0.1682
16:57:47:736,-1.2102,3.5548,6.6811,73.8208,0.4705,-0.1361,-0.9262,0.2344
16:57:47:754,-1.2126,3.5751,6.7913,74.4814,0.4316,-0.0999,-0.8863,0.2386
16:57:47:773,-1.8291,3.6901,6.7123,74.9499,0.3168,-0.2453,-0.8618,0.2422
16:57:47:792,-2.8909,3.7392,7.3024,74.4615,0.2303,-0.4575,-0.7281,0.2453
16:57:47:811,-3.7229,3.9774,8.0015,74.6275,0.2353,-0.5968,-0.4985,0.2478
16:57:47:831,-3.8534,4.1881,7.7525,75.8947,0.2228,-0.7236,-0.2599,0.2506
16:57:47:856,-3.0681,4.5795,7.2043,75.1279,0.1277,-0.7966,-0.1352,0.2542
16:57:47:872,-2.2229,4.8058,7.3599,76.1655,-0.0315,-0.6666,-0.1621,0.2584
16:57:47:890,-2.6168,4.8991,7.9357,75.7647,-0.1362,-0.5172,-0.192,0.2619
16:57:47:912,-3.323,5.0177,8.4397,77.1316,-0.2193,-0.2583,-0.1012,0.2631
16:57:47:930,-3.7253,4.9315,8.4469,75.7704,-0.3234,-0.0629,0.0443,0.2641
16:57:47:949,-3.274,5.2236,8.4253,76.5435,-0.4443,0.0048,0.1271,0.2637
16:57:47:972,-2.9304,5.6844,8.5115,75.7086,-0.533,0.0101,0.129,0.2618
16:57:47:992,-2.9663,6.0244,8.3164,75.6059,-0.6949,-0.053,0.1223,0.2585
16:57:48:011,-3.1076,5.8999,8.8658,76.28,-0.888,-0.0557,0.081,0.252
16:57:48:030,-3.3314,5.3696,10.8818,74.0805,-0.8121,0.1167,0.0256,0.246
16:57:48:050,-3.5732,4.8297,12.8139,75.5126,-0.3468,0.3702,-0.0657,0.2383
16:57:48:071,-4.4531,4.5185,12.912,74.7719,0.2612,0.4772,-0.0854,0.2305
16:57:48:091,-4.7775,4.5089,10.877,76.555,0.6071,0.518,-0.0444,0.2263
16:57:48:110,-5.1989,4.279,8.4564,77.1544,0.5285,0.4503,0.0227,0.227
16:57:48:129,-5.5628,4.0684,7.2306,76.4332,0.2724,0.1971,0.1982,0.227
16:57:48:149,-5.1905,3.6973,7.1923,77.2919,0.0572,0.0402,0.4376,0.2307
16:57:48:172,-3.7767,3.3872,7.4174,76.1692,0.0036,-0.0642,0.5689,0.2337
16:57:48:191,-2.6227,3.2005,7.166,76.3781,0.0694,-0.1896,0.5298,0.2357
16:57:48:209,-2.2014,3.2172,6.7075,76.708,0.2127,-0.0296,0.4762,0.2365
16:57:48:229,-2.2253,3.6015,6.4489,76.7514,0.3632,0.5028,0.5085,0.2373
