Time,Meg,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3,Cell_ID_4,Cell_RSSI_4,Cell_ID_5,Cell_RSSI_5
2023-07-05 13:00:14.362,51.4412,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.403,52.9123,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.421,53.4781,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.441,52.2514,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.470,51.2766,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.488,51.959,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.506,51.9298,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.519,51.9912,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.540,53.2718,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.558,52.8475,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.588,52.5446,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.604,51.6291,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.617,52.8807,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.640,51.8903,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.657,53.4986,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.688,52.1728,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.703,51.5834,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.716,51.3505,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.737,52.4557,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.757,53.4043,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.776,51.3316,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.800,52.0534,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.814,51.1224,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.834,52.5619,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.854,52.837,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.874,50.2691,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.899,50.0305,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.914,53.146,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.933,51.7584,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.953,52.308,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.973,51.3722,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:14.993,51.6411,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.019,52.4605,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.037,50.0816,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.053,50.9818,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.073,49.7292,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.093,51.7708,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.111,53.3644,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.137,50.9263,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.150,53.0499,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.171,50.9526,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.190,51.7414,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.211,50.9904,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
2023-07-05 13:00:15.233,50.8094,473.0,-69.0,480.0,,474.0,,477.0,,172.0,
