Threshold,forged_trace,replay_trace,trace_transplant
0.77,1.0,0.4117647058823529,0.5945945945945946
0.78,1.0,0.4117647058823529,0.5945945945945946
0.79,1.0,0.4117647058823529,0.5945945945945946
0.8,1.0,0.14705882352941177,0.5945945945945946
0.81,1.0,0.14705882352941177,0.43243243243243246
0.82,1.0,0.14705882352941177,0.2702702702702703
