PCA1,PCA2,Cluster_Label
-1.2947831969974086,0.18293100372116464,1
-1.3310292543363156,0.13028260993950985,0
-1.2949224696346109,0.1725494200055434,0
-1.308348972909403,0.12695465246097062,0
-1.3041730477411324,0.19409402550427593,0
-1.3136690938078697,0.13759002091410072,0
-1.2946498486027953,0.15352929863043682,0
-1.31624829325268,0.13151573112717976,0
-1.2609903148573116,0.15332795917109215,0
-1.2825760685082954,0.1339167225458762,0
-1.3170694119520274,0.14955489741151679,0
-1.2944797627262201,0.11426602600220341,0
-1.2434396618580354,0.13555044107700143,0
-1.3100615020120916,0.09824213162805785,0
-1.2742334591070206,0.19731054587190908,0
-1.287735238571564,0.13077747201298248,0
-1.3182214869999926,0.12085178711441098,0
-1.2669658832353874,0.15440057694089263,0
-1.2940487517354267,0.16086099937513237,0
-1.3066462170774997,0.13372059655937765,0
-1.332641551353018,0.13177565714331957,0
-1.3088007198007907,0.11005547850290584,0
0.8766420037976546,-1.0261062029596464,4
0.8448500123146139,-1.0477336382903542,1
0.840406843079952,-1.0258884879862091,3
0.8636867356905353,-1.0171458914128415,4
0.8184527924205302,-1.016194970383711,1
0.8265228823563976,-1.0215356126456376,1
0.8142348234508631,-1.0130399615759555,1
0.849726630328967,-1.0472625304683119,1
0.8262750860250861,-1.025383777181256,1
0.8450708122491813,-1.0255353688674367,1
0.8483517176172011,-0.9789134617190505,5
0.8720059279895201,-1.039585974839737,1
0.8514924512435394,-0.9731873768217879,5
0.859801325061522,-1.0241356099052872,4
0.7109382807646581,1.5972637276729673,1
0.8608556915029446,-1.025470669018956,4
0.8306900693215223,-1.0313100452443669,4
0.845001496643377,-1.0260645835201754,2
0.024234294073587775,0.7719171921941111,2
0.15658195301822023,0.8877859905002579,2
0.12835709872487577,0.8726779281284717,2
-1.0597608074121265,0.17092513107056587,3
-0.9960899804128542,0.1914850402404048,3
-1.040691704543769,0.1924374814732363,3
-1.0418058994206425,0.2095076169732292,3
-1.0808397115421922,0.15204799915212858,3
0.8396086401314928,-1.0276157181178478,3
-0.21699780117973802,0.7495974918214389,3
-1.0639861923523821,0.1842342450765139,3
-1.0545997269380103,0.1752531792183201,3
-1.0156710963881408,0.2044887606967948,3
1.4160131947210899,0.04936721606100142,4
1.3886958602358854,-0.03323230740375759,4
1.3746598532340146,-0.028634310971039766,4
1.384093795219426,-0.030992273119274067,4
1.3857354060189284,-0.020636843868051886,4
1.38331636998292,-0.029640433145622494,4
1.369147437795319,0.02504063521016571,4
2.2381567987192565,1.7710814912502757,5
2.235186781459007,1.8007242212145949,5
2.209760093700146,1.7211360351473475,5
2.2261832622528037,1.791141572601176,5
2.2814407061217232,1.8630750401034526,5
