Time,Meg,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3,Cell_ID_4,Cell_RSSI_4,Cell_ID_5,Cell_RSSI_5
2026-01-08 16:28:28.805,63.5036,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:28.827,63.3674,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:28.846,63.4552,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:28.866,63.5974,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:28.886,63.4955,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:28.906,63.4582,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:28.926,63.2885,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:28.949,63.3155,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:28.968,63.3194,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:28.997,63.2551,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:29.012,63.2284,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:29.028,63.1738,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:29.050,63.0952,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:29.081,63.0358,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:29.096,62.9203,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:29.108,62.9117,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:29.128,62.7829,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:29.148,62.6799,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
2026-01-08 16:28:29.169,62.3547,480.0,-74.0,485.0,-98.0,121.0,-99.0,,,,
