Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
18:06:41:527,-1.5701,4.608,8.3381,36.2178,-0.258,-0.2661,0.0373,0.2517
18:06:41:544,-1.6061,4.493,8.748,35.4346,-0.2494,-0.1361,-0,0.2458
18:06:41:567,-1.7951,4.533,8.8961,35.4346,-0.1738,-0.1458,-0.0065,0.2441
18:06:41:584,-1.721,4.524,8.798,35.4346,-0.096,-0.2149,0.0074,0.2419
18:06:41:604,-1.511,4.373,8.528,35.5475,-0.0704,-0.1925,0.0043,0.2396
18:06:41:625,-1.5611,4.383,8.4131,35.4346,-0.1173,-0.0424,-0,0.2371
18:06:41:644,-1.7381,4.395,8.52,36.1075,-0.1886,0.1004,0.0276,0.2353
18:06:41:664,-1.704,4.2491,8.6569,35.4346,-0.2569,0.1313,0.0649,0.2341
18:06:41:683,-1.5941,4.225,8.844,35.4346,-0.2707,0.1004,0.0808,0.2325
18:06:41:704,-1.4,4.2101,8.951,35.3405,-0.2122,0.0109,0.0756,0.2308
18:06:41:723,-1.374,4.28,8.88,36.0292,-0.1334,-0.0264,0.0382,0.2293
18:06:41:743,-1.458,4.239,8.736,35.3405,-0.0661,0.0279,0.0212,0.2276
18:06:41:763,-1.5491,4.1291,8.429,35.3405,-0.0342,0.0705,0.034,0.2259
18:06:41:783,-1.563,4.1291,8.166,35.3405,-0.0534,0.0748,0.0638,0.2248
18:06:41:804,-1.4771,4.2821,8.099,36.0292,-0.0874,0.0791,0.0788,0.2245
18:06:41:823,-1.455,4.4111,8.1971,36.0292,-0.1195,0.0535,0.05,0.2245
18:06:41:843,-1.484,4.359,8.317,35.3405,-0.1504,0.0162,0.0085,0.2246
18:06:41:863,-1.542,4.2221,8.439,35.3405,-0.177,0.0142,-0.0161,0.2244
18:06:41:883,-1.752,4.1531,8.516,35.3405,-0.2122,0.0279,-0.0161,0.2241
18:06:41:903,-1.9061,4.17,8.681,35.2655,-0.2622,0.0418,0.0351,0.2236
18:06:41:923,-1.865,4.1621,8.949,35.9558,-0.2856,0.0694,0.0947,0.2228
18:06:41:945,-1.7621,4.131,9.174,35.9558,-0.2516,0.0705,0.1266,0.2218
18:06:41:964,-1.6661,4.0931,9.291,35.9558,-0.1504,-0.0147,0.132,0.2204
18:06:41:983,-1.451,4.155,9.0401,35.2655,-0.0236,-0.1489,0.0969,0.2188
18:06:42:003,-1.283,4.1381,8.666,35.2249,0.0126,-0.1563,0.0436,0.2171
18:06:42:023,-1.391,4.119,8.6111,35.2249,-0.03,-0.0776,0.0265,0.2156
18:06:42:043,-1.511,4.148,8.8031,35.2249,-0.0789,-0.0446,0.0447,0.2144
18:06:42:063,-1.554,4.2101,9.0521,35.2249,-0.1184,-0.0924,0.0521,0.2135
18:06:42:083,-1.4441,4.287,9.291,35.2249,-0.1419,-0.1415,0.0671,0.2127
18:06:42:103,-1.173,4.208,9.428,35.2249,-0.1419,-0.1382,0.0436,0.2116
18:06:42:123,-1.199,4.1741,9.65,35.2249,-0.1099,-0.0764,-0.0033,0.2099
18:06:42:143,-1.367,4.136,9.7061,35.3809,-0.0194,-0.0701,-0.0161,0.2079
18:06:42:163,-1.6571,4.299,9.4729,35.2249,0.0681,-0.0956,-0.0107,0.2061
18:06:42:183,-1.7951,4.4741,9.093,35.2249,0.0968,-0.0946,0.0297,0.2049
18:06:42:202,-1.614,4.469,8.7101,35.2097,0.0584,-0.0776,0.049,0.2046
18:06:42:223,-1.4171,4.301,8.585,36.0316,-0.0524,-0.0776,0.0137,0.2047
18:06:42:243,-1.511,4.064,8.913,35.2097,-0.1983,-0.0668,-0.0213,0.2048
18:06:42:263,-1.776,3.911,9.536,35.1884,-0.225,0.0034,0.0191,0.2046
18:06:42:283,-1.772,3.734,9.969,34.532,-0.0789,0.0216,0.1033,0.2037
18:06:42:302,-1.386,3.545,9.768,35.1884,0.1448,-0.102,0.1331,0.2026
18:06:42:322,-1.0151,3.4991,9.133,35.1884,0.2875,-0.2394,0.0788,0.2018
18:06:42:342,-0.893,3.554,8.544,36.0075,0.2597,-0.249,0.0021,0.2013
18:06:42:362,-0.965,3.4901,8.449,35.3563,0.0872,-0.168,-0.048,0.2009
18:06:42:382,-1.1081,3.315,8.973,34.7478,-0.0747,-0.0881,-0.0406,0.2004
18:06:42:402,-1.19,3.248,9.569,35.372,-0.0832,-0.0648,0.0021,0.1994
18:06:42:422,-1.163,3.288,9.794,35.372,0.0456,-0.0648,0.0458,0.1982
18:06:42:443,-0.9791,3.3941,9.557,35.372,0.1937,-0.0978,0.0884,0.197
18:06:42:462,-0.756,3.458,9.0401,35.372,0.2491,-0.1339,0.114,0.1962
18:06:42:482,-0.57,3.482,8.621,35.372,0.2108,-0.1649,0.1309,0.1959
18:06:42:502,-0.467,3.585,8.391,36.2042,0.1128,-0.1521,0.1416,0.1956
18:06:42:523,-0.5411,3.7361,8.372,35.372,0.0041,-0.0785,0.1555,0.1952
18:06:42:542,-0.7181,3.729,8.489,35.372,-0.0257,-0.0264,0.1917,0.1945
18:06:42:562,-0.795,3.6911,8.37,35.3563,0.0084,-0.0531,0.2567,0.1935
18:06:42:583,-0.591,3.698,8.319,35.3552,0.0126,-0.0701,0.3525,0.1925
18:06:42:603,-0.0431,3.7031,7.862,35.3552,-0.0044,0.094,0.4122,0.1913
18:06:42:622,0.081,3.9371,7.1561,35.3552,-0.1216,0.4221,0.4048,0.1903
18:06:42:642,-0.029,4.296,7.175,35.3576,-0.3154,0.6533,0.4302,0.19
18:06:42:663,0.0881,4.32,7.5911,35.9992,-0.4294,0.616,0.393,0.1904
18:06:42:682,0.066,4.3181,8.027,35.1995,-0.4049,0.3752,0.2695,0.191
18:06:42:702,-0.0431,4.2889,8.214,35.2211,-0.26,0.1026,0.1459,0.1912
18:06:42:722,-0.177,4.2701,8.082,35.2211,-0.0971,-0.0989,0.0617,0.1906
18:06:42:742,-0.213,4.3421,7.934,35.2619,0.0265,-0.1787,0.0393,0.1897
18:06:42:762,-0.098,4.3871,7.838,35.2619,0.0894,-0.1968,0.0308,0.1888
18:06:42:782,-0.177,4.4741,7.814,35.3896,0.084,-0.2181,-0.0054,0.1881
18:06:42:802,-0.527,4.572,7.982,34.5532,0.069,-0.2171,-0.0203,0.1875
18:06:42:822,-0.9,4.6391,8.0059,35.2619,0.0562,-0.2064,0.0245,0.187
18:06:42:842,-1.046,4.754,7.958,35.3949,0.0095,-0.1787,0.1097,0.1867
18:06:42:861,-1.034,4.754,7.8551,35.4461,-0.0396,0.0023,0.1939,0.1864
18:06:42:882,-1.013,4.679,7.991,36.0726,-0.1141,0.1942,0.2364,0.1861
18:06:42:902,-1.022,4.505,8.3861,36.0726,-0.2366,0.2474,0.1948,0.1862
