Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
17:22:58:564,2.9001,6.0227,7.0684,31.5577,0.5234,-0.1941,-0.0651,0.3282
17:22:58:582,2.4694,6.1783,5.7356,31.4789,0.0695,0.1003,-0.2086,0.3505
17:22:58:601,1.9131,5.811,5.8158,31.7957,-0.173,0.1281,-0.3451,0.3545
17:22:58:621,1.3292,5.2881,6.0957,31.9847,-0.1944,0.0142,-0.4322,0.3466
17:22:58:640,0.8578,5.0309,6.469,31.9445,-0.192,-0.0991,-0.4881,0.3343
17:22:58:660,0.4175,4.739,6.7178,32.2224,-0.2442,-0.0799,-0.4954,0.3196
17:22:58:680,0.0096,4.7904,6.6568,32.3749,-0.3056,-0.0991,-0.4297,0.3065
17:22:58:701,-0.0048,5.1721,6.7035,32.8382,-0.3612,-0.202,-0.3571,0.2979
17:22:58:720,0.1926,5.4449,7.2778,32.9813,-0.4049,-0.2943,-0.2841,0.2913
17:22:58:743,0.6796,5.7153,8.2313,33.09,-0.3624,-0.2558,-0.2043,0.2857
17:22:58:760,1.3496,6.4714,9.2818,32.8404,-0.0591,-0.0057,-0.2138,0.2821
17:22:58:780,1.3771,6.6042,9.1238,32.7043,0.1449,0.0628,-0.3051,0.2799
17:22:58:801,1.0098,6.5563,8.5232,32.9528,0.2879,0.1037,-0.4105,0.2796
17:22:58:820,0.3793,6.3781,7.9466,32.9132,0.3303,0.1235,-0.4853,0.2803
17:22:58:840,-0.2213,6.1484,7.6439,33.0021,0.3493,0.1235,-0.5104,0.2807
17:22:58:862,-0.5767,6.0287,7.4584,32.8783,0.3328,0.1064,-0.4979,0.2792
17:22:58:882,-0.8112,6.0431,7.3555,33.0045,0.2338,0.0899,-0.4661,0.2773
17:22:58:902,-1.0026,6.1567,7.7133,33.0824,0.0686,0.0496,-0.3891,0.2743
17:22:58:921,-0.7298,6.4092,8.4491,33.4138,-0.0793,0.0414,-0.3009,0.2706
