Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
20:50:04:674,-1.8698,1.6598,10.124,60.2238,0.3995,-1.2047,0.083,192.2031
20:50:04:702,-1.6782,1.752,9.9995,59.4799,0.531,-1.1383,0.0956,192.2031
20:50:04:713,-1.4628,1.8334,9.3124,60.4896,0.4892,-0.7873,0.0758,192.2031
20:50:04:734,-1.4699,1.9734,8.8012,59.4676,0.2171,-0.3684,0.0516,189.0156
20:50:04:761,-1.4915,2.1075,8.9173,57.8046,-0.0866,-0.0968,0.0271,189.0625
20:50:04:775,-1.5789,2.1398,9.2944,60.8448,-0.2269,-0.0869,-0.0011,189.0781
20:50:04:798,-1.6459,2.1374,9.8954,60.1291,-0.1547,-0.3021,-0.0081,189.0469
20:50:04:815,-1.4663,2.0512,10.021,59.1335,0.0522,-0.4696,0.0066,189.0469
20:50:04:831,-1.27,2.0955,9.9025,58.9709,0.2178,-0.5335,0.0226,189.0469
20:50:04:851,-1.0402,2.1183,9.5985,58.5517,0.2631,-0.4124,0.021,189.0781
20:50:04:873,-1.0246,2.1374,9.0753,60.1893,0.1899,-0.2076,0.0167,189.125
20:50:04:901,-1.0964,2.1745,8.8527,60.1893,0.0517,-0.0941,0.0186,189.1719
20:50:04:910,-1.1575,2.1231,9.1436,58.9348,-0.0426,-0.1205,0.0316,189.2031
20:50:04:934,-1.1072,2.0357,9.4883,58.8466,-0.0168,-0.2134,0.0564,189.2031
20:50:04:975,-1.0689,1.9926,9.5374,59.0592,0.0831,-0.3253,0.0764,189.2031
20:50:04:976,-0.7529,2.0967,9.5039,58.0339,0.1696,-0.4049,0.0857,189.1875
20:50:04:999,-0.3279,2.1003,9.5973,58.4288,0.2269,-0.4065,0.0356,189.1406
20:50:05:016,0.3425,1.7568,9.7421,59.3447,0.2671,-0.4443,-0.1087,189.1094
20:50:05:030,0.5424,1.4228,10.1731,60.1928,0.3782,-0.5024,-0.3436,189.0625
20:50:05:051,0.4323,1.3629,10.306,58.2413,0.5678,-0.5588,-0.5932,189.25
