Attack_Name,Claim_Path,Claim_Trace / Claim_Location,Matched_File,Learning_Score,Predicted_Label
replay_trace,交叉_小米MAX3_电信卡/20230920_2054,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",claim_031_20230920_2054_merged.csv,1.0,1
replay_trace,交叉_小米MAX3_电信卡/20240523_1959,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",claim_032_20240523_1959_merged.csv,1.0,1
replay_trace,交叉_小米MAX3_电信卡/20240523_1959,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",claim_033_20240523_1959_merged.csv,1.0,1
transplant_trace,荟聚003-0413/20250413_1934,"[""e4"", ""e3"", ""d3"", ""d4"", ""e4""]",20250413_1934_merged.csv,0.561501,1
transplant_trace,荟聚003-0413/20250413_1934,"[""e4"", ""e3"", ""d3"", ""d4"", ""e4""]",20250413_1934_merged.csv,0.561501,1
transplant_trace,荟聚003-0413/20250413_1934,"[""e4"", ""e3"", ""d3"", ""d4"", ""e4""]",20250413_1934_merged.csv,0.561501,1
transplant_trace,荟聚001-0413/20250413_1911,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1911_merged.csv,0.249869,0
transplant_trace,荟聚001-0413/20250413_1911,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1911_merged.csv,0.249869,0
transplant_trace,荟聚001-0413/20250413_1911,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1911_merged.csv,0.249869,0
transplant_trace,荟聚001-0413/20250413_1915,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1915_merged.csv,0.543244,1
transplant_trace,荟聚001-0413/20250413_1915,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1915_merged.csv,0.543244,1
transplant_trace,荟聚001-0413/20250413_1917,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1917_merged.csv,0.43099,0
transplant_trace,荟聚001-0413/20250413_1908,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1908_merged.csv,0.224882,0
transplant_trace,荟聚001-0413/20250413_1913,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1913_merged.csv,0.635815,1
transplant_trace,荟聚001-0413/20250413_1911,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1911_merged.csv,0.249869,0
transplant_trace,荟聚001-0413/20250413_1910,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1910_merged.csv,0.293489,0
transplant_trace,荟聚001-0413/20250413_1910,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1910_merged.csv,0.293489,0
transplant_trace,荟聚001-0413/20250413_1915,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1915_merged.csv,0.543244,1
transplant_trace,荟聚001-0413/20250413_1913,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1913_merged.csv,0.635815,1
transplant_trace,荟聚001-0413/20250413_1911,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1911_merged.csv,0.249869,0
transplant_trace,荟聚001-0413/20250413_1908,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1908_merged.csv,0.224882,0
transplant_trace,荟聚001-0413/20250413_1915,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1915_merged.csv,0.543244,1
transplant_trace,荟聚001-0413/20250413_1908,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1908_merged.csv,0.224882,0
transplant_trace,荟聚001-0413/20250413_1913,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1913_merged.csv,0.635815,1
transplant_trace,荟聚001-0413/20250413_1913,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1913_merged.csv,0.635815,1
transplant_trace,荟聚001-0413/20250413_1913,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1913_merged.csv,0.635815,1
transplant_trace,荟聚001-0413/20250413_1910,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1910_merged.csv,0.293489,0
transplant_trace,荟聚001-0413/20250413_1908,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1908_merged.csv,0.224882,0
transplant_trace,荟聚001-0413/20250413_1913,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1913_merged.csv,0.635815,1
transplant_trace,荟聚001-0413/20250413_1915,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1915_merged.csv,0.543244,1
transplant_trace,荟聚001-0413/20250413_1911,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1911_merged.csv,0.249869,0
transplant_trace,荟聚001-0413/20250413_1915,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1915_merged.csv,0.543244,1
transplant_trace,荟聚001-0413/20250413_1908,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1908_merged.csv,0.224882,0
transplant_trace,荟聚001-0413/20250413_1917,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1917_merged.csv,0.43099,0
transplant_trace,荟聚001-0413/20250413_1917,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1917_merged.csv,0.43099,0
transplant_trace,荟聚001-0413/20250413_1911,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1911_merged.csv,0.249869,0
transplant_trace,荟聚001-0413/20250413_1910,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1910_merged.csv,0.293489,0
transplant_trace,荟聚001-0413/20250413_1911,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1911_merged.csv,0.249869,0
transplant_trace,荟聚001-0413/20250413_1911,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1911_merged.csv,0.249869,0
transplant_trace,荟聚001-0413/20250413_1908,"[""e4"", ""e3"", ""e4"", ""d4"", ""e4""]",20250413_1908_merged.csv,0.224882,0
