Threshold,forged_trace,replay_trace,trace_transplant
0.77,0.0,0.5882352941176471,0.6756756756756757
0.78,0.0,0.5882352941176471,0.6756756756756757
0.79,0.0,0.5882352941176471,0.6756756756756757
0.8,0.0,0.5588235294117647,0.5675675675675675
0.81,0.0,0.5588235294117647,0.5675675675675675
0.82,0.0,0.5588235294117647,0.4864864864864865
