Time,Meg,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3,Cell_ID_4,Cell_RSSI_4,Cell_ID_5,Cell_RSSI_5
2026-01-08 16:48:25.440,63.0535,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.457,62.7863,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.478,62.6396,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.498,62.5236,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.518,62.5032,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.537,62.812,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.557,62.8978,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.577,62.866,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.598,62.6541,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.618,62.3098,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.637,62.1277,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.658,61.7975,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.678,61.9255,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.698,62.1133,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.718,62.2335,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.738,62.2795,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.759,62.3405,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.777,62.0726,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.798,61.9207,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.817,61.6001,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.837,61.4316,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.858,61.2696,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.878,61.1626,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.898,61.1754,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.917,61.4687,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.941,61.0692,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
2026-01-08 16:48:25.958,60.8991,473.0,-98.0,471.0,,493.0,,474.0,,322.0,
