Claim_Path,Claim_Time,Claim_Trace,Label_Time,Label_Trace,Attack_Type,Matched_File_Name,Detected_Global_Node_Seq,Reachable_Global_Node_Path,Detected_Region_Candidates,Reach_Flag,S_seq,S_whole,S_topo,Topo_Decision
局部_小米MAX3/20230706_2043,257.379,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",207.498,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",,20230706_2043_merged.csv,"[12, 7, 8, 2, 4]","[12, 11, 0, 9, 8, 7, 8, 9, 0, 1, 2, 3, 4]","[['d4', 'e4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['c4'], ['c4'], ['d4']]",1,0.384615,0.8,0.592308,reachable_scored
局部_小米MAX3/20230706_2046,205.784,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",205.784,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",,20230706_2046_merged.csv,"[9, 0, 2, 4, 5]","[9, 0, 1, 2, 3, 4, 5]","[['d4', 'e4'], ['d4'], ['d4'], ['c4'], ['c4'], ['d4'], ['d4']]",1,0.571429,0.6,0.585714,reachable_scored
局部_小米MAX3/20230706_2050,203.507,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",203.507,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",,20230706_2050_merged.csv,"[7, 5, 11, 4, 5]","[7, 8, 9, 0, 11, 4, 5, 4, 11, 4, 5]","[['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4']]",1,0.363636,0.6,0.481818,reachable_scored
局部_小米MAX3/20230707_1524,193.019,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",193.019,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",,20230707_1524_merged.csv,"[6, 0, 0, 2, 5, 4]","[6, 7, 8, 9, 0, 1, 2, 3, 4, 5, 4]","[['e4'], ['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['c4'], ['c4'], ['d4'], ['d4'], ['d4']]",1,0.454545,0.8,0.627273,reachable_scored
局部_小米MAX3/20230707_1528,195.793,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",195.793,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",,20230707_1528_merged.csv,"[0, 6, 2, 33, 12]","[0, 9, 8, 7, 6, 7, 8, 9, 0, 1, 2, 3, 4, 35, 34, 33, 18, 31, 12]","[['d4'], ['d4', 'e4'], ['e3'], ['e3', 'e4'], ['e4'], ['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['c4'], ['c4'], ['d4'], ['c6'], ['c5'], ['c5'], ['b4'], ['d3', 'd4'], ['d4', 'e4']]",1,0.315789,0.625,0.470395,reachable_scored
局部_小米MAX3/20230707_1531,197.176,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",197.176,"[""e4"", ""e3"", ""d4"", ""d3"", ""c4"", ""d4"", ""e4""]",,20230707_1531_merged.csv,"[0, 2, 2, 4]","[0, 1, 2, 3, 4]","[['d4'], ['d4'], ['c4'], ['c4'], ['d4']]",1,0.428571,0.4,0.414286,reachable_scored
交叉_小米MAX3_移动卡/20230628_1436,297.024,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",297.024,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",,20230628_1436_merged.csv,"[7, 8, 4]","[7, 8, 9, 0, 11, 4]","[['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4']]",1,0.625,0.75,0.6875,reachable_scored
交叉_小米MAX3_移动卡/20230628_1443,324.644,"[""e4"", ""e3"", ""e4"", ""a6"", ""d3"", ""e2"", ""d5"", ""d4""]",300.065,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",,20230628_1443_merged.csv,"[8, 6, 7, 2, 8, 9, 0]","[8, 7, 6, 7, 8, 9, 0, 1, 2, 1, 0, 9, 8, 9, 0]","[['e3'], ['e3', 'e4'], ['e4'], ['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['c4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['d4', 'e4'], ['d4']]",1,0.266667,0.375,0.320833,reachable_scored
交叉_小米MAX3_移动卡/20230703_1734,259.999,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",259.999,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",,20230703_1734_merged.csv,"[9, 4, 8, 0, 11]","[9, 0, 11, 4, 11, 0, 9, 8, 9, 0, 11]","[['d4', 'e4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4']]",1,0.454545,0.75,0.602273,reachable_scored
交叉_小米MAX3_移动卡/20230703_1739,213.008,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",258.956,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",,20230703_1739_merged.csv,"[6, 9, 19]","[6, 7, 8, 9, 0, 11, 12, 31, 18, 13, 26, 22, 21, 20, 19]","[['e4'], ['e3', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4', 'e4'], ['d3', 'd4'], ['b4'], ['b3', 'b4'], ['c3'], ['c3', 'd3'], ['c1'], ['d2'], ['d3']]",1,0.4,0.444444,0.422222,reachable_scored
交叉_小米MAX3_移动卡/20230703_1744,253.556,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",253.556,"[""e4"", ""e3"", ""e4"", ""e3"", ""d3"", ""d4"", ""e4"", ""d4""]",,20230703_1744_merged.csv,"[0, 11, 9, 8, 19, 11]","[0, 11, 0, 9, 8, 9, 0, 11, 12, 31, 18, 13, 26, 22, 21, 20, 19, 20, 21, 22, 26, 13, 18, 31, 12, 11]","[['d4'], ['d4'], ['d4'], ['d4', 'e4'], ['e3'], ['d4', 'e4'], ['d4'], ['d4'], ['d4', 'e4'], ['d3', 'd4'], ['b4'], ['b3', 'b4'], ['c3'], ['c3', 'd3'], ['c1'], ['d2'], ['d3'], ['d2'], ['c1'], ['c3', 'd3'], ['c3'], ['b3', 'b4'], ['b4'], ['d3', 'd4'], ['d4', 'e4'], ['d4']]",1,0.269231,0.444444,0.356838,reachable_scored
