Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
17:47:33:366,0.9458,3.2306,10.513,49.1696,0.378,-0.9752,0.2192,0.1701
17:47:33:383,3.1277,3.4677,10.8818,49.979,0.3658,-1.0833,0.0115,0.1701
17:47:33:399,1.7769,3.4749,11.2099,50.9401,0.3951,-1.4535,-0.4253,0.1701
17:47:33:417,-0.235,2.9408,11.6027,50.6006,0.3951,-1.6,-0.6491,0.1701
17:47:33:442,1.1446,2.6199,12.8961,49.776,0.4015,-1.2287,-0.5766,0.1701
17:47:33:461,1.7338,2.16,12.853,48.4467,0.4925,-1.3214,-0.5644,0.1701
17:47:33:477,1.6907,1.9636,12.3596,47.9522,0.4846,-1.2687,-0.6166,0.1701
17:47:33:500,1.1326,1.9157,11.5548,46.7162,0.4931,-0.752,-0.5681,0.1701
17:47:33:520,0.7734,2.0594,10.101,48.4517,0.5581,-0.2987,-0.4354,0.1701
17:47:33:540,1.3123,2.172,7.9335,49.5054,0.5229,-0.027,-0.3561,0.1701
17:47:33:560,2.0979,2.378,6.0629,49.1586,0.215,0.1024,-0.3689,0.1701
17:47:33:577,3.0559,2.6678,6.0605,49.2831,-0.4018,-0.1117,-0.3955,0.0976
17:47:33:598,3.1086,2.3827,8.2137,48.1026,-0.9867,-0.181,-0.5766,0.0977
17:47:33:620,1.8033,1.9684,9.7058,47.746,-1.1523,0.006,-0.8136,0.1669
17:47:33:640,0.5602,1.6355,9.4831,47.3071,-0.9116,0.3427,-0.8286,0.0769
17:47:33:660,-0.3451,1.978,8.4268,47.7915,-0.5563,0.5174,-0.7614,0.0678
17:47:33:677,-0.7906,2.3037,6.9682,47.4455,-0.2873,0.3895,-0.729,0.0668
17:47:33:697,-0.9607,2.7827,5.8976,47.5677,-0.1435,0.1727,-0.7023,0.0949
17:47:33:717,-1.272,3.0677,6.2976,48.7211,-0.1163,-0.1101,-0.6752,0.0802
17:47:33:740,-1.3032,3.1061,7.3012,46.2568,-0.0524,-0.2523,-0.6128,0.0784
17:47:33:760,-2.0217,2.7971,7.6628,47.705,0.1602,-0.1895,-0.4855,0.0784
17:47:33:777,-1.8828,3.7479,7.5191,47.6563,0.3881,-0.4409,-0.1505,0.177
17:47:33:796,-1.0828,4.5623,7.1646,47.9547,0.4292,-0.8399,0.2304,0.1779
17:47:33:820,0.0644,5.2688,8.2113,47.2079,0.2805,-0.9427,0.273,0.2397
17:47:33:840,0.2465,5.1012,10.4842,46.1281,0.1554,-1.0663,-0.0722,0.2396
17:47:33:859,0.1267,4.2653,12.5057,47.0044,0.2182,-1.2911,-0.3678,0.226
17:47:33:877,-0.1918,3.9898,12.3907,45.8205,0.4196,-1.1046,-0.3779,0.2247
17:47:33:896,-0.5894,3.8581,11.6913,47.8713,0.4771,-0.3946,-0.2661,0.2182
17:47:33:921,-1.1642,4.1527,11.9093,46.9066,0.3013,0.2313,-0.0636,0.2175
17:47:33:940,-1.49,4.7826,12.7548,46.7507,0.1357,0.3975,0.2038,0.2192
17:47:33:959,-0.7762,4.8784,12.853,46.8635,0.1415,0.3517,0.4669,0.2192
17:47:33:977,0.1243,4.5934,12.6158,46.5628,0.2001,0.2265,0.5665,0.2264
17:47:33:998,-0.2206,3.918,12.4099,47.4479,0.2443,0.258,0.51,0.2271
17:47:34:017,-1.284,3.1492,11.5381,47.5775,0.3274,0.5637,0.5623,0.2435
17:47:34:041,-1.9259,3.0462,10.0292,48.1009,0.4025,0.8727,0.7189,0.2453
17:47:34:060,-1.5091,2.6989,8.5825,48.8272,0.3684,0.8087,0.8254,0.2636
17:47:34:079,0.1363,2.1384,8.7526,48.3669,0.2092,0.242,0.8185,0.2655
17:47:34:097,1.0632,1.851,9.0208,49.813,0.0552,-0.4526,0.7386,0.2807
17:47:34:117,1.8871,1.6954,9.428,49.6186,-0.0982,-0.6002,0.6688,0.2822
17:47:34:140,1.8655,1.4463,9.3849,48.8445,-0.1275,-0.2348,0.5607,0.2801
17:47:34:160,1.7146,1.3624,8.5179,50.7964,0.0004,0.2867,0.4973,0.2801
17:47:34:180,1.9997,1.5612,7.1239,50.7964,0.1697,0.7331,0.4365,0.2779
17:47:34:197,0.6129,2.2869,5.6893,51.4342,0.3008,1.0133,0.2911,0.2777
17:47:34:217,-1.7822,3.1276,4.7241,51.4341,0.3306,1.1161,0.3034,0.2747
17:47:34:241,-1.7894,3.0031,4.942,50.1807,0.2262,0.8226,0.6134,0.2747
17:47:34:259,-0.5296,3.4462,5.6629,50.6391,0.1159,0.4753,0.8824,0.2669
17:47:34:278,0.8069,4.1264,6.494,52.029,-0.0225,0.372,0.9404,0.2661
17:47:34:298,1.2165,4.4329,7.5023,52.029,-0.21,0.4657,0.7993,0.2691
17:47:34:317,0.8093,4.2461,8.8915,53.0882,-0.4162,0.4423,0.5777,0.2694
17:47:34:340,0.4357,4.0162,10.9584,53.0882,-0.5307,0.3075,0.4499,0.2751
17:47:34:358,1.1159,4.0042,12.3308,52.4203,-0.3576,0.4188,0.428,0.2751
17:47:34:377,1.2955,3.7408,12.1704,52.9333,-0.0103,0.4721,0.3199,0.2687
17:47:34:397,1.5661,3.6426,11.6961,53.0101,0.2102,0.3725,0.2075,0.268
17:47:34:417,1.5422,3.9922,11.8638,53.671,0.2054,0.3315,0.1137,0.2553
17:47:34:443,1.0656,4.2581,12.453,53.1926,0.1181,0.5019,0.0482,0.2539
17:47:34:459,1.1901,3.906,12.4961,54.8863,0.1,0.5941,0.0322,0.2463
17:47:34:477,1.6093,3.4102,12.3668,54.7282,0.0893,0.3981,-0.0317,0.2455
17:47:34:497,1.5254,2.6438,12.168,54.1716,0.0414,0.1189,-0.1643,0.2386
17:47:34:517,1.3985,1.6139,11.7608,54.6467,-0.0279,-0.0771,-0.2245,0.238
17:47:34:540,1.7027,1.3026,11.0231,53.6364,-0.128,-0.1836,-0.1334,0.2275
17:47:34:561,2.4451,1.8798,9.8783,55.2981,-0.266,-0.1357,0.0056,0.2275
17:47:34:577,3.0391,2.3444,8.1754,55.0329,-0.4221,0.0231,0.0173,0.2192
17:47:34:597,2.8068,2.4666,7.1455,53.6463,-0.6181,0.1339,-0.1446,0.2183
17:47:34:616,1.8104,2.3181,7.3898,53.3857,-0.7321,0.0816,-0.3822,0.2146
17:47:34:640,0.7638,2.2199,7.5646,53.449,-0.5664,-0.0355,-0.55,0.2142
17:47:34:660,0.0022,2.2917,6.3407,53.5754,-0.1871,-0.0542,-0.608,0.2067
17:47:34:678,-0.4361,2.4139,4.9755,54.3186,0.0696,-0.0217,-0.6251,0.2059
17:47:34:699,-0.6397,2.5504,4.5708,54.5573,0.0989,-0.0142,-0.6544,0.2023
17:47:34:717,-0.9583,2.6773,5.0186,55.7468,0.0131,-0.0606,-0.6858,0.202
17:47:34:741,-1.2002,2.9001,5.9671,53.5112,-0.0657,-0.1202,-0.6597,0.2033
17:47:34:761,-1.4852,3.1755,7.4305,54.8299,-0.0545,-0.2316,-0.5798,0.2033
17:47:34:777,-1.4397,3.542,8.7909,54.1434,0.0978,-0.4414,-0.4589,0.2013
17:47:34:797,-1.1714,3.9395,9.5262,55.1965,0.2976,-0.7152,-0.3614,0.2011
17:47:34:816,-0.7523,4.2317,10.2711,56.7497,0.3407,-0.9869,-0.3129,0.1935
17:47:34:840,-0.6086,4.3036,12.1033,54.3186,0.2028,-1.0407,-0.2916,0.1927
17:47:34:858,-0.7715,4.2701,13.4853,55.6657,0.1559,-0.6795,-0.2053,0.1899
17:47:34:878,-0.9511,4.2988,13.7559,55.4765,0.2566,-0.124,-0.0551,0.1896
17:47:34:897,-1.0541,4.1599,12.9967,55.0261,0.3738,0.25,0.0978,0.1903
17:47:34:919,-1.4996,4.421,12.7116,55.8898,0.37,0.3501,0.2389,0.1912
17:47:34:942,-1.8205,4.7922,12.6039,55.4302,0.3407,0.4156,0.3886,0.1913
17:47:34:959,-1.8229,4.7012,12.0746,56.4425,0.3434,0.5744,0.5122,0.1913
17:47:34:978,-1.696,4.0856,11.2267,55.9219,0.3578,0.7011,0.5702,0.1963
17:47:34:997,-1.8852,3.3288,10.5752,57.1007,0.3663,0.6415,0.5591,0.1968
17:47:35:016,-2.4384,3.0534,9.6723,57.4132,0.3849,0.3938,0.5676,0.2124
17:47:35:041,-2.2468,2.7755,8.4364,57.6489,0.3013,0.1115,0.6459,0.2141
17:47:35:060,-0.9176,2.172,8.0125,57.4396,-0.0146,-0.1975,0.7082,0.2284
17:47:35:078,0.2009,1.693,9.1214,57.2149,-0.4812,-0.3988,0.6917,0.2298
17:47:35:097,0.7542,1.1756,10.9584,56.3846,-0.7901,-0.3701,0.6427,0.2321
17:47:35:117,0.8237,0.8475,11.2962,57.092,-0.6884,-0.0382,0.6491,0.2323
17:47:35:142,0.6776,0.984,9.7825,56.5572,-0.3198,0.4385,0.7332,0.2299
17:47:35:160,0.4189,1.5133,7.967,55.4733,0.0526,0.6596,0.8313,0.2299
17:47:35:178,0.2584,1.9277,6.7168,56.0574,0.3754,0.4971,0.8765,0.224
17:47:35:196,0.2369,2.2558,5.5863,56.2062,0.6609,0.2058,0.8819,0.2234
17:47:35:218,0.0333,2.7516,4.633,56.9901,0.7733,0.0763,0.8728,0.2194
17:47:35:241,0.1339,3.3863,4.578,57.7577,0.6444,0.137,0.8813,0.2189
17:47:35:259,0.4261,3.9874,5.354,57.7828,0.3722,0.2644,0.8494,0.2215
17:47:35:277,0.5674,4.318,7.4449,56.6292,0.1069,0.2361,0.73,0.2217
17:47:35:297,0.7782,4.3084,9.8831,56.747,0.0616,0.0092,0.5697,0.2227
17:47:35:316,1.1925,4.1862,11.1381,58.3317,0.2859,-0.2124,0.4285,0.2227
17:47:35:340,1.5422,4.1958,10.4866,57.7092,0.5538,-0.2475,0.3071,0.2151
17:47:35:360,1.8919,4.3276,9.8064,57.7533,0.5123,-0.1192,0.2006,0.2151
17:47:35:377,1.9877,4.5216,10.4148,57.0798,0.1958,0.0955,0.1079,0.2082
17:47:35:395,1.6116,4.9383,11.6698,56.8696,-0.0742,0.364,0.0562,0.2075
17:47:35:416,1.4751,5.1131,12.4362,57.6818,-0.1147,0.4529,0.0504,0.2114
17:47:35:441,2.2032,4.5766,12.3907,56.8208,-0.0289,0.1392,0.0456,0.2118
17:47:35:459,2.905,4.0114,12.2398,56.9567,-0.0103,-0.2273,-0.0066,0.2132
17:47:35:477,2.7517,3.2306,11.8901,57.313,-0.0801,-0.2252,-0.0903,0.2133
17:47:35:497,3.0247,2.4714,11.4135,56.6241,-0.1616,-0.1192,-0.0935,0.2125
17:47:35:516,3.5804,2.4833,9.7849,56.2463,-0.2037,-0.141,-0.0754,0.2124
17:47:35:542,3.6906,2.7396,8.4029,56.7458,-0.3555,-0.1671,-0.1814,0.2201
17:47:35:560,3.3864,2.6414,8.2783,55.4998,-0.5398,-0.2124,-0.3966,0.2201
17:47:35:577,2.6799,2.5025,7.9933,55.3732,-0.5504,-0.2651,-0.624,0.223
17:47:35:596,1.9086,2.3851,6.8988,53.4959,-0.445,-0.2294,-0.7907,0.2233
17:47:35:616,1.2021,2.3396,5.4905,54.0106,-0.3848,-0.0584,-0.8861,0.2161
17:47:35:642,0.5818,2.3492,4.7911,53.2642,-0.445,0.1594,-0.9351,0.2153
17:47:35:660,0.0357,2.4211,4.8989,51.9541,-0.5265,0.3155,-0.9639,0.2159
17:47:35:677,-0.417,2.5456,5.0498,52.8348,-0.5062,0.3331,-0.9703,0.216
17:47:35:697,-0.496,2.8402,5.7348,51.1596,-0.4199,0.16,-0.9537,0.2178
17:47:35:716,-0.7331,3.0486,5.9048,51.5072,-0.2638,0.0033,-0.9244,0.218
17:47:35:744,-0.9367,3.3935,6.3743,51.8543,-0.1552,-0.165,-0.869,0.2185
17:47:35:757,-1.3726,3.8342,7.179,50.0166,-0.0993,-0.3562,-0.7961,0.2185
17:47:35:778,-1.4876,4.2413,8.7406,49.8046,-0.0849,-0.5469,-0.6874,0.218
17:47:35:796,-1.4205,4.3778,9.931,50.3758,-0.046,-0.6966,-0.5766,0.218
17:47:35:815,-1.3151,4.5551,10.7668,49.9732,-0.0572,-0.7216,-0.452,0.2166
17:47:35:839,-1.1954,4.5718,12.0985,49.9139,-0.1717,-0.5815,-0.3284,0.2165
17:47:35:860,-1.2912,4.5192,13.3847,48.61,-0.275,-0.2854,-0.2186,0.2084
17:47:35:877,-1.3798,4.2126,13.9762,48.2623,-0.3022,0.0113,-0.1148,0.2076
17:47:35:899,-1.7079,4.1407,14.0218,48.3999,-0.3118,0.2148,0.0189,0.1995
17:47:35:915,-1.775,4.2773,14.2708,47.8082,-0.3603,0.4582,0.199,0.1986
17:47:35:938,-1.6169,4.0928,14.3259,47.6567,-0.3384,0.7704,0.346,0.1975
17:47:35:960,-1.6816,3.53,13.878,46.963,-0.1403,0.8508,0.3977,0.1975
