Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
17:18:00:139,-0.8381,3.194,9.113,51.0182,0.1225,-0.1519,-0.1107,70.0764
17:18:00:159,-0.6611,3.17,8.6321,51.0182,-0.0074,-0.1306,-0.0712,70.0764
17:18:00:190,-0.596,3.18,8.994,50.9711,-0.1214,-0.0646,-0.0564,70.0764
17:18:00:199,-0.8381,3.051,9.654,50.9711,-0.1407,-0.1008,-0.0573,70.0764
17:18:00:220,-0.9671,2.957,9.87,51.7501,-0.0608,-0.2222,-0.0808,70.0764
17:18:00:239,-0.855,2.993,9.477,50.9711,-0.0054,-0.2776,-0.1,70.0764
17:18:00:258,-0.816,3.017,9.1301,50.2657,-0.0181,-0.2276,-0.1011,70.0764
17:18:00:281,-0.855,3.008,8.975,50.8891,-0.0469,-0.105,-0.0649,70.0764
17:18:00:298,-0.836,2.8811,9.168,51.6393,-0.0745,-0.0049,-0.0403,70.0764
17:18:00:320,-0.783,2.838,9.422,50.9252,-0.1182,-0.0016,-0.0542,70.0764
17:18:00:338,-0.816,2.799,9.789,50.896,-0.0958,-0.0741,-0.0776,70.0764
17:18:00:359,-0.903,2.9021,9.714,50.9252,-0.0202,-0.1647,-0.084,70.0764
17:18:00:382,-1.008,2.991,9.3551,50.896,0.0278,-0.1914,-0.0414,70.0764
17:18:00:399,-0.8,2.933,9.128,50.1928,0.0117,-0.1455,0.0183,70.0764
17:18:00:418,-0.474,2.864,9.128,50.2064,-0.0415,-0.0496,0.0151,70.0764
17:18:00:438,-0.6251,2.8901,9.197,50.8963,-0.066,0.0025,-0.0147,70.0764
17:18:00:457,-0.7541,2.943,9.326,50.9386,-0.0682,0.0067,-0.0062,70.0764
17:18:00:480,-0.579,2.921,9.192,50.8957,-0.0469,-0.0016,-0.0019,70.0764
17:18:00:497,-0.4961,2.9141,9.1421,50.9386,-0.0927,0.0004,-0.0329,70.0764
17:18:00:517,-0.582,2.8661,9.3341,50.9386,-0.1299,-0.0092,-0.0616,70.0764
17:18:00:537,-0.512,2.9,9.5111,50.2356,-0.1236,-0.0198,-0.0681,70.0764
17:18:00:557,-0.51,2.897,9.429,50.9389,-0.0586,0.011,-0.051,70.0764
17:18:00:591,-0.5411,2.8691,9.389,50.9389,-0.0458,0.0078,-0.0468,70.0764
17:18:00:598,-0.548,2.804,9.2831,50.9389,-0.0565,0.0058,-0.0478,70.0764
17:18:00:617,-0.5411,2.6891,9.446,50.9389,-0.0565,0.0195,-0.0542,70.0764
17:18:00:636,-0.6101,2.787,9.324,50.9388,-0.0426,-0.0049,-0.0616,70.0764
17:18:00:656,-0.639,2.859,9.137,50.9255,-0.0404,0.0121,-0.0553,70.0764
17:18:00:678,-0.6611,2.8781,9.051,50.9255,-0.0788,0.0058,-0.0521,70.0764
17:18:00:696,-0.704,2.9141,9.0371,50.9255,-0.1075,0.0238,-0.0414,70.0764
17:18:00:716,-0.797,3.032,9.137,50.9255,-0.099,0.0516,-0.0126,70.0764
17:18:00:735,-0.9311,3.053,9.0731,50.9389,-0.098,0.0388,0.0214,70.0764
17:18:00:756,-0.9341,2.907,9.18,50.9255,-0.1416,0.0025,0.0257,70.0764
17:18:00:781,-0.809,2.9141,9.279,51.6518,-0.1917,-0.0326,-0.0115,70.0764
17:18:00:795,-0.656,2.9261,9.561,51.6378,-0.2024,0.0164,-0.0403,70.0764
17:18:00:815,-0.656,2.895,9.8321,50.9255,-0.1555,0.0803,-0.0436,70.0764
17:18:00:835,-0.7331,2.909,9.911,51.002,-0.081,0.0996,-0.036,70.0764
17:18:00:855,-0.845,2.9,9.729,50.9255,-0.0234,0.0419,-0.0329,70.0764
17:18:00:880,-0.8981,2.852,9.384,50.9889,-0.0032,-0.0016,0.0012,70.0764
17:18:00:895,-0.8711,2.751,9.089,50.222,-0.0224,-0.0027,0.0459,70.0764
17:18:00:915,-1.034,2.9381,8.8721,50.222,-0.0734,-0.0038,0.0641,70.0764
17:18:00:935,-1.08,2.981,8.757,50.9889,-0.1246,0.0004,0.0641,70.0764
17:18:00:954,-1.1681,2.957,8.6899,50.9889,-0.1865,0.0025,0.0342,70.0764
17:18:00:990,-1.334,2.9531,8.7851,50.9889,-0.2471,0.0516,0.0417,70.0764
17:18:00:994,-1.4651,3.0101,9.001,50.3727,-0.2471,0.0877,0.0843,70.0764
17:18:01:014,-1.499,3.2021,8.936,51.8106,-0.2067,0.0877,0.1099,70.0764
17:18:01:034,-1.374,3.4241,8.637,49.6476,-0.2056,0.0846,0.1099,70.0764
17:18:01:054,-1.077,3.5801,8.579,50.3739,-0.2546,0.124,0.0619,70.0764
17:18:01:079,-0.915,3.621,8.876,50.4812,-0.3238,0.1314,-0.0052,70.0764
17:18:01:094,-0.843,3.5321,9.255,50.4793,-0.3761,0.0707,-0.0478,70.0764
17:18:01:114,-0.9461,3.443,9.554,50.4812,-0.3846,-0.0198,-0.036,70.0764
17:18:01:133,-1.118,3.453,9.5831,50.4793,-0.3047,-0.0582,0.0428,70.0764
17:18:01:153,-1.266,3.467,9.279,49.7573,-0.1438,-0.007,0.1397,70.0764
17:18:01:181,-1.31,3.441,8.8331,49.0463,-0.0287,0.0473,0.2068,70.0764
17:18:01:193,-1.1921,3.3671,8.438,49.7459,-0.0404,0.0271,0.2164,70.0764
17:18:01:213,-1.259,3.446,8.448,49.0482,-0.1118,0.0782,0.1226,70.0764
17:18:01:233,-1.5251,3.587,8.903,49.8889,-0.0842,0.1346,-0.0446,70.0764
17:18:01:254,-1.439,3.74,9.042,49.8889,0.0373,0.124,-0.1628,70.0764
17:18:01:279,-1.626,4.305,8.951,49.8889,0.0458,0.0942,-0.1405,70.0764
17:18:01:292,-1.743,4.3391,9.02,50.5981,-0.0745,0.0782,0.0396,70.0764
17:18:01:312,-1.5971,4.193,9.5561,49.8782,-0.1427,0.1207,0.1801,70.0764
17:18:01:332,-1.4081,4.257,10.2,49.3487,-0.114,0.092,0.2558,70.0764
17:18:01:353,-1.4561,4.296,10.5431,49.1663,-0.0404,0.0408,0.258,70.0764
17:18:01:389,-1.5011,4.2071,10.617,50.0319,0.0512,-0.0571,0.1759,70.0764
17:18:01:392,-1.3241,4.322,10.478,50.0319,0.1012,-0.1434,0.1045,70.0764
17:18:01:412,-1.118,4.308,10.313,50.2042,0.0693,-0.1796,0.096,70.0764
17:18:01:431,-0.627,3.9821,10.416,49.5235,-0.0287,-0.1957,0.0822,70.0764
17:18:01:452,-0.153,3.453,10.806,50.0162,-0.0938,-0.1786,-0.0425,70.0764
17:18:01:478,-0.203,3.063,11.103,50.0752,-0.0181,-0.1573,-0.2278,70.0764
17:18:01:491,-0.7781,2.627,10.694,48.6481,0.0512,-0.0848,-0.314,70.0764
17:18:01:511,-1.458,2.0831,10.682,50.2067,-0.0458,0.0132,-0.2503,70.0764
17:18:01:530,-1.398,1.494,11.247,50.049,-0.1672,-0.1071,-0.0638,70.0764
17:18:01:550,-0.558,0.7811,11.103,49.5498,-0.098,-0.4203,0.0737,70.0764
17:18:01:583,0.6,0.326,9.999,50.1334,0.098,-0.5983,0.0587,70.0764
17:18:01:591,1.3181,0.156,8.659,50.7681,0.1694,-0.5109,-0.0692,70.0764
17:18:01:610,1.565,0.1751,8.043,50.264,0.0224,-0.2009,-0.2034,70.0764
17:18:01:631,1.163,0.4961,8.405,51.6679,-0.195,0.1326,-0.3046,70.0764
17:18:01:650,0.519,0.8861,9.317,50.9062,-0.375,0.2986,-0.2875,70.0764
17:18:01:681,0.0851,1.0421,10.346,50.9104,-0.5049,0.1869,-0.1607,70.0764
17:18:01:690,0.203,0.915,10.718,50.9074,-0.5305,-0.1317,-0.0712,70.0764
17:18:01:711,0.332,0.6851,10.38,50.4519,-0.3653,-0.3308,-0.1778,70.0764
17:18:01:732,0.1571,0.915,9.59,50.2532,-0.0522,-0.3393,-0.3737,70.0764
17:18:01:751,-0.1511,1.518,8.639,50.2379,0.2226,-0.2287,-0.4527,70.0764
17:18:01:791,-0.393,1.875,7.833,50.8752,0.3431,-0.1019,-0.3961,70.0764
17:18:01:793,-0.323,1.856,7.3751,50.8517,0.3281,0.0047,-0.3151,70.0764
17:18:01:811,-0.141,1.911,7.284,50.8141,0.2248,0.0601,-0.3268,70.0764
17:18:01:832,-0.0791,2.234,7.4021,50.7853,0.048,0.0186,-0.3578,70.0764
17:18:01:851,-0.002,2.4761,7.3661,50.6773,-0.099,0.0175,-0.3194,70.0764
17:18:01:877,0.2051,2.541,7.49,50.7832,-0.131,0.2966,-0.264,70.0764
17:18:01:890,0.1211,2.603,8.7401,49.8889,-0.0756,0.7194,-0.264,70.0764
17:18:01:910,-0.321,2.658,10.035,49.9956,0.0426,0.7653,-0.2758,70.1753
