Threshold,forged_trace,replay_trace,trace_transplant
0.77,0.2608695652173913,0.5294117647058824,0.43243243243243246
0.78,0.13043478260869565,0.4117647058823529,0.43243243243243246
0.79,0.08695652173913043,0.3235294117647059,0.43243243243243246
0.8,0.043478260869565216,0.2647058823529412,0.43243243243243246
0.81,0.043478260869565216,0.2647058823529412,0.2702702702702703
0.82,0.0,0.2647058823529412,0.2702702702702703
