Threshold,forged_trace,replay_trace,trace_transplant
0.77,0.2608695652173913,0.3235294117647059,0.6756756756756757
0.78,0.17391304347826086,0.3235294117647059,0.43243243243243246
0.79,0.043478260869565216,0.3235294117647059,0.43243243243243246
0.8,0.043478260869565216,0.2647058823529412,0.2702702702702703
0.81,0.0,0.2647058823529412,0.2702702702702703
0.82,0.0,0.2647058823529412,0.16216216216216217
