File_Name,Mid_Time,Anchor_Info,Global_Anchor_ID,S_lte,S_meg,S_signal
20230509_1841_merged.csv,00:00:04,"(0,400)",8,0.766703,0.762185,0.805788
20230509_1841_merged.csv,00:00:55,"(2540,2940)",0,0.815165,0.820544,0.859033
20230509_1841_merged.csv,00:02:02,"(5915,6315)",2,0.683057,0.79567,0.82921
20230509_1848_merged.csv,00:00:58,"(2715,3115)",0,0.766565,0.836232,0.858941
20230509_1848_merged.csv,00:01:47,"(5153,5553)",18,0.451744,0.736882,0.6942
20230509_1848_merged.csv,00:02:25,"(7054,7454)",34,0.856094,0.73716,0.80963
20230509_1848_merged.csv,00:02:56,"(8591,8991)",4,0.70173,0.818232,0.835046
20230509_1852_merged.csv,00:00:55,"(2552,2952)",0,0.784658,0.840534,0.864167
20230509_1852_merged.csv,00:01:58,"(5725,6125)",8,0.725854,0.835466,0.860926
20230509_1852_merged.csv,00:02:53,"(8446,8846)",6,0.732103,0.829603,0.861081
20230513_1855_merged.csv,00:00:53,"(2460,2860)",0,0.796869,0.845102,0.867339
20230513_1855_merged.csv,00:01:22,"(3905,4305)",5,0.561321,0.739064,0.74093
20230513_1855_merged.csv,00:01:53,"(5454,5854)",2,0.696403,0.785433,0.813663
20230513_1855_merged.csv,00:02:44,"(7989,8389)",4,0.6374,0.812874,0.823494
20230513_1858_merged.csv,00:00:55,"(2533,2933)",0,0.775543,0.831683,0.864255
20230513_1858_merged.csv,00:01:21,"(3835,4235)",1,0.653268,0.786348,0.804387
20230513_1858_merged.csv,00:01:56,"(5590,5990)",4,0.633461,0.752957,0.781048
20230513_1858_merged.csv,00:02:47,"(8168,8568)",3,0.755631,0.849254,0.867053
20230513_1902_merged.csv,00:00:55,"(2525,2925)",0,0.812194,0.821833,0.856985
20230513_1902_merged.csv,00:01:57,"(5658,6058)",2,0.70834,0.794094,0.834831
20230513_1902_merged.csv,00:02:49,"(8246,8646)",4,0.694725,0.810825,0.828182
20230513_1906_merged.csv,00:00:14,"(490,890)",12,0.549893,0.752869,0.758162
20230513_1906_merged.csv,00:00:55,"(2575,2975)",0,0.776508,0.840787,0.864286
20230513_1906_merged.csv,00:01:25,"(4045,4445)",13,0.527877,0.729039,0.687427
20230513_1906_merged.csv,00:01:59,"(5762,6162)",2,0.719678,0.797526,0.841306
20230513_1906_merged.csv,00:02:47,"(8136,8536)",4,0.694166,0.806343,0.829609
20230513_1909_merged.csv,00:00:08,"(180,580)",18,0.569449,0.715721,0.725355
20230513_1909_merged.csv,00:00:53,"(2472,2872)",0,0.806731,0.81077,0.851043
20230513_1909_merged.csv,00:01:41,"(4833,5233)",2,0.748146,0.634757,0.725063
20230513_1909_merged.csv,00:02:43,"(7978,8378)",3,0.734513,0.832458,0.856537
20230513_1912_merged.csv,00:00:04,"(13,413)",7,0.867053,0.777157,0.837165
20230513_1912_merged.csv,00:00:53,"(2427,2827)",0,0.813831,0.816953,0.855698
20230513_1912_merged.csv,00:01:55,"(5532,5932)",2,0.744753,0.796815,0.841489
20230513_1912_merged.csv,00:02:20,"(6796,7196)",3,0.713837,0.790579,0.822197
20230513_1912_merged.csv,00:02:44,"(8003,8403)",3,0.739767,0.833062,0.857466
20230513_1915_merged.csv,00:00:53,"(2454,2854)",0,0.812194,0.822007,0.859774
20230513_1915_merged.csv,00:01:15,"(3536,3936)",8,0.728893,0.811993,0.830004
20230513_1915_merged.csv,00:01:44,"(5020,5420)",22,0.936622,0.743154,0.810661
20230513_1922_merged.csv,00:00:16,"(679,940)",6,0.80911,0.788521,0.835606
20230513_1922_merged.csv,00:00:52,"(2415,2815)",2,0.639371,0.795641,0.824045
20230513_1922_merged.csv,00:01:21,"(3923,4230)",1,0.660878,0.769017,0.791632
20230513_1922_merged.csv,00:01:53,"(5463,5863)",2,0.690135,0.801456,0.827204
20230513_1922_merged.csv,00:02:45,"(8073,8473)",4,0.703817,0.805296,0.828982
20230529_2023_merged.csv,00:00:23,"(930,1330)",8,0.612138,0.822722,0.799162
20230529_2023_merged.csv,00:01:00,"(2780,3180)",0,0.769358,0.842922,0.859806
20230529_2023_merged.csv,00:01:32,"(4407,4760)",1,0.55429,0.827777,0.780747
20230529_2023_merged.csv,00:02:04,"(5984,6384)",18,0.427619,0.776758,0.715621
20230529_2023_merged.csv,00:02:57,"(8658,9058)",4,0.609683,0.811365,0.816664
20230529_2026_merged.csv,00:00:21,"(831,1231)",8,0.567705,0.81654,0.776061
20230529_2026_merged.csv,00:00:56,"(2626,3026)",0,0.783793,0.845482,0.867231
20230529_2026_merged.csv,00:01:22,"(3920,4320)",18,0.442734,0.783609,0.7271
20230529_2026_merged.csv,00:02:29,"(7237,7637)",3,0.656091,0.805988,0.830328
20230529_2026_merged.csv,00:02:53,"(8464,8864)",4,0.635405,0.815082,0.81654
20230529_2029_merged.csv,00:00:57,"(2664,3064)",0,0.431988,0.842215,0.78003
20230529_2029_merged.csv,00:01:53,"(5451,5851)",0,0.783793,0.75114,0.80795
20230529_2029_merged.csv,00:02:32,"(7401,7801)",11,0.640838,0.744677,0.793769
20230529_2029_merged.csv,00:02:55,"(8533,8933)",4,0.628285,0.81176,0.814915
20230529_2029_merged.csv,00:03:18,"(9724,10100)",5,0.704583,0.859142,0.855173
20230529_2033_merged.csv,00:00:24,"(1020,1420)",2,0.720419,0.76856,0.816631
20230529_2033_merged.csv,00:00:57,"(2646,3046)",0,0.759282,0.839906,0.859375
20230529_2033_merged.csv,00:02:39,"(7765,8165)",8,0.620538,0.818746,0.807073
20230614_2040_merged.csv,00:00:14,"(520,920)",12,0.560079,0.763493,0.769567
20230614_2040_merged.csv,00:00:59,"(2727,3127)",0,0.756018,0.832897,0.853916
20230614_2040_merged.csv,00:02:06,"(6153,6490)",2,0.710692,0.792686,0.837149
20230614_2040_merged.csv,00:02:31,"(7327,7727)",3,0.748639,0.812512,0.83824
20230614_2040_merged.csv,00:03:23,"(9964,10364)",5,0.825381,0.850082,0.871877
20230614_2044_merged.csv,00:00:56,"(2594,2994)",0,0.801993,0.830955,0.862558
20230614_2044_merged.csv,00:01:58,"(5696,6096)",2,0.745927,0.76507,0.819422
20230614_2044_merged.csv,00:02:51,"(8378,8778)",4,0.703029,0.815397,0.831246
20230614_2047_merged.csv,00:00:59,"(2773,3173)",22,0.936622,0.787479,0.838098
20230614_2047_merged.csv,00:02:04,"(6005,6405)",2,0.65094,0.762689,0.790347
20230614_2051_merged.csv,00:00:14,"(484,884)",12,0.570647,0.751061,0.772408
20230614_2051_merged.csv,00:00:58,"(2697,3097)",0,0.786475,0.83841,0.863065
20230614_2051_merged.csv,00:02:03,"(5969,6369)",2,0.750434,0.779399,0.827636
20230614_2051_merged.csv,00:02:56,"(8588,8988)",4,0.706608,0.8122,0.829947
20230614_2051_merged.csv,00:03:19,"(9741,10141)",5,0.781473,0.84547,0.857833
20230616_2132_merged.csv,00:00:04,"(0,400)",7,0.891935,0.801891,0.85745
20230616_2132_merged.csv,00:01:00,"(2799,3199)",0,0.788485,0.827773,0.860448
20230616_2132_merged.csv,00:01:40,"(4800,5200)",13,0.508433,0.740268,0.693311
20230616_2132_merged.csv,00:02:01,"(5864,6264)",11,0.803538,0.722849,0.795636
20230616_2132_merged.csv,00:03:00,"(8807,9207)",5,0.563568,0.853167,0.83753
20230616_2136_merged.csv,00:00:14,"(508,908)",0,0.540545,0.766924,0.778668
20230616_2136_merged.csv,00:00:58,"(2723,3123)",8,0.643788,0.839476,0.847102
20230616_2136_merged.csv,00:02:04,"(6009,6409)",2,0.710296,0.793084,0.831964
20230616_2136_merged.csv,00:02:57,"(8655,9055)",4,0.645222,0.813066,0.825172
20230616_2136_merged.csv,00:03:19,"(9750,10150)",5,0.826697,0.857985,0.875154
20230616_2139_merged.csv,00:00:57,"(2636,3036)",0,0.802157,0.833413,0.862454
20230616_2139_merged.csv,00:01:58,"(5703,6103)",2,0.621579,0.743927,0.778306
20230616_2139_merged.csv,00:02:25,"(7049,7449)",12,0.691608,0.776267,0.807232
20230616_2139_merged.csv,00:03:13,"(9448,9848)",5,0.551496,0.85103,0.827568
20230616_2142_merged.csv,00:00:12,"(419,819)",35,0.74832,0.740577,0.793897
20230616_2142_merged.csv,00:00:56,"(2594,2994)",0,0.80143,0.840279,0.870248
20230616_2142_merged.csv,00:01:25,"(4048,4430)",11,0.749696,0.805282,0.835812
20230616_2142_merged.csv,00:01:58,"(5695,6095)",2,0.69611,0.763049,0.799893
20230616_2142_merged.csv,00:02:28,"(7184,7584)",3,0.69298,0.805832,0.821373
20230616_2142_merged.csv,00:02:53,"(8481,8780)",3,0.712988,0.829939,0.852349
20230704_1948_merged.csv,00:00:54,"(2480,2880)",0,0.815165,0.833624,0.864243
20230704_1948_merged.csv,00:01:52,"(5399,5799)",2,0.715636,0.680337,0.763167
20230704_1948_merged.csv,00:02:21,"(6858,7258)",4,0.662026,0.759848,0.791438
20230704_1955_merged.csv,00:00:14,"(490,890)",12,0.581623,0.760322,0.779232
20230704_1955_merged.csv,00:00:58,"(2721,3121)",0,0.808409,0.826378,0.860247
20230704_1955_merged.csv,00:02:00,"(5812,6212)",2,0.734232,0.720827,0.780453
20230704_1955_merged.csv,00:02:50,"(8295,8695)",4,0.697094,0.813285,0.827953
20230704_1959_merged.csv,00:00:14,"(477,877)",12,0.540069,0.773515,0.757853
20230704_1959_merged.csv,00:00:56,"(2580,2980)",0,0.815165,0.818866,0.857985
20230704_1959_merged.csv,00:01:57,"(5658,6058)",2,0.717055,0.772139,0.810815
20230704_1959_merged.csv,00:02:47,"(8179,8579)",3,0.743561,0.843293,0.868997
20230705_1300_merged.csv,00:00:14,"(480,880)",12,0.521427,0.768284,0.766071
20230705_1300_merged.csv,00:00:58,"(2682,3082)",0,0.796869,0.838942,0.864203
20230705_1300_merged.csv,00:01:58,"(5681,6081)",2,0.747121,0.775897,0.821422
20230705_1303_merged.csv,00:00:57,"(2630,3030)",0,0.772075,0.826806,0.855642
20230705_1303_merged.csv,00:02:00,"(5785,6185)",2,0.758251,0.757254,0.813165
20230705_1303_merged.csv,00:02:58,"(8693,9093)",8,0.776619,0.77534,0.819498
20230705_1306_merged.csv,00:00:13,"(461,861)",12,0.581623,0.780946,0.785743
20230705_1306_merged.csv,00:00:56,"(2624,3024)",0,0.783793,0.824969,0.855966
20230705_1306_merged.csv,00:01:58,"(5679,6079)",2,0.691394,0.758358,0.80159
20230705_1306_merged.csv,00:02:26,"(7169,7440)",2,0.662827,0.694563,0.764089
20230705_1306_merged.csv,00:02:47,"(8180,8580)",4,0.676124,0.81676,0.828432
20230705_1306_merged.csv,00:03:10,"(9319,9719)",5,0.560825,0.860125,0.805011
20230705_1310_merged.csv,00:00:59,"(2746,3146)",2,0.720528,0.791924,0.831743
20230705_1310_merged.csv,00:01:25,"(4121,4430)",8,0.667483,0.808205,0.814811
20230705_1310_merged.csv,00:01:54,"(5481,5881)",4,0.607461,0.756347,0.785746
20230705_1310_merged.csv,00:02:51,"(8361,8761)",4,0.625483,0.812881,0.813329
20230706_2039_merged.csv,00:00:56,"(2618,3018)",0,0.810888,0.817176,0.854322
20230706_2039_merged.csv,00:01:29,"(4296,4660)",22,0.297314,0.694003,0.64469
20230706_2039_merged.csv,00:02:02,"(5905,6305)",2,0.737122,0.757306,0.802577
20230706_2039_merged.csv,00:02:24,"(7002,7402)",8,0.731,0.827108,0.849329
20230706_2039_merged.csv,00:02:57,"(8778,8980)",5,0.826697,0.726371,0.794561
20230706_2043_merged.csv,00:00:13,"(450,850)",12,0.560079,0.687161,0.723805
20230706_2043_merged.csv,00:00:59,"(2726,3126)",7,0.883323,0.855559,0.891043
20230706_2043_merged.csv,00:01:22,"(3906,4306)",8,0.717521,0.788096,0.812521
20230706_2043_merged.csv,00:02:05,"(6055,6455)",2,0.704326,0.786638,0.817118
20230706_2043_merged.csv,00:02:59,"(8731,9131)",4,0.653601,0.804438,0.824969
20230706_2046_merged.csv,00:00:16,"(669,970)",9,0.699139,0.664999,0.732418
20230706_2046_merged.csv,00:00:58,"(2685,3085)",0,0.800956,0.831393,0.86191
20230706_2046_merged.csv,00:01:59,"(5741,6141)",2,0.683476,0.763363,0.792158
20230706_2046_merged.csv,00:02:57,"(8640,9040)",4,0.680041,0.803974,0.819567
20230706_2046_merged.csv,00:03:17,"(9719,9960)",5,0.825381,0.830371,0.861176
20230706_2050_merged.csv,00:00:12,"(387,787)",7,0.663973,0.666454,0.716837
20230706_2050_merged.csv,00:00:52,"(2386,2786)",5,0.763969,0.830089,0.854941
20230706_2050_merged.csv,00:01:57,"(5630,6030)",11,0.80932,0.73395,0.803874
20230706_2050_merged.csv,00:02:52,"(8400,8800)",4,0.603248,0.797464,0.80133
20230706_2050_merged.csv,00:03:14,"(9482,9882)",5,0.825381,0.847021,0.870375
20230707_1524_merged.csv,00:00:15,"(560,960)",6,0.753868,0.722715,0.778708
20230707_1524_merged.csv,00:00:54,"(2525,2925)",0,0.815165,0.837592,0.86677
20230707_1524_merged.csv,00:01:25,"(4034,4434)",0,0.613652,0.754403,0.765901
20230707_1524_merged.csv,00:01:54,"(5526,5926)",2,0.726878,0.786153,0.835599
20230707_1524_merged.csv,00:02:26,"(7083,7483)",5,0.754689,0.683925,0.7632
20230707_1524_merged.csv,00:02:48,"(8190,8590)",4,0.678072,0.806355,0.827912
20230707_1528_merged.csv,00:00:56,"(2598,2998)",0,0.762958,0.843118,0.86788
20230707_1528_merged.csv,00:01:24,"(3977,4377)",6,0.713158,0.809976,0.839012
20230707_1528_merged.csv,00:01:54,"(5479,5879)",2,0.738862,0.710805,0.780592
20230707_1528_merged.csv,00:02:15,"(6572,6972)",33,0.725239,0.704947,0.76389
20230707_1528_merged.csv,00:02:51,"(8340,8740)",12,0.626529,0.794732,0.797092
20230707_1531_merged.csv,00:00:58,"(2712,3112)",0,0.80645,0.838666,0.867011
20230707_1531_merged.csv,00:01:24,"(4019,4419)",2,0.73201,0.783768,0.823209
20230707_1531_merged.csv,00:01:59,"(5762,6162)",2,0.726067,0.782859,0.817536
20230707_1531_merged.csv,00:02:51,"(8356,8756)",4,0.62912,0.803582,0.81086
20230628_1436_merged.csv,00:01:15,"(3560,3960)",7,0.730735,0.761877,0.79646
20230628_1436_merged.csv,00:03:12,"(9479,9740)",8,0.750565,0.818674,0.844494
20230628_1436_merged.csv,00:03:48,"(11206,11606)",4,0.667461,0.7864,0.81698
20230628_1443_merged.csv,00:00:12,"(380,780)",8,0.651907,0.792855,0.790249
20230628_1443_merged.csv,00:00:41,"(1863,2263)",6,0.817106,0.803576,0.846691
20230628_1443_merged.csv,00:01:14,"(3527,3850)",7,0.880304,0.878105,0.904716
20230628_1443_merged.csv,00:01:37,"(4687,5060)",2,0.751461,0.787432,0.830071
20230628_1443_merged.csv,00:02:01,"(5847,6247)",8,0.766703,0.834155,0.849505
20230628_1443_merged.csv,00:03:07,"(9169,9569)",9,0.743487,0.794989,0.837954
20230628_1443_merged.csv,00:03:56,"(11621,12021)",0,0.669728,0.797342,0.821637
20230703_1734_merged.csv,00:00:09,"(241,641)",9,0.56635,0.514352,0.61198
20230703_1734_merged.csv,00:00:58,"(2797,3000)",4,0.585741,0.481349,0.581952
20230703_1734_merged.csv,00:01:31,"(4369,4769)",8,0.706458,0.441812,0.54935
20230703_1734_merged.csv,00:03:05,"(9056,9456)",0,0.701206,0.488142,0.597952
20230703_1734_merged.csv,00:04:11,"(12373,12773)",11,0.831801,0.45432,0.580391
20230703_1739_merged.csv,00:00:30,"(1320,1720)",6,0.798764,0.442556,0.56435
20230703_1739_merged.csv,00:01:25,"(4034,4434)",9,0.801612,0.546129,0.660164
20230703_1739_merged.csv,00:03:20,"(9796,10196)",19,0.505951,0.483118,0.520826
20230703_1744_merged.csv,00:00:09,"(268,668)",0,0.651854,0.475854,0.579377
20230703_1744_merged.csv,00:00:40,"(1870,2090)",11,0.594906,0.579374,0.663875
20230703_1744_merged.csv,00:01:02,"(2910,3310)",9,0.62472,0.618408,0.676063
20230703_1744_merged.csv,00:01:28,"(4205,4605)",8,0.697747,0.472933,0.57595
20230703_1744_merged.csv,00:03:08,"(9207,9607)",19,0.531161,0.463258,0.515754
20230703_1744_merged.csv,00:04:08,"(12230,12630)",11,0.817001,0.456632,0.580891
20230703_1750_merged.csv,00:00:09,"(265,665)",6,0.513928,0.443627,0.545123
20230703_1750_merged.csv,00:00:50,"(2279,2679)",9,0.781516,0.471807,0.591388
20230703_1750_merged.csv,00:01:23,"(4011,4290)",0,0.624502,0.447786,0.54389
20230703_1750_merged.csv,00:01:59,"(5741,6141)",33,0.735351,0.492332,0.60772
20230703_1750_merged.csv,00:04:07,"(12155,12555)",0,0.78538,0.438048,0.55736
20230704_2002_merged.csv,00:00:45,"(2059,2459)",6,0.787334,0.858627,0.870299
20230704_2002_merged.csv,00:01:12,"(3400,3800)",7,0.904242,0.885005,0.912405
20230704_2002_merged.csv,00:02:00,"(5797,6197)",8,0.768005,0.858592,0.865284
20230704_2002_merged.csv,00:02:32,"(7390,7790)",6,0.845993,0.789937,0.847549
20230704_2002_merged.csv,00:03:02,"(8928,9328)",0,0.612759,0.743859,0.779986
20230704_2002_merged.csv,00:03:55,"(11561,11961)",6,0.7714,0.785335,0.825844
20230704_2008_merged.csv,00:00:23,"(1006,1250)",8,0.582136,0.793608,0.804279
20230704_2008_merged.csv,00:00:44,"(2013,2413)",6,0.852881,0.857914,0.887476
20230704_2008_merged.csv,00:01:13,"(3452,3852)",7,0.826426,0.885871,0.898797
20230704_2008_merged.csv,00:02:02,"(5896,6296)",8,0.76092,0.829822,0.848637
20230704_2008_merged.csv,00:03:07,"(9148,9548)",8,0.713813,0.829803,0.849197
20230704_2008_merged.csv,00:03:44,"(11029,11429)",0,0.651951,0.804092,0.815546
20230704_2013_merged.csv,00:00:47,"(2138,2538)",6,0.852881,0.860405,0.88857
20230704_2013_merged.csv,00:01:59,"(5762,6162)",8,0.725119,0.862191,0.857796
20230704_2013_merged.csv,00:03:03,"(8937,9337)",9,0.768265,0.776611,0.818736
20230704_2013_merged.csv,00:03:46,"(11111,11511)",0,0.652692,0.801042,0.818945
20230704_2019_merged.csv,00:00:40,"(1789,2189)",7,0.730735,0.842618,0.845758
20230704_2019_merged.csv,00:01:11,"(3331,3731)",7,0.900224,0.878656,0.907514
20230704_2019_merged.csv,00:01:56,"(5605,6005)",8,0.732479,0.859211,0.859133
20230704_2019_merged.csv,00:03:40,"(10800,11200)",0,0.677666,0.819777,0.836328
20230705_1314_merged.csv,00:00:13,"(458,840)",12,0.581623,0.741618,0.762634
20230705_1314_merged.csv,00:00:39,"(1738,2138)",6,0.852881,0.851204,0.884061
20230705_1314_merged.csv,00:01:53,"(5456,5856)",8,0.691692,0.850817,0.845487
20230705_1314_merged.csv,00:02:43,"(7943,8343)",9,0.80383,0.757815,0.818992
20230705_1314_merged.csv,00:03:55,"(11560,11960)",7,0.900224,0.816701,0.870456
20230705_1319_merged.csv,00:00:39,"(1732,2132)",6,0.852881,0.87341,0.896518
20230705_1319_merged.csv,00:01:04,"(3027,3427)",7,0.855308,0.879614,0.901101
20230705_1319_merged.csv,00:01:45,"(5071,5471)",8,0.741932,0.828034,0.849581
20230705_1319_merged.csv,00:03:25,"(10065,10465)",0,0.653545,0.827103,0.833656
20230705_1319_merged.csv,00:04:01,"(11848,12248)",11,0.834448,0.828369,0.868126
20230705_1324_merged.csv,00:00:39,"(1756,2156)",6,0.832212,0.861268,0.884694
20230705_1324_merged.csv,00:01:53,"(5457,5857)",8,0.72522,0.86234,0.868644
20230705_1324_merged.csv,00:03:32,"(10427,10827)",0,0.671956,0.817524,0.833864
20230705_1329_merged.csv,00:00:38,"(1700,2100)",6,0.546927,0.873919,0.848154
20230705_1329_merged.csv,00:01:04,"(3056,3380)",7,0.892695,0.876334,0.906725
20230705_1329_merged.csv,00:01:52,"(5398,5798)",8,0.726719,0.839242,0.851192
20230705_1329_merged.csv,00:02:13,"(6470,6870)",8,0.776619,0.843805,0.860922
20230705_1329_merged.csv,00:02:50,"(8314,8714)",9,0.780083,0.775574,0.821648
20230705_1329_merged.csv,00:03:35,"(10547,10947)",0,0.787575,0.828711,0.857041
20230706_2053_merged.csv,00:00:18,"(779,1010)",6,0.799003,0.824719,0.854343
20230706_2053_merged.csv,00:00:43,"(1925,2325)",7,0.867053,0.834776,0.877796
20230706_2053_merged.csv,00:01:06,"(3080,3480)",6,0.842072,0.862398,0.888172
20230706_2053_merged.csv,00:01:31,"(4351,4751)",0,0.723782,0.80301,0.83603
20230706_2053_merged.csv,00:01:55,"(5555,5955)",8,0.739417,0.850131,0.863186
20230706_2053_merged.csv,00:03:02,"(8910,9310)",8,0.67401,0.854786,0.83336
20230706_2053_merged.csv,00:03:47,"(11142,11542)",0,0.795464,0.817793,0.852139
20230706_2059_merged.csv,00:00:44,"(2012,2412)",6,0.791375,0.86226,0.87572
20230706_2059_merged.csv,00:01:09,"(3265,3665)",7,0.868095,0.866891,0.895184
20230706_2059_merged.csv,00:01:56,"(5580,5980)",7,0.904242,0.841598,0.885161
20230706_2059_merged.csv,00:03:45,"(11034,11434)",11,0.847111,0.830246,0.871927
20230706_2059_merged.csv,00:04:18,"(12710,13110)",2,0.670104,0.774948,0.795887
20230706_2104_merged.csv,00:00:44,"(2011,2411)",6,0.7457,0.860851,0.864729
20230706_2104_merged.csv,00:01:51,"(5368,5768)",8,0.776601,0.845939,0.862662
20230706_2104_merged.csv,00:02:39,"(7749,8149)",0,0.769358,0.705895,0.772826
20230706_2104_merged.csv,00:03:30,"(10310,10710)",11,0.764944,0.812672,0.843669
20230706_2104_merged.csv,00:04:03,"(11964,12364)",11,0.826322,0.817353,0.860342
20230706_2109_merged.csv,00:00:06,"(201,430)",9,0.702817,0.665559,0.731601
