Time,Acc_X,Acc_Y,Acc_Z,Meg,Gyr_X,Gyr_Y,Gyr_Z,Ore
14:38:12:307,0.3126,0.9669,8.6419,58.0519,0.1863,-0.1129,-0.2257,191.74
14:38:12:325,0.1925,1.2337,8.4099,58.0851,0.0852,-0.0106,-0.3066,191.86
14:38:12:345,-0.2184,1.4467,8.2956,58.1864,-0.0468,0.0011,-0.3843,192.05
14:38:12:365,-0.7376,1.5923,8.319,58.2899,-0.181,-0.0798,-0.395,192.32
14:38:12:385,-1.2458,1.495,8.5576,58.4023,-0.2853,-0.2225,-0.3066,192.76
14:38:12:405,-1.378,1.6229,8.6525,58.2577,-0.2183,-0.5909,-0.1576,193.27
14:38:12:425,-0.8743,1.2855,8.6574,58.2355,-0.297,-0.5164,0.0256,193.88
14:38:12:445,-0.2772,1.0178,8.8558,58.1623,-0.494,-0.2545,0.1437,194.22
14:38:12:465,-0.0083,0.8872,9.3511,58.1233,-0.708,-0.1331,0.1565,194.18
14:38:12:485,-0.0804,0.9574,10.181,58.356,-0.8166,-0.0053,0.1491,193.93
14:38:12:505,-0.1775,0.8661,10.9456,58.6074,-0.7218,0.1224,0.1682,193.68
14:38:12:525,-0.2139,0.8408,11.4338,58.4621,-0.4493,0.1033,0.1703,193.43
14:38:12:545,-0.0432,0.8268,11.3765,58.9823,-0.1363,-0.0256,0.1693,193.23
14:38:12:565,0.3144,0.7847,10.8663,59.0143,0.0447,-0.1267,0.1522,193.12
14:38:12:585,0.4666,0.9328,10.3681,58.8298,0.1256,0.066,0.1246,193.03
14:38:12:605,0.4238,1.0965,9.9106,58.8361,0.2246,0.2406,0.1246,192.85
14:38:12:625,0.4629,1.2926,9.3432,58.656,0.3694,0.1522,0.148,192.57
14:38:12:645,0.8322,1.3761,8.7121,58.4772,0.4791,-0.0628,0.1501,192.42
14:38:12:665,1.2795,1.4037,7.9303,58.5188,0.4046,-0.2747,0.083,192.36
14:38:12:686,1.5562,1.5574,7.4239,58.5143,0.1097,-0.2757,-0.0224,192.33
14:38:12:705,1.5259,1.4976,7.4274,58.7775,-0.3748,-0.0979,-0.1054,192.27
14:38:12:726,1.1537,1.5353,8.1599,58.7555,-0.8666,0.1608,-0.148,192.18
14:38:12:745,0.5956,1.7838,9.1811,58.9309,-1.0977,0.3992,-0.1341,192.1
14:38:12:765,0.2662,1.5213,10.0746,59.1841,-1.0167,0.4365,-0.1214,192.06
14:38:12:785,0.1502,1.1179,10.6504,59.3123,-0.6718,0.2853,-0.1533,192.15
14:38:12:805,-0.0139,1.101,10.7695,59.3382,-0.2012,0.0192,-0.2033,192.34
14:38:12:825,-0.0323,1.3145,10.209,59.4225,0.1043,-0.1469,-0.2278,192.69
14:38:12:845,0.0618,1.3115,9.5317,59.1962,0.0777,-0.1948,-0.2183,193.1
14:38:12:865,0.1309,1.3855,9.3193,59.13,-0.1916,-0.0043,-0.1661,193.42
14:38:12:885,0.1109,1.2478,9.8282,59.002,-0.4546,0.2992,-0.1107,193.62
14:38:12:905,-0.0206,1.0473,10.5556,59.2698,-0.5057,0.3481,-0.0639,193.63
14:38:12:925,0.0188,0.7853,10.9979,59.4586,-0.3726,0.2481,0.0011,193.66
14:38:12:945,0.1844,0.588,11.1977,59.6135,-0.1235,0.1778,0.0607,193.81
14:38:12:965,0.2928,0.7893,11.0869,59.9996,0.1224,0.0873,0.0756,193.9
14:38:12:987,0.1403,1.1949,10.8037,60.1271,0.2672,-0.0149,0.1118,193.93
14:38:13:010,0.0508,1.5422,10.6412,60.146,0.2789,0.0117,0.1948,193.94
14:38:13:027,-0.0662,1.7627,10.7893,60.2496,0.3056,0.1373,0.2598,193.87
14:38:13:045,-0.1935,1.7788,10.9127,60.1935,0.4205,0.1586,0.2779,193.62
14:38:13:068,-0.3932,1.6693,10.8709,59.8218,0.6271,0.0873,0.2683,193.3
14:38:13:092,-0.7656,1.767,10.585,59.727,0.8081,-0.0575,0.2481,193.02
14:38:13:108,-1.0915,2.13,10.3179,59.7108,0.8507,-0.2672,0.2214,192.81
14:38:13:125,-0.661,1.4821,9.71,59.7794,0.6143,-0.741,0.2204,192.61
14:38:13:146,0.2283,0.2956,9.4383,59.9925,0.0224,-0.6622,0.2076,192.55
14:38:13:166,0.2748,-0.5553,10.1781,60.2532,-0.3971,0.1235,0.1746,192.46
14:38:13:190,-0.4672,-0.6307,11.109,60.4073,-0.2012,0.4578,0.1192,191.89
14:38:13:207,-0.9736,-0.4028,11.0488,60.4738,0.3375,-0.0373,0.0649,191.26
14:38:13:226,-0.7967,-0.232,9.8066,60.5926,0.7793,-0.5621,-0.0192,191.22
14:38:13:246,-0.6714,0.0732,8.5277,60.5727,0.7421,-0.5313,-0.0894,191.54
14:38:13:266,-0.6129,0.4156,7.7686,60.5954,0.3343,-0.1214,-0.0596,191.72
14:38:13:291,-0.5019,0.399,7.6192,60.8219,-0.1469,0.3748,-0.0277,191.68
14:38:13:306,-0.6227,0.3518,8.0127,60.9826,-0.4653,0.609,-0.0319,191.43
14:38:13:325,-0.8595,0.5443,8.4406,61.1965,-0.477,0.6079,-0.0149,191.21
14:38:13:346,-1.0559,0.7445,8.7116,61.0849,-0.3013,0.4493,0.0511,191.13
14:38:13:373,-0.9507,1.0499,8.6897,61.0146,-0.116,0.2832,0.1757,191.19
14:38:13:390,-0.5635,1.2557,8.5291,61.0283,0.0053,0.2193,0.2214,191.27
14:38:13:405,-0.4787,1.492,8.4327,60.8223,0.0202,0.0926,0.1735,191.16
14:38:13:425,-0.5303,1.5637,8.4419,60.7084,-0.0138,-0.0202,0.1139,190.96
14:38:13:446,-0.6396,1.5141,8.5356,60.7123,-0.0862,-0.0586,0.1011,190.81
14:38:13:473,-0.7132,1.51,8.9081,60.6066,-0.1203,0.0383,0.1597,190.71
14:38:13:485,-0.6575,1.4996,9.3109,60.6756,-0.0777,0.1405,0.1938,190.58
14:38:13:506,-0.6545,1.6687,9.6604,60.7886,0.0181,0.1288,0.1448,190.35
14:38:13:526,-0.8205,1.8819,9.8787,60.8848,0.1416,0.1139,0.0479,190.11
14:38:13:548,-1.1939,2.2463,9.975,60.8391,0.263,0.0266,-0.0373,189.94
14:38:13:571,-1.3491,2.5049,10.0262,61.199,0.3098,-0.1171,-0.0522,189.88
14:38:13:587,-1.1274,2.3925,10.0345,60.9142,0.2289,-0.1863,-0.0405,189.98
14:38:13:606,-0.6961,1.9186,10.149,60.9221,0.0096,-0.1863,-0.0192,190.11
14:38:13:626,-0.3754,1.5902,10.7189,60.8041,-0.2214,-0.1512,-0.016,190.18
14:38:13:646,-0.1792,1.3201,11.4484,60.4982,-0.2662,-0.1065,0,190.2
14:38:13:671,0.1074,1.0672,12.061,60.8411,-0.0767,-0.0926,0.0181,190.19
14:38:13:686,0.2762,1.1892,12.2199,60.9032,0.2896,-0.1331,-0.0096,190.19
14:38:13:706,0.0487,2.1315,11.8432,61.0679,0.7027,-0.2534,-0.1448,190.21
14:38:13:726,0.4418,1.5382,10.4894,61.5502,0.7538,-0.543,-0.231,190.27
14:38:13:754,0.784,0.8503,9.6352,61.4304,0.3875,-0.1991,-0.3268,190.57
14:38:13:771,0.1085,0.8962,9.784,61.3355,0.1054,0.346,-0.4216,190.86
14:38:13:787,-0.6039,0.5829,9.944,61.1735,0.0969,0.2236,-0.4429,190.85
14:38:13:806,-0.8908,0.2043,9.7357,60.7602,0.2427,-0.197,-0.3599,191.15
14:38:13:826,-0.8013,0.1073,9.3034,60.7546,0.2747,-0.4546,-0.1767,191.83
14:38:13:852,-0.1252,0.2804,8.9604,60.5976,0.1246,-0.4546,-0.0011,192.51
14:38:13:869,0.7979,0.1117,8.7533,60.7648,-0.1373,-0.2981,0.033,192.89
14:38:13:886,1.3744,-0.0771,8.6538,60.6411,-0.3716,0.0277,-0.1001,192.92
14:38:13:906,1.2259,0.1635,8.6828,60.7404,-0.4386,0.3311,-0.3162,192.75
14:38:13:926,0.4786,0.7569,8.6122,61.0676,-0.3449,0.3343,-0.4674,192.6
14:38:13:953,-0.1901,1.2181,8.322,60.9608,-0.1991,0.2002,-0.4684,192.78
14:38:13:965,-0.5393,1.6728,8.023,61.1613,-0.1278,0.1512,-0.3503,193.33
14:38:13:986,-0.5807,1.945,7.7797,61.0019,-0.1278,0.0937,-0.2033,193.93
14:38:14:006,-0.4171,1.9461,7.8102,60.7911,-0.1725,-0.0373,-0.0713,194.39
14:38:14:026,-0.1404,1.8511,8.0317,60.4937,-0.2065,-0.1086,0.0106,194.72
14:38:14:052,-0.0353,1.9313,8.4561,60.5109,-0.1746,-0.0798,0.0681,194.9
14:38:14:065,0.2844,1.9324,8.7649,60.4779,-0.099,-0.0266,0.1086,194.93
14:38:14:086,0.4882,1.7678,8.9693,60.31,-0.033,0.0096,0.0596,194.86
14:38:14:106,0.2864,1.8357,9.2588,60.4784,-0.0043,-0.0309,0.0181,194.72
14:38:14:126,0.0348,2.1293,9.7021,60.5657,0.0394,-0.0256,0.0745,194.65
14:38:14:150,0.0371,2.2883,9.9582,60.2602,0.0788,0.066,0.1789,194.65
14:38:14:167,0.2284,2.2365,10.2252,60.4147,0.1341,0.2257,0.2364,194.58
14:38:14:185,0.2982,2.1745,10.5171,60.3721,0.2119,0.3503,0.1927,194.32
14:38:14:206,-0.0286,2.2144,10.7218,60.4641,0.3535,0.3428,0.0798,193.98
14:38:14:233,-0.6635,2.3122,10.6373,60.659,0.4227,0.1459,0.049,193.69
14:38:14:246,-1.0988,2.2146,10.4924,60.5399,0.3151,0.0085,0.1586,193.63
14:38:14:265,-1.2527,1.9232,10.683,60.7005,0.0628,0.1512,0.4269,193.67
14:38:14:323,-1.1447,1.6883,11.2897,60.5796,0.0075,0.527,0.7644,193.53
14:38:14:331,-1.0182,2.1183,11.7293,60.4277,0.2906,0.6611,1.0327,192.95
14:38:14:332,-0.4044,2.5083,11.6333,60.4745,0.7783,0.1512,0.9954,191.99
14:38:14:346,0.3583,2.1813,10.5162,60.3223,1.0891,-0.7495,0.5398,190.92
14:38:14:366,0.6274,0.9276,9.0817,60.1905,0.8528,-0.9773,0.0575,190.2
14:38:14:386,0.096,0.0231,8.6165,60.428,0.3588,-0.3897,-0.148,189.86
14:38:14:406,-0.8748,-0.2551,8.8707,60.469,-0.0192,0.1192,-0.1011,189.63
14:38:14:427,-1.4176,0.2402,9.2286,60.6208,-0.2076,-0.0841,0.066,189.44
14:38:14:446,-0.7665,0.3037,9.0785,60.6716,-0.346,-0.4301,0.1863,189.48
14:38:14:466,0.3127,-0.2273,8.523,60.8181,-0.6186,-0.4546,0.1224,189.68
14:38:14:487,0.376,-0.119,8.6266,60.7473,-0.889,-0.1927,0.0106,189.65
14:38:14:515,-0.2423,0.3336,9.0623,60.7374,-0.8922,0.1884,0.0479,189.45
14:38:14:525,-0.6254,0.8151,9.2939,60.6081,-0.6367,0.3865,0.2087,189.24
14:38:14:546,-0.5933,1.2709,9.0189,60.7132,-0.2491,0.1597,0.3609,189.03
14:38:14:566,0.0009,1.4408,8.3407,60.6271,0.033,-0.1714,0.4269,188.85
14:38:14:586,0.6475,1.3297,7.7443,61.3137,0.1384,-0.1672,0.4056,188.7
14:38:14:610,0.8195,1.3507,7.4548,61.1279,0.1352,0.0192,0.3098,188.35
14:38:14:625,0.4724,1.9746,7.5132,61.2764,0.1001,0.083,0.2087,187.82
14:38:14:645,0.3529,2.1901,7.6632,61.4286,-0.0064,-0.0192,0.132,187.33
14:38:14:665,0.3656,2.0218,8.2115,61.1577,-0.0948,-0.0852,0.0383,187.08
14:38:14:685,0.2282,2.185,8.8617,61.1042,-0.1512,0.0692,-0.0298,186.97
14:38:14:707,-0.0007,2.3943,9.5377,60.9658,-0.132,0.2587,-0.1097,186.86
14:38:14:725,-0.2222,2.4737,10.0652,61.0859,-0.1107,0.2438,-0.2119,186.75
14:38:14:746,-0.5364,2.5259,10.7638,61.0908,-0.148,0.2172,-0.28,186.78
14:38:14:765,-0.9871,2.6979,11.4433,61.0331,-0.116,0.231,-0.2417,187
14:38:14:785,-1.0562,2.6055,11.9595,61.1509,-0.0437,0.1352,-0.1554,187.29
14:38:14:805,-1.1251,2.4218,12.3402,61.4956,0.0213,-0.0149,-0.0564,187.58
14:38:14:825,-1.3648,2.9952,12.9002,61.7103,0.1821,-0.0809,0.0479,187.86
14:38:14:846,-1.2337,3.2506,12.761,62.0969,0.2608,-0.1352,0.2065,188.03
14:38:14:865,0.3944,1.3402,12.01,62.2482,0.0649,-0.3726,0.2821,188.06
14:38:14:885,1.2917,-0.568,11.6493,62.161,-0.1278,0.0852,0.0373,187.99
14:38:14:906,0.1685,-0.9221,11.9963,62.194,0.0447,0.5419,-0.2449,187.67
14:38:14:926,-1.1521,-0.6178,11.4222,62.0488,0.3843,0.2619,-0.2385,187.15
14:38:14:946,-1.1185,-0.6635,9.9319,62.1093,0.362,-0.2002,-0.0373,187.31
14:38:14:966,-0.3433,-0.5823,8.8116,62.2888,-0.0798,-0.2992,0.1363,187.85
14:38:14:986,0.294,-0.3278,8.2408,62.1347,-0.5291,0.0873,0.2044,188.16
14:38:15:006,0.3815,0.124,7.9904,62.1636,-0.7314,0.4333,0.116,187.96
14:38:15:026,0.038,0.7763,7.942,62.1793,-0.6452,0.3503,-0.0085,187.47
