Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
16:41:52:164,473,-87.0,477,,124,
16:41:54:203,473,-86.0,477,,124,
16:41:56:155,473,-85.0,477,,124,
16:41:58:159,473,-85.0,477,,124,
16:42:00:154,473,-85.0,477,,124,
16:42:02:152,473,-90.0,477,,124,
16:42:04:153,473,-83.0,477,,124,
16:42:06:152,473,-78.0,477,,124,
16:42:08:151,473,-77.0,477,,124,
16:42:10:149,473,-80.0,477,,124,
16:42:12:147,473,-84.0,477,,124,
16:42:14:146,473,-89.0,477,,124,
16:42:16:145,473,-79.0,477,,124,
16:42:18:143,473,-80.0,477,,124,
16:42:20:144,473,-80.0,477,,124,
16:42:22:147,473,-72.0,477,,124,
16:42:24:142,473,-80.0,477,,124,
16:42:26:142,473,-83.0,477,,124,
16:42:28:142,473,-82.0,477,,124,
16:42:30:137,473,-81.0,477,,124,
16:42:32:135,473,-77.0,477,,124,
16:42:34:143,473,-78.0,477,,124,
16:42:36:156,473,-84.0,477,,124,
16:42:38:137,473,-82.0,477,,124,
16:42:40:133,473,-82.0,477,,124,
16:42:42:137,473,-95.0,477,,124,
16:42:44:128,473,-90.0,477,,124,
16:42:46:132,473,-97.0,477,,124,
16:42:48:126,473,-96.0,477,,124,
16:42:50:127,473,-98.0,477,,124,
16:42:52:126,473,-101.0,477,,124,
16:42:54:127,473,-92.0,477,,124,
16:42:56:126,473,-92.0,477,,124,
16:42:58:125,473,-87.0,477,,124,
16:43:00:119,473,-90.0,477,,124,
16:43:02:121,473,-86.0,477,,124,
16:43:04:118,473,-88.0,477,,124,
16:43:06:116,473,-94.0,477,,124,
16:43:08:116,473,-91.0,477,,124,
16:43:10:117,473,-97.0,477,,124,
16:43:12:121,473,-96.0,477,-102.0,124,
16:43:14:113,473,-93.0,477,-103.0,124,
16:43:16:116,473,-93.0,477,-99.0,124,
16:43:18:109,473,-96.0,477,-101.0,124,
16:43:20:112,473,-97.0,477,-101.0,124,
16:43:22:113,473,-109.0,477,-110.0,124,
16:43:24:109,473,-109.0,477,-99.0,124,
16:43:26:107,473,-113.0,477,-93.0,124,
16:43:28:105,473,-103.0,477,-95.0,124,
16:43:30:103,473,-98.0,477,-98.0,124,
16:43:32:154,473,-93.0,477,-97.0,124,
16:43:34:103,473,-97.0,477,-101.0,124,
16:43:36:102,473,-97.0,477,-98.0,124,
16:43:38:102,473,-88.0,477,-100.0,124,
16:43:40:106,473,-93.0,477,-105.0,124,
16:43:42:108,473,-88.0,477,-109.0,124,
16:43:44:098,473,-87.0,477,-108.0,124,
16:43:46:094,473,-81.0,477,-97.0,124,
16:43:48:093,473,-86.0,477,-104.0,124,
16:43:50:095,473,-84.0,477,-105.0,124,
16:43:52:093,473,-81.0,477,-100.0,124,
16:43:54:093,473,-83.0,477,-97.0,124,
16:43:56:105,473,-93.0,477,-102.0,124,
16:43:58:091,473,-92.0,477,-95.0,124,
16:44:00:086,473,-98.0,477,-92.0,124,
16:44:02:093,473,-101.0,477,-85.0,124,
16:44:04:088,473,-104.0,477,-92.0,124,
16:44:06:086,473,-101.0,477,-83.0,124,
16:44:08:084,473,-102.0,477,-84.0,124,
16:44:10:082,473,-102.0,477,-82.0,124,
16:44:12:081,473,-102.0,477,-81.0,124,
16:44:14:085,473,-102.0,477,-73.0,124,
16:44:16:079,473,-102.0,477,-72.0,124,
16:44:18:082,473,-102.0,477,-76.0,124,
16:44:20:085,473,-102.0,477,-82.0,124,
16:44:22:082,473,-99.0,477,-79.0,124,
16:44:24:167,473,-99.0,477,-81.0,124,
16:44:26:075,473,-99.0,477,-80.0,124,
16:44:28:073,473,-99.0,477,-70.0,124,
16:44:30:077,473,-99.0,477,-81.0,124,
16:44:32:069,473,-99.0,477,-79.0,124,
16:44:34:070,473,-99.0,477,-83.0,124,
16:44:36:068,473,-99.0,477,-77.0,124,
16:44:38:069,473,-105.0,477,-82.0,124,
16:44:40:066,473,-105.0,477,-78.0,124,
16:44:42:067,473,-105.0,477,-80.0,124,
16:44:44:064,473,-105.0,477,-84.0,124,
16:44:46:065,473,-85.0,477,-82.0,124,
16:44:48:065,473,-85.0,477,-82.0,124,
16:44:50:064,473,-96.0,477,-87.0,124,
16:44:52:064,473,-92.0,477,-86.0,124,
16:44:54:061,473,-88.0,477,-88.0,124,
16:44:56:058,473,-87.0,477,-89.0,124,
16:44:58:055,473,-95.0,477,-87.0,124,
16:45:00:095,473,-93.0,477,-89.0,124,
16:45:02:056,473,-98.0,477,-92.0,124,
16:45:04:056,473,-101.0,477,-91.0,124,
16:45:06:055,473,-106.0,477,-91.0,124,
16:45:08:054,473,-101.0,477,-89.0,124,
16:45:10:051,473,-102.0,477,-88.0,124,
16:45:12:048,473,-113.0,477,-95.0,124,
16:45:14:049,473,-111.0,477,-93.0,124,
16:45:16:046,473,-107.0,477,-92.0,124,
16:45:18:046,473,-113.0,477,-92.0,124,
16:45:20:047,473,,477,-90.0,124,
16:45:22:051,473,,477,-80.0,124,
16:45:24:044,473,,477,-76.0,124,
16:45:26:043,473,,477,-78.0,124,
16:45:28:042,473,,477,-80.0,124,
16:45:30:040,473,,477,-77.0,124,
16:45:32:036,473,,477,-81.0,124,
