Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
19:41:19:052,473,-88.0,477,,124,
19:41:21:235,473,-84.0,477,,124,
19:41:23:031,473,-84.0,477,,124,
19:41:25:029,473,-90.0,477,,124,
19:41:27:031,473,-88.0,477,,124,
19:41:29:026,473,-84.0,477,,124,
19:41:31:025,473,-81.0,477,,124,
19:41:33:025,473,-74.0,477,,124,
19:41:35:024,473,-81.0,477,,124,
19:41:37:022,473,-81.0,477,,124,
19:41:39:026,473,-87.0,477,,124,
19:41:41:025,473,-84.0,477,,124,
19:41:43:024,473,-83.0,477,,124,
19:41:45:020,473,-82.0,477,,124,
19:41:47:020,473,-68.0,477,,124,
19:41:49:019,473,-82.0,477,,124,
19:41:51:017,473,-83.0,477,,124,
19:41:53:089,473,-84.0,477,,124,
19:41:55:016,473,-80.0,477,,124,
19:41:57:016,473,-81.0,477,,124,
19:41:59:015,473,-78.0,477,,124,
19:42:01:018,473,-87.0,477,,124,
19:42:03:010,473,-94.0,477,,124,
19:42:05:010,473,-92.0,477,,124,
19:42:07:007,473,-88.0,477,,124,
19:42:09:006,473,-96.0,477,,124,
19:42:11:013,473,-100.0,477,,124,
19:42:13:005,473,-98.0,477,,124,
19:42:15:001,473,-96.0,477,,124,
19:42:17:005,473,-93.0,477,,124,
19:42:19:001,473,-91.0,477,,124,
19:42:20:998,473,-91.0,477,,124,
19:42:22:997,473,-91.0,477,,124,
19:42:24:997,473,-95.0,477,,124,
19:42:26:998,473,-95.0,477,,124,
19:42:29:036,473,-100.0,477,,124,
19:42:30:993,473,-101.0,477,,124,
19:42:32:994,473,-98.0,477,,124,
19:42:34:994,473,-100.0,477,,124,
19:42:36:990,473,-95.0,477,,124,
19:42:38:991,473,-105.0,477,,124,
19:42:40:993,473,-103.0,477,,124,
19:42:42:990,473,-110.0,477,-106.0,124,
19:42:44:986,473,-116.0,477,-98.0,124,
19:42:46:986,473,-98.0,477,-94.0,124,-123.0
19:42:48:986,473,-99.0,477,-99.0,124,-123.0
19:42:50:980,473,-97.0,477,-97.0,124,-123.0
19:42:52:983,473,-101.0,477,-96.0,124,-120.0
19:42:54:981,473,-96.0,477,-100.0,124,-120.0
19:42:56:980,473,-94.0,477,-104.0,124,-119.0
19:42:58:978,473,-98.0,477,-103.0,124,-119.0
19:43:01:012,473,-91.0,477,-102.0,124,-119.0
19:43:02:975,473,-90.0,477,-103.0,124,-119.0
19:43:04:976,473,-89.0,477,-99.0,124,-119.0
19:43:06:973,473,-85.0,477,-101.0,124,-119.0
19:43:08:974,473,-84.0,477,-99.0,124,-119.0
19:43:10:976,473,-84.0,477,-102.0,124,-119.0
19:43:12:970,473,-88.0,477,-99.0,124,-119.0
19:43:14:984,473,-98.0,477,-93.0,124,-119.0
19:43:16:967,473,-101.0,477,-98.0,124,-119.0
19:43:18:968,473,-101.0,477,-94.0,124,-119.0
19:43:20:968,473,-104.0,477,-90.0,124,-119.0
19:43:22:967,473,-103.0,477,-88.0,124,-119.0
19:43:24:964,473,-98.0,477,-92.0,124,-119.0
19:43:26:966,473,-104.0,477,-89.0,124,-119.0
19:43:28:960,473,-96.0,477,-84.0,124,-119.0
19:43:30:962,473,-96.0,477,-86.0,124,-119.0
19:43:32:962,473,-101.0,477,-75.0,124,-119.0
19:43:34:961,473,-101.0,477,-78.0,124,-119.0
19:43:36:975,473,-101.0,477,-84.0,124,-119.0
19:43:38:961,473,,477,-81.0,124,-119.0
19:43:40:955,473,,477,-82.0,124,-119.0
19:43:42:954,473,,477,-82.0,124,-119.0
19:43:44:956,473,,477,-80.0,124,-119.0
19:43:46:958,473,,477,-80.0,124,-119.0
19:43:48:957,473,,477,-85.0,124,-119.0
19:43:50:949,473,,477,-87.0,124,-119.0
19:43:52:948,473,,477,-84.0,124,-119.0
19:43:54:948,473,,477,-83.0,124,-119.0
19:43:56:949,473,-44.0,477,-80.0,124,-119.0
19:43:58:944,473,-94.0,477,-85.0,124,-119.0
19:44:00:953,473,-91.0,477,-89.0,124,-119.0
19:44:02:944,473,-98.0,477,-88.0,124,-119.0
19:44:04:952,473,-92.0,477,-87.0,124,-119.0
19:44:06:941,473,-91.0,477,-91.0,124,-119.0
19:44:08:940,473,-87.0,477,-87.0,124,-119.0
19:44:10:938,473,-93.0,477,-89.0,124,-119.0
19:44:12:951,473,-95.0,477,-89.0,124,-119.0
19:44:14:940,473,-97.0,477,-88.0,124,-119.0
19:44:16:939,473,-92.0,477,-92.0,124,-119.0
19:44:18:936,473,-104.0,477,-90.0,124,-119.0
19:44:20:937,473,-106.0,477,-93.0,124,-119.0
19:44:22:932,473,-108.0,477,-92.0,124,-119.0
19:44:24:937,473,-109.0,477,-93.0,124,-119.0
19:44:26:929,473,-117.0,477,-96.0,124,-119.0
19:44:28:932,473,-111.0,477,-93.0,124,-119.0
19:44:30:929,473,-118.0,477,-96.0,124,-119.0
19:44:32:929,473,-110.0,477,-92.0,124,-119.0
19:44:34:932,473,-114.0,477,-81.0,124,-119.0
19:44:36:928,473,-106.0,477,-85.0,124,-119.0
19:44:38:924,473,-100.0,477,-85.0,124,-119.0
19:44:40:925,473,-102.0,477,-85.0,124,-119.0
19:44:42:920,473,-102.0,477,-85.0,124,-119.0
19:44:44:919,473,-106.0,477,-85.0,124,-119.0
19:44:46:919,473,,477,-87.0,124,-119.0
