Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
20:06:06:020,473,,477,-88.0,124,
20:06:08:080,473,,477,-90.0,124,
20:06:10:014,473,,477,-89.0,124,
20:06:12:011,473,,477,-90.0,124,
20:06:14:011,473,,477,-91.0,124,
20:06:16:015,473,,477,-86.0,124,
20:06:18:012,473,,477,-91.0,124,
20:06:20:011,473,,477,-91.0,124,
20:06:22:007,473,,477,-96.0,124,
20:06:24:004,473,,477,-90.0,124,
20:06:26:019,473,,477,-91.0,124,
20:06:28:008,473,,477,-89.0,124,
20:06:30:008,473,,477,-89.0,124,
20:06:32:002,473,,477,-90.0,124,
20:06:34:000,473,,477,-88.0,124,
20:06:36:001,473,,477,-88.0,124,
20:06:38:002,473,,477,-91.0,124,
20:06:39:998,473,,477,-90.0,124,
20:06:41:996,473,-95.0,477,-81.0,124,
20:06:44:035,473,-95.0,477,-85.0,124,
20:06:45:994,473,-99.0,477,-79.0,124,
20:06:47:995,473,-99.0,477,-81.0,124,
20:06:49:998,473,-89.0,477,-80.0,124,
20:06:51:994,473,-89.0,477,-79.0,124,
20:06:53:990,473,-89.0,477,-81.0,124,
20:06:55:989,473,-89.0,477,-78.0,124,
20:06:57:988,473,-89.0,477,-84.0,124,
20:06:59:987,473,-104.0,477,-89.0,124,
20:07:01:989,473,-106.0,477,-92.0,124,
20:07:03:983,473,-107.0,477,-91.0,124,
20:07:05:988,473,-109.0,477,-90.0,124,
20:07:07:982,473,-108.0,477,-89.0,124,
20:07:09:981,473,-108.0,477,-81.0,124,
20:07:11:980,473,-108.0,477,-76.0,124,
20:07:13:984,473,-108.0,477,-82.0,124,
20:07:15:977,473,-101.0,477,-84.0,124,
20:07:18:041,473,-102.0,477,-84.0,124,
20:07:19:975,473,-99.0,477,-88.0,124,
20:07:21:974,473,-103.0,477,-84.0,124,
20:07:23:973,473,,477,-88.0,124,
20:07:25:971,473,,477,-88.0,124,
20:07:27:973,473,,477,-91.0,124,
20:07:29:969,473,,477,-93.0,124,
20:07:31:979,473,-102.0,477,-97.0,124,
20:07:33:967,473,-94.0,477,-94.0,124,
20:07:35:968,473,-101.0,477,-94.0,124,
20:07:37:966,473,-93.0,477,-89.0,124,
20:07:39:967,473,-92.0,477,-98.0,124,
20:07:41:964,473,-97.0,477,-98.0,124,
20:07:43:965,473,-89.0,477,-97.0,124,
20:07:45:961,473,-80.0,477,-94.0,124,
20:07:47:960,473,-86.0,477,-105.0,124,
20:07:49:957,473,-90.0,477,-99.0,124,
20:07:52:015,473,-97.0,477,-100.0,124,
20:07:53:955,473,-99.0,477,-107.0,124,
20:07:55:955,473,-95.0,477,-100.0,124,
20:07:57:956,473,-100.0,477,-96.0,124,
20:07:59:957,473,-102.0,477,-103.0,124,
20:08:01:952,473,-102.0,477,-95.0,124,
20:08:03:951,473,,477,-89.0,124,
20:08:05:955,473,,477,-93.0,124,
20:08:07:954,473,,477,-91.0,124,
20:08:09:947,473,,477,-91.0,124,
20:08:11:947,473,,477,-94.0,124,
20:08:13:945,473,-105.0,477,-103.0,124,
20:08:15:946,473,-112.0,477,-99.0,124,
20:08:17:943,473,-99.0,477,-96.0,124,
20:08:19:944,473,-98.0,477,-98.0,124,
20:08:21:940,473,-99.0,477,-98.0,124,
20:08:23:940,473,-101.0,477,-101.0,124,
20:08:26:016,473,-94.0,477,-98.0,124,-132.0
20:08:27:938,473,-100.0,477,-98.0,124,-132.0
20:08:29:938,473,-95.0,477,-113.0,124,-132.0
20:08:31:935,473,-93.0,477,-104.0,124,-132.0
20:08:33:933,473,-92.0,477,-108.0,124,-132.0
20:08:35:936,473,-95.0,477,-111.0,124,-132.0
20:08:37:933,473,-95.0,477,-116.0,124,-132.0
20:08:39:932,473,-92.0,477,-112.0,124,-132.0
20:08:41:929,473,-94.0,477,-114.0,124,-132.0
20:08:43:929,473,-92.0,477,-111.0,124,-132.0
20:08:45:929,473,-92.0,477,-112.0,124,-132.0
20:08:47:929,473,-89.0,477,-109.0,124,-132.0
20:08:49:938,473,-95.0,477,-117.0,124,-132.0
20:08:51:925,473,-86.0,477,-105.0,124,-132.0
20:08:53:925,473,-86.0,477,-107.0,124,-132.0
20:08:55:921,473,-84.0,477,,124,-132.0
20:08:57:924,473,-85.0,477,,124,-132.0
20:08:59:923,473,-85.0,477,,124,-132.0
20:09:01:923,473,-78.0,477,,124,-132.0
20:09:03:919,473,-73.0,477,,124,-132.0
20:09:05:919,473,-76.0,477,,124,-132.0
20:09:08:008,473,-84.0,477,,124,-132.0
20:09:09:918,473,-76.0,477,,124,-132.0
20:09:11:915,473,-77.0,477,,124,-132.0
20:09:13:923,473,-68.0,477,,124,-132.0
20:09:15:912,473,-69.0,477,,124,-132.0
20:09:17:912,473,-80.0,477,,124,-132.0
20:09:19:909,473,-82.0,477,,124,-132.0
20:09:21:910,473,-86.0,477,,124,-132.0
20:09:23:908,473,-86.0,477,,124,-132.0
20:09:25:908,473,-84.0,477,,124,-132.0
20:09:27:905,473,-77.0,477,,124,-132.0
20:09:29:906,473,-74.0,477,,124,-132.0
20:09:31:902,473,-85.0,477,,124,-132.0
20:09:33:900,473,-85.0,477,,124,-132.0
20:09:35:900,473,-85.0,477,,124,-132.0
20:09:37:899,473,-87.0,477,,124,-132.0
20:09:39:899,473,-80.0,477,,124,-132.0
20:09:41:903,473,-85.0,477,,124,-132.0
20:09:43:894,473,-83.0,477,,124,-132.0
