Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
16:49:08:106,473,,477,-86.0,124,
16:49:10:223,473,,477,-87.0,124,
16:49:12:097,473,,477,-87.0,124,
16:49:14:095,473,,477,-90.0,124,
16:49:16:097,473,,477,-87.0,124,
16:49:18:092,473,,477,-88.0,124,
16:49:20:095,473,,477,-88.0,124,
16:49:22:093,473,,477,-91.0,124,
16:49:24:092,473,,477,-86.0,124,
16:49:26:092,473,,477,-90.0,124,
16:49:28:087,473,,477,-88.0,124,
16:49:30:088,473,,477,-86.0,124,
16:49:32:085,473,,477,-83.0,124,
16:49:34:091,473,-95.0,477,-88.0,124,
16:49:36:089,473,-94.0,477,-87.0,124,
16:49:38:088,473,-94.0,477,-83.0,124,
16:49:40:083,473,-93.0,477,-88.0,124,
16:49:42:084,473,-101.0,477,-79.0,124,
16:49:44:185,473,-101.0,477,-82.0,124,
16:49:46:080,473,-101.0,477,-77.0,124,
16:49:48:077,473,-101.0,477,-76.0,124,
16:49:50:075,473,-101.0,477,-74.0,124,
16:49:52:079,473,-101.0,477,-70.0,124,
16:49:54:077,473,-101.0,477,-71.0,124,
16:49:56:073,473,-101.0,477,-81.0,124,
16:49:58:072,473,,477,-83.0,124,
16:50:00:072,473,,477,-86.0,124,
16:50:02:068,473,,477,-87.0,124,
16:50:04:067,473,,477,-87.0,124,
16:50:06:066,473,,477,-88.0,124,
16:50:08:079,473,,477,-83.0,124,
16:50:10:064,473,,477,-80.0,124,
16:50:12:066,473,,477,-79.0,124,
16:50:14:063,473,,477,-78.0,124,
16:50:16:065,473,-103.0,477,-86.0,124,
16:50:18:063,473,-107.0,477,-87.0,124,
16:50:20:058,473,-114.0,477,-89.0,124,
16:50:22:057,473,-104.0,477,-80.0,124,
16:50:24:057,473,-100.0,477,-83.0,124,
16:50:26:060,473,-96.0,477,-87.0,124,
16:50:28:058,473,-96.0,477,-90.0,124,
16:50:30:123,473,-103.0,477,-87.0,124,
16:50:32:053,473,-103.0,477,-89.0,124,
16:50:34:053,473,-95.0,477,-94.0,124,
16:50:36:051,473,-90.0,477,-94.0,124,
16:50:38:048,473,-93.0,477,-91.0,124,
16:50:40:047,473,-90.0,477,-98.0,124,
16:50:42:048,473,-89.0,477,-98.0,124,
16:50:44:050,473,-90.0,477,-100.0,124,
16:50:46:043,473,-88.0,477,-107.0,124,
16:50:48:042,473,-85.0,477,-103.0,124,
16:50:50:048,473,-87.0,477,-99.0,124,
16:50:52:041,473,-93.0,477,-99.0,124,
16:50:54:041,473,-93.0,477,-106.0,124,
16:50:56:039,473,-96.0,477,-97.0,124,
16:50:58:038,473,-100.0,477,-99.0,124,
16:51:00:037,473,-98.0,477,-100.0,124,
16:51:02:038,473,-102.0,477,-93.0,124,
16:51:04:034,473,-103.0,477,-89.0,124,
16:51:06:035,473,-99.0,477,-91.0,124,
16:51:08:101,473,-101.0,477,-95.0,124,
16:51:10:030,473,-105.0,477,-92.0,124,
16:51:12:037,473,-107.0,477,-95.0,124,
16:51:14:027,473,-108.0,477,-99.0,124,
16:51:16:027,473,-109.0,477,-102.0,124,
16:51:18:030,473,-100.0,477,-99.0,124,
16:51:20:028,473,-99.0,477,-95.0,124,
16:51:22:024,473,-100.0,477,-100.0,124,
16:51:24:025,473,-99.0,477,-100.0,124,
16:51:26:022,473,-98.0,477,-105.0,124,
16:51:28:026,473,-101.0,477,-103.0,124,
16:51:30:020,473,-99.0,477,,124,
16:51:32:024,473,-100.0,477,,124,
16:51:34:024,473,-88.0,477,,124,
16:51:36:026,473,-96.0,477,,124,
16:51:38:016,473,-97.0,477,,124,
16:51:40:068,473,-105.0,477,,124,
16:51:42:013,473,-94.0,477,,124,
16:51:44:019,473,-99.0,477,,124,
16:51:46:011,473,-94.0,477,,124,
16:51:48:010,473,-99.0,477,,124,
16:51:50:012,473,-94.0,477,,124,
16:51:52:007,473,-92.0,477,,124,
16:51:54:006,473,-86.0,477,,124,
16:51:56:006,473,-91.0,477,,124,
16:51:58:007,473,-90.0,477,,124,
16:52:00:004,473,-81.0,477,,124,
16:52:02:003,473,-84.0,477,,124,
16:52:04:006,473,-73.0,477,,124,
16:52:06:004,473,-70.0,477,,124,
16:52:08:003,473,-72.0,477,,124,
16:52:09:998,473,-82.0,477,,124,
16:52:12:002,473,-76.0,477,,124,
16:52:13:995,473,-77.0,477,,124,
16:52:15:996,473,-75.0,477,,124,
16:52:17:993,473,-71.0,477,,124,
16:52:20:072,473,-72.0,477,,124,
16:52:21:990,473,-78.0,477,,124,
16:52:23:992,473,-85.0,477,,124,
16:52:25:993,473,-80.0,477,,124,
16:52:27:993,473,-78.0,477,,124,
16:52:29:987,473,-74.0,477,,124,
16:52:31:985,473,-72.0,477,,124,
16:52:33:984,473,-72.0,477,,124,
16:52:35:986,473,-79.0,477,,124,
16:52:37:983,473,-80.0,477,,124,
16:52:39:982,473,-84.0,477,,124,
16:52:41:985,473,-82.0,477,,124,
16:52:43:978,473,-88.0,477,,124,
16:52:45:977,473,-88.0,477,,124,
16:52:47:983,473,-86.0,477,,124,
16:52:49:985,473,-84.0,477,,124,
16:52:51:977,473,-83.0,477,,124,
