Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
19:30:47:004,473,-89.0,477,,124,
19:30:49:059,473,-85.0,477,,124,
19:30:51:018,473,-86.0,477,,124,
19:30:53:023,473,-89.0,477,,124,
19:30:55:017,473,-91.0,477,,124,
19:30:57:017,473,-86.0,477,,124,
19:30:59:016,473,-86.0,477,,124,
19:31:01:017,473,-77.0,477,,124,
19:31:03:031,473,-77.0,477,,124,
19:31:05:035,473,-82.0,477,,124,
19:31:07:033,473,-89.0,477,,124,
19:31:09:031,473,-86.0,477,,124,
19:31:11:026,473,-84.0,477,,124,
19:31:13:030,473,-77.0,477,,124,
19:31:15:029,473,-73.0,477,,124,
19:31:17:024,473,-75.0,477,,124,
19:31:19:023,473,-87.0,477,,124,
19:31:21:024,473,-87.0,477,,124,
19:31:23:022,473,-90.0,477,,124,
19:31:25:029,473,-81.0,477,,124,
19:31:27:018,473,-83.0,477,,124,
19:31:29:025,473,-88.0,477,,124,
19:31:31:020,473,-90.0,477,,124,
19:31:33:015,473,-93.0,477,,124,
19:31:35:015,473,-96.0,477,,124,
19:31:37:019,473,-96.0,477,,124,
19:31:39:011,473,-100.0,477,,124,
19:31:41:010,473,-97.0,477,,124,
19:31:43:009,473,-93.0,477,,124,
19:31:45:007,473,-92.0,477,,124,
19:31:47:015,473,-93.0,477,,124,
19:31:49:008,473,-91.0,477,,124,
19:31:51:018,473,-89.0,477,,124,
19:31:53:004,473,-99.0,477,,124,
19:31:55:005,473,-94.0,477,,124,
19:31:57:002,473,-96.0,477,,124,
19:31:59:001,473,-98.0,477,,124,
19:32:01:008,473,-95.0,477,,124,
19:32:02:999,473,-96.0,477,,124,
19:32:04:996,473,-100.0,477,,124,
19:32:06:996,473,-110.0,477,-107.0,124,
19:32:08:998,473,-108.0,477,-104.0,124,
19:32:11:051,473,-106.0,477,-98.0,124,
19:32:12:993,473,-100.0,477,-97.0,124,
19:32:15:002,473,-106.0,477,-100.0,124,
19:32:16:989,473,-95.0,477,-97.0,124,
19:32:18:989,473,-102.0,477,-99.0,124,
19:32:20:989,473,-96.0,477,-103.0,124,-121.0
19:32:22:987,473,-93.0,477,-105.0,124,-121.0
19:32:24:985,473,-94.0,477,-106.0,124,-121.0
19:32:27:005,473,-92.0,477,-105.0,124,-121.0
19:32:28:985,473,-85.0,477,-102.0,124,-121.0
19:32:30:989,473,-80.0,477,-99.0,124,-121.0
19:32:32:989,473,-87.0,477,-98.0,124,-121.0
19:32:34:992,473,-90.0,477,-107.0,124,-121.0
19:32:36:984,473,-98.0,477,-100.0,124,-121.0
19:32:38:980,473,-101.0,477,-98.0,124,-121.0
19:32:40:991,473,-100.0,477,-94.0,124,-121.0
19:32:42:977,473,-96.0,477,-88.0,124,-121.0
19:32:44:976,473,-103.0,477,-86.0,124,-121.0
19:32:46:978,473,-105.0,477,-88.0,124,-121.0
19:32:48:973,473,-106.0,477,-90.0,124,-121.0
19:32:51:015,473,-107.0,477,-82.0,124,-121.0
19:32:52:975,473,-107.0,477,-80.0,124,-121.0
19:32:54:973,473,-107.0,477,-75.0,124,-121.0
19:32:56:969,473,-107.0,477,-77.0,124,-121.0
19:32:58:974,473,-107.0,477,-78.0,124,-121.0
19:33:00:966,473,-104.0,477,-82.0,124,-121.0
19:33:02:976,473,-101.0,477,-81.0,124,-121.0
19:33:04:965,473,-101.0,477,-75.0,124,-121.0
19:33:06:962,473,-101.0,477,-75.0,124,-121.0
19:33:08:968,473,,477,-87.0,124,-121.0
19:33:10:963,473,,477,-90.0,124,-121.0
19:33:12:961,473,,477,-91.0,124,-121.0
19:33:14:961,473,,477,-87.0,124,-121.0
19:33:16:959,473,,477,-82.0,124,-121.0
19:33:18:958,473,-100.0,477,-83.0,124,-121.0
19:33:20:957,473,-93.0,477,-84.0,124,-121.0
19:33:22:959,473,-98.0,477,-89.0,124,-121.0
19:33:24:956,473,-90.0,477,-89.0,124,-121.0
19:33:26:954,473,-97.0,477,-89.0,124,-121.0
19:33:28:952,473,-97.0,477,-91.0,124,-121.0
19:33:30:953,473,-92.0,477,-87.0,124,-121.0
19:33:32:952,473,-90.0,477,-88.0,124,-121.0
19:33:34:950,473,-92.0,477,-96.0,124,-121.0
19:33:36:950,473,-99.0,477,-90.0,124,-133.0
19:33:38:951,473,-101.0,477,-93.0,124,-133.0
19:33:40:949,473,-106.0,477,-91.0,124,-133.0
19:33:42:946,473,-114.0,477,-91.0,124,-133.0
19:33:44:944,473,-113.0,477,-95.0,124,-133.0
19:33:46:947,473,-110.0,477,-95.0,124,-133.0
19:33:48:940,473,-110.0,477,-94.0,124,-133.0
19:33:50:940,473,,477,-93.0,124,-133.0
19:33:52:940,473,,477,-78.0,124,-133.0
19:33:54:943,473,,477,-81.0,124,-133.0
19:33:56:948,473,,477,-81.0,124,-133.0
19:33:58:965,473,,477,-85.0,124,-133.0
19:34:00:936,473,,477,-81.0,124,-133.0
19:34:02:933,473,,477,-83.0,124,-133.0
