Time,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3
19:38:50:436,473,-88.0,477,,124,
19:38:52:487,473,-90.0,477,,124,
19:38:54:432,473,-87.0,477,,124,
19:38:56:431,473,-88.0,477,,124,
19:38:58:432,473,-84.0,477,,124,
19:39:00:429,473,-90.0,477,,124,
19:39:02:432,473,-83.0,477,,124,
19:39:04:430,473,-81.0,477,,124,
19:39:06:442,473,-74.0,477,,124,
19:39:08:425,473,-79.0,477,,124,
19:39:10:425,473,-85.0,477,,124,
19:39:12:426,473,-91.0,477,,124,
19:39:14:422,473,-86.0,477,,124,
19:39:16:418,473,-88.0,477,,124,
19:39:18:419,473,-81.0,477,,124,
19:39:20:425,473,-74.0,477,,124,
19:39:22:420,473,-69.0,477,,124,
19:39:24:421,473,-82.0,477,,124,
19:39:26:414,473,-84.0,477,,124,
19:39:28:414,473,-83.0,477,,124,
19:39:30:473,473,-79.0,477,,124,
19:39:32:411,473,-83.0,477,,124,
19:39:34:410,473,-77.0,477,,124,
19:39:36:411,473,-88.0,477,,124,
19:39:38:409,473,-92.0,477,,124,
19:39:40:409,473,-90.0,477,,124,
19:39:42:406,473,-95.0,477,,124,
19:39:44:419,473,-93.0,477,,124,
19:39:46:403,473,-93.0,477,,124,
19:39:48:404,473,-95.0,477,,124,
19:39:50:405,473,-95.0,477,,124,
19:39:52:405,473,-90.0,477,,124,
19:39:54:402,473,-95.0,477,,124,
19:39:56:400,473,-93.0,477,,124,
19:39:58:400,473,-94.0,477,,124,
19:40:00:399,473,-89.0,477,,124,
19:40:02:398,473,-91.0,477,,124,
19:40:04:394,473,-97.0,477,,124,
19:40:06:468,473,-95.0,477,,124,
19:40:08:391,473,-98.0,477,,124,
19:40:10:393,473,-98.0,477,-98.0,124,
19:40:12:389,473,-99.0,477,-94.0,124,
19:40:14:396,473,-98.0,477,-100.0,124,
19:40:16:393,473,-100.0,477,-103.0,124,
19:40:18:385,473,-109.0,477,-107.0,124,
19:40:20:388,473,-112.0,477,-100.0,124,
19:40:22:387,473,-106.0,477,-95.0,124,
19:40:24:383,473,-98.0,477,-94.0,124,
19:40:26:382,473,-103.0,477,-98.0,124,
19:40:28:382,473,-101.0,477,-97.0,124,
19:40:30:382,473,-101.0,477,-98.0,124,-125.0
19:40:32:380,473,-99.0,477,-99.0,124,-125.0
19:40:34:377,473,-98.0,477,-103.0,124,-125.0
19:40:36:383,473,-98.0,477,-101.0,124,-125.0
19:40:38:376,473,-97.0,477,-103.0,124,-125.0
19:40:40:378,473,-91.0,477,-100.0,124,-125.0
19:40:42:374,473,-87.0,477,-105.0,124,-125.0
19:40:44:378,473,-86.0,477,-100.0,124,-125.0
19:40:46:374,473,-83.0,477,-101.0,124,-125.0
19:40:48:372,473,-81.0,477,-100.0,124,-125.0
19:40:50:369,473,-88.0,477,-97.0,124,-125.0
19:40:52:370,473,-99.0,477,-93.0,124,-125.0
19:40:54:371,473,-99.0,477,-91.0,124,-125.0
19:40:56:370,473,-95.0,477,-92.0,124,-125.0
19:40:58:363,473,-104.0,477,-90.0,124,-125.0
19:41:00:362,473,-101.0,477,-88.0,124,-125.0
19:41:02:363,473,-101.0,477,-89.0,124,-125.0
19:41:04:361,473,-100.0,477,-85.0,124,-125.0
19:41:06:359,473,-100.0,477,-80.0,124,-125.0
19:41:08:361,473,-101.0,477,-81.0,124,-125.0
19:41:10:364,473,-101.0,477,-80.0,124,-125.0
19:41:12:357,473,-101.0,477,-78.0,124,-125.0
19:41:14:361,473,-101.0,477,-82.0,124,-125.0
19:41:16:363,473,-102.0,477,-81.0,124,-125.0
19:41:18:353,473,-102.0,477,-81.0,124,-125.0
19:41:20:424,473,-102.0,477,-82.0,124,-125.0
19:41:22:354,473,-102.0,477,-79.0,124,-125.0
19:41:24:360,473,-102.0,477,-82.0,124,-125.0
19:41:26:351,473,-99.0,477,-87.0,124,-125.0
19:41:28:347,473,-103.0,477,-85.0,124,-125.0
19:41:30:350,473,-103.0,477,-81.0,124,-125.0
19:41:32:344,473,-103.0,477,-85.0,124,-125.0
19:41:34:346,473,-98.0,477,-80.0,124,-125.0
19:41:36:343,473,-97.0,477,-86.0,124,-125.0
19:41:38:345,473,-92.0,477,-88.0,124,-125.0
19:41:40:342,473,-108.0,477,-90.0,124,-125.0
19:41:42:343,473,-90.0,477,-87.0,124,-125.0
19:41:44:343,473,-90.0,477,-89.0,124,-125.0
19:41:46:344,473,-90.0,477,-88.0,124,-131.0
19:41:48:341,473,-89.0,477,-92.0,124,-131.0
19:41:50:338,473,-93.0,477,-90.0,124,-131.0
19:41:52:382,473,-91.0,477,-94.0,124,-131.0
19:41:54:336,473,-94.0,477,-92.0,124,-131.0
19:41:56:332,473,-96.0,477,-92.0,124,-131.0
19:41:58:331,473,-106.0,477,-90.0,124,-131.0
19:42:00:333,473,-106.0,477,-90.0,124,-131.0
19:42:02:332,473,-110.0,477,-91.0,124,-131.0
19:42:04:331,473,-114.0,477,-95.0,124,-131.0
19:42:06:344,473,-115.0,477,-95.0,124,-131.0
19:42:08:329,473,,477,-94.0,124,-131.0
19:42:10:330,473,,477,-90.0,124,-131.0
19:42:12:323,473,,477,-79.0,124,-131.0
19:42:14:328,473,,477,-86.0,124,-131.0
19:42:16:327,473,,477,-82.0,124,-131.0
19:42:18:324,473,,477,-84.0,124,-131.0
19:42:20:319,473,,477,-84.0,124,-131.0
19:42:22:320,473,,477,-80.0,124,-131.0
