Curve,FAR,TPR,Threshold,AUC
Overall,0.053125,0.43666666666666665,0.876553875172551,0.869575
Overall,0.05375,0.43666666666666665,0.8765470930050571,0.869575
Overall,0.05375,0.43833333333333335,0.8763652741116108,0.869575
Overall,0.05375,0.44,0.8758957795338799,0.869575
Overall,0.05375,0.44166666666666665,0.8755608570146544,0.869575
Overall,0.054375,0.44166666666666665,0.8755537369384445,0.869575
Overall,0.055,0.44166666666666665,0.8755205750577457,0.869575
Overall,0.055,0.44333333333333336,0.8754825397354209,0.869575
Overall,0.055,0.445,0.8749813190921287,0.869575
Overall,0.055,0.44666666666666666,0.8748984629964272,0.869575
Overall,0.055,0.4483333333333333,0.8747974893082858,0.869575
Overall,0.055625,0.4483333333333333,0.8743769271669812,0.869575
Overall,0.05625,0.4483333333333333,0.8742952965300398,0.869575
Overall,0.05625,0.45,0.8742255068715753,0.869575
Overall,0.05625,0.45166666666666666,0.8740462509563651,0.869575
Overall,0.05625,0.4533333333333333,0.8734287817141754,0.869575
Overall,0.05625,0.455,0.8733863467400497,0.869575
Overall,0.05625,0.45666666666666667,0.8731785413792639,0.869575
Overall,0.05625,0.4583333333333333,0.873110365921717,0.869575
Overall,0.056875,0.4583333333333333,0.8727590262856676,0.869575
Overall,0.056875,0.46,0.8726410861435199,0.869575
Overall,0.056875,0.46166666666666667,0.8725205999181695,0.869575
Overall,0.056875,0.4633333333333333,0.8713555311047166,0.869575
Overall,0.0575,0.4633333333333333,0.8713440672851784,0.869575
Overall,0.0575,0.465,0.8699085828873458,0.869575
Overall,0.058125,0.465,0.8697003286101008,0.869575
Overall,0.05875,0.465,0.8694047861949379,0.869575
Overall,0.05875,0.4666666666666667,0.868960119714397,0.869575
Overall,0.05875,0.4683333333333333,0.8687842288345436,0.869575
Overall,0.05875,0.47,0.8685163297510154,0.869575
Overall,0.059375,0.47,0.8684029768654441,0.869575
Overall,0.059375,0.4716666666666667,0.8683862693407235,0.869575
Overall,0.06,0.4716666666666667,0.8683457189246058,0.869575
Overall,0.06,0.47333333333333333,0.868163508313855,0.869575
Overall,0.06,0.475,0.8681516231416857,0.869575
Overall,0.060625,0.475,0.8679057791044185,0.869575
Overall,0.060625,0.4766666666666667,0.8677949351116816,0.869575
Overall,0.06125,0.4766666666666667,0.867716225653225,0.869575
Overall,0.06125,0.47833333333333333,0.8672204600067797,0.869575
Overall,0.061875,0.47833333333333333,0.8668001587970487,0.869575
