Time,Meg,Cell_ID_1,Cell_RSSI_1,Cell_ID_2,Cell_RSSI_2,Cell_ID_3,Cell_RSSI_3,Cell_ID_4,Cell_RSSI_4,Cell_ID_5,Cell_RSSI_5
2025-11-20 18:18:59.895,37.8361,338.0,-82.0,,,,,,,,
2025-11-20 18:18:59.895,37.0415,338.0,-82.0,,,,,,,,
2025-11-20 18:18:59.904,37.2378,338.0,-82.0,,,,,,,,
2025-11-20 18:18:59.924,37.9965,338.0,-82.0,,,,,,,,
2025-11-20 18:18:59.944,35.3013,338.0,-82.0,,,,,,,,
2025-11-20 18:18:59.964,37.0848,338.0,-82.0,,,,,,,,
2025-11-20 18:18:59.983,36.5636,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.011,36.7238,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.026,36.3129,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.043,35.5651,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.062,37.3739,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.082,36.8732,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.104,36.34,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.122,35.2401,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.141,33.9847,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.160,35.9058,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.182,34.4606,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.200,34.8712,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.221,33.8821,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.240,35.0893,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.259,34.1648,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.279,33.8642,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.299,33.8643,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.320,33.8588,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.339,34.166,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.357,34.1884,338.0,-82.0,,,,,,,,
2025-11-20 18:19:00.378,34.1667,338.0,-82.0,,,,,,,,
